"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"25608",1957948178,19369042,85720.109,-150.926208,69.388791,152.1,209.073792,69.388791,153.63,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.6,0.79,0.82,0.9,0.97,1.12,1.53,171.92,3.529,8685.19,0.177,1,1,1,1957948150,15987417,84874.694,-150.92622,69.388785,152.08,209.07378,69.388785,153.43,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.35,67.19,1.191,8667.74,0.116,1,1,1,0.818710098240997,-0.0199999999999818,0.04,0.0299999999999999,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0,0,-0.0399999999999999,-0.04,-0.0299999999999999,-0.04,-0.03,-0.0700000000000001,-0.18,242.33,-Inf,-Inf,TRUE,TRUE,NA
"25611",1957948178,19369045,85720.11,-150.92627,69.388865,152.52,209.073729,69.388865,153.86,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.35,172.07,3.473,8684.29,0.116,1,1,1,1957948150,15988117,84874.869,-150.926268,69.388869,152.58,209.073731,69.388868,153.82,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.24,71.04,1.216,8668.04,0.174,1,1,1,0.453037892858917,0.0600000000000023,0.04,0.0299999999999999,0.03,0.04,0.04,0.03,0.04,0,0,0,0,0,0,0,0,-0.04,0,-0.04,-0.04,-0.04,-0.0399999999999999,-0.04,-0.11,242.33,-Inf,-Inf,TRUE,TRUE,NA
"26496",1957948178,19369932,85720.332,-150.925846,69.388855,152.69,209.074154,69.388856,153.97,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.27,173.34,3.527,8684.29,0.143,1,1,1,1957948150,15987411,84874.692,-150.925831,69.388853,152.67,209.074168,69.388853,153.8,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.26,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.67,0.71,0.75,0.82,0.94,1.12,66.83,1.303,8667.58,0.087,1,1,1,0.630274053078489,-0.0200000000000102,0,0,0,0,0,-0.03,0,-0.03,-0.04,0,0,0,0,0,0,-0.04,-0.03,-0.0399999999999999,-0.04,-0.04,-0.04,-0.03,-0.15,242.33,-Inf,-Inf,TRUE,TRUE,NA
"26501",1957948178,19369937,85720.333,-150.925531,69.388808,152.59,209.074469,69.388809,153.86,-1.01,-0.79,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,1.01,1.27,172.11,3.572,8684.59,0.088,1,1,1,1957948150,15987406,84874.691,-150.925518,69.388804,152.65,209.074481,69.388804,153.77,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.75,0.82,0.94,1.12,69.53,1.365,8667.88,0.145,1,1,1,0.678278920494929,0.0600000000000023,0.0700000000000001,0.04,0.03,0.04,0.04,0.03,0,0,0.04,0,0,0,0,0,-0.04,0,0,-0.0399999999999999,-0.04,-0.07,-0.0800000000000001,-0.0700000000000001,-0.15,242.33,-Inf,-Inf,TRUE,TRUE,NA
"26503",1957948178,19369939,85720.334,-150.925592,69.388721,152.46,209.074408,69.388722,153.96,-1.08,-0.86,-0.71,-0.6,-0.49,-0.37,-0.3,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.3,0.37,0.49,0.64,0.82,0.86,0.93,1.01,1.16,1.5,172.51,3.633,8685.18,0.141,1,1,1,1957948150,15986931,84874.572,-150.925594,69.388715,152.48,209.074405,69.388715,153.71,-1.05,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.19,-0.11,-0.04,0,0.07,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.82,0.9,1.01,1.24,67.7,1.313,8668.33,0.105,1,1,1,0.67385141713754,0.0199999999999818,0.03,0.04,0.0399999999999999,0.0399999999999999,0.04,0,0,0,0,0,-0.04,-0.04,0,-0.04,-0.03,-0.04,-0.08,-0.07,-0.07,-0.11,-0.11,-0.15,-0.26,242.33,-Inf,-Inf,TRUE,TRUE,NA
"26526",1957948178,19369962,85720.339,-150.925214,69.388118,152.49,209.074786,69.388119,153.84,-1.05,-0.86,-0.71,-0.6,-0.49,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.82,0.9,1.01,1.35,172.02,4.087,8689.65,0.061,1,1,1,1957948150,15985003,84874.09,-150.925228,69.388118,152.41,209.074772,69.388118,153.69,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.82,0.9,1.01,1.27,70.1,1.202,8667.14,0.088,1,1,1,0.55019391957184,-0.0800000000000125,0.0800000000000001,0.07,0.07,0.08,0.08,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,-0.0800000000000001,242.33,-Inf,-Inf,TRUE,TRUE,NA
"26533",1957948178,19369969,85720.341,-150.924963,69.387984,152.68,209.075037,69.387985,153.83,-0.97,-0.78,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.78,0.86,0.93,1.16,171.35,4.194,8690.99,0.087,1,1,1,1957948150,15984535,84873.973,-150.924955,69.387991,152.72,209.075045,69.387991,153.88,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.67,0.75,0.79,0.86,0.94,1.16,70.92,1.225,8667.59,0.174,1,1,1,0.841715782993576,0.039999999999992,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0,0,0,0.04,0,0,0,0.04,0.01,0,0.0099999999999999,0,242.33,-Inf,-Inf,TRUE,TRUE,NA
"26544",1957948178,19369980,85720.344,-150.92484,69.387675,152.54,209.07516,69.387676,153.96,-0.93,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.78,0.82,0.9,1.01,1.42,171.42,4.424,8693.38,0.087,1,1,1,1957948150,15983336,84873.674,-150.924837,69.387669,152.63,209.075162,69.387669,153.75,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.12,70.48,1.142,8666.39,0.116,1,1,1,0.679557761126264,0.0900000000000034,-0.0099999999999999,0,0,0,0,0,0,0,0,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.0399999999999999,-0.0700000000000001,-0.0299999999999999,-0.0800000000000001,-0.0700000000000001,-0.3,242.33,-Inf,-Inf,TRUE,TRUE,NA
"26560",1957948178,19369996,85720.348,-150.924404,69.387318,152.86,209.075595,69.387319,154.13,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.27,170.57,4.701,8697.1,0.116,1,1,1,1957948150,15982138,84873.374,-150.924392,69.387311,152.85,209.075608,69.387311,154.04,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.26,0.34,0.41,0.56,0.71,0.75,0.82,0.86,0.97,1.2,72.75,1.131,8666.69,0.143,1,1,1,0.912171634792302,-0.0100000000000193,0.04,0.0299999999999999,0.03,0.04,0,0.03,0,0,0,0.03,0.04,0.04,0,0.04,0,0,0,0,0,0,-0.04,-0.04,-0.0700000000000001,242.33,-Inf,-Inf,TRUE,TRUE,NA
"26741",1957948178,19370177,85720.393,-150.923818,69.387308,153,209.076181,69.387309,154.24,-0.97,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,1.01,1.23,169.23,4.739,8696.95,0.116,1,1,1,1957948150,15981390,84873.187,-150.923826,69.387307,153.09,209.076174,69.387307,154.25,-0.97,-0.79,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.86,0.94,1.16,67.94,1.249,8666.69,0.078,1,1,1,0.333607817184822,0.0900000000000034,0,-0.01,-0.04,-0.04,-0.04,-0.03,-0.04,-0.03,-0.04,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.0399999999999999,-0.04,-0.0299999999999999,-0.04,-0.0700000000000001,-0.0700000000000001,242.33,-Inf,-Inf,TRUE,TRUE,NA
"26752",1957948178,19370188,85720.396,-150.924191,69.387591,152.8,209.075809,69.387592,154.22,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.93,1.05,1.42,169.97,4.517,8694.42,0.171,1,1,1,1957948150,15982592,84873.488,-150.924184,69.387586,152.78,209.075815,69.387586,153.94,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.94,1.16,68.82,1.262,8666.98,0.116,1,1,1,0.621869997825161,-0.0200000000000102,0.0700000000000001,0.07,0.03,0.04,0.04,0.03,0,0,0,0,0,0,-0.04,-0.04,0,-0.04,-0.04,-0.04,-0.03,-0.07,-0.0700000000000001,-0.11,-0.26,242.33,-Inf,-Inf,TRUE,TRUE,NA
