"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"137600",1957937633,3071242,87363.267,-146.319702,64.210569,306.1,213.680326,64.210581,333.58,-0.64,-0.34,-0.11,0.11,0.34,0.64,1.31,3.81,4.9,10.47,12.49,14.39,15.74,17.76,19.48,20.67,22.1,23.59,24.15,24.86,25.5,26.21,27.48,225.32,3.916,8397.97,0.668,1,1,1,1958696634,75891919,88389.52463,-146.319684,64.210566,306.57,213.680319,64.210572,328.74,213.680319,64.210573,333.5,-0.64,-0.34,-0.19,0.11,0.26,0.71,3.26,4.46,8.35,11.2,12.4,14.2,15.55,17.79,19.44,20.34,21.69,22.59,22.89,23.34,23.79,24.54,26.93,194.46,1.57,6450.92,0.639,0.992,1,1,1,0.935569336878328,0.46999999999997,0,0,-0.08,0,-0.08,0.07,1.95,0.65,3.45,0.729999999999999,-0.0899999999999999,-0.190000000000001,-0.19,0.0299999999999976,-0.0399999999999991,-0.330000000000002,-0.41,-1,-1.26,-1.52,-1.71,-1.67,-0.550000000000001,226.66,-Inf,-Inf,TRUE,TRUE,NA
"137629",1957937633,3071272,87363.274,-146.32053,64.210068,306.57,213.679499,64.210081,333.21,-0.64,-0.34,-0.07,0.15,0.45,0.82,1.64,7.92,11.55,13.15,14.61,16.1,16.93,18.98,20.29,21.3,22.08,23.43,23.8,24.25,24.77,25.41,26.64,224.22,4.378,8401.38,0.647,1,1,1,1958696634,75892259,88389.60963,-146.320529,64.210076,306.9,213.679477,64.210084,332.32,213.679478,64.210085,335.02,-0.45,-0.15,0.15,0.45,3,12.43,16.18,18.57,20.07,20.82,21.27,21.72,22.17,22.77,23.67,24.57,25.31,25.91,26.06,26.21,26.51,26.81,28.12,196.89,2.163,6452.71,0.612,0.993,1,1,1,0.892820582062785,0.329999999999984,0.19,0.19,0.22,0.3,2.55,11.61,14.54,10.65,8.52,7.67,6.66,5.62,5.24,3.79,3.38,3.27,3.23,2.48,2.26,1.96,1.74,1.4,1.48,226.66,-Inf,-Inf,TRUE,TRUE,NA
"137630",1957937633,3071273,87363.274,-146.320596,64.210092,306.65,213.67943,64.210103,329.86,-0.78,-0.49,-0.26,-0.07,0.11,0.34,0.64,1.23,4.26,5.53,6.46,9.34,11.96,13.68,14.98,16.29,17.52,18.94,19.39,20.33,21.15,21.93,23.2,224.58,4.381,8406.18,0.611,1,1,1,1958696634,75892260,88389.60988,-146.320613,64.210094,307.11,213.679393,64.210102,331.94,213.679393,64.210103,335.69,-0.34,-0.04,0.41,2.06,3.71,10.75,15.69,16.89,17.64,18.54,19.73,20.78,21.38,21.98,22.73,24.23,24.98,25.73,25.88,26.18,26.48,27.07,28.57,197.94,2.157,6453.46,0.627,0.992,1,1,1,0.854834546111156,0.460000000000036,0.44,0.45,0.67,2.13,3.6,10.41,15.05,15.66,13.38,13.01,13.27,11.44,9.42,8.3,7.75,7.94,7.46,6.79,6.49,5.85,5.33,5.14,5.37,226.66,-Inf,-Inf,TRUE,TRUE,NA
"137633",1957937633,3071276,87363.275,-146.320685,64.210044,306.73,213.679345,64.210057,333.63,-1.23,-0.86,-0.64,-0.45,-0.26,-0.11,0.04,0.22,0.37,0.56,0.78,1.01,1.31,1.68,2.24,4.37,21.97,23.8,24.14,24.58,25.07,25.67,26.9,224.52,4.427,8404.53,0.674,1,1,1,1958696634,75892257,88389.60913,-146.320665,64.210044,307.01,213.679341,64.210052,330.6,213.679342,64.210053,334.04,-0.94,-0.64,-0.34,-0.19,-0.04,0.26,0.41,0.71,1.01,1.46,1.76,2.06,2.36,2.66,3.11,3.56,6.4,23.03,23.33,23.78,24.38,25.13,27.04,198.13,2.21,6456.61,0.393,0.993,1,1,1,0.97090637046523,0.279999999999973,0.29,0.22,0.3,0.26,0.22,0.37,0.37,0.49,0.64,0.9,0.98,1.05,1.05,0.98,0.87,-0.81,-15.57,-0.77,-0.810000000000002,-0.799999999999997,-0.690000000000001,-0.540000000000003,0.140000000000001,226.66,-Inf,-Inf,TRUE,TRUE,NA
"137634",1957937633,3071277,87363.275,-146.320751,64.210067,306.75,213.679256,64.210071,313.63,-1.35,-0.9,-0.6,-0.41,-0.22,-0.04,0.11,0.3,0.52,0.75,1.05,1.35,1.61,1.87,2.13,2.43,2.76,3.25,3.4,3.59,3.85,4.3,6.87,224.88,4.43,8408.43,0.291,1,1,1,1958696634,75892258,88389.60938,-146.320756,64.210062,303.7,213.679246,64.210064,309.04,213.679247,64.210065,313.35,2.42,2.72,2.87,3.02,3.17,3.47,3.62,3.77,3.92,4.07,4.37,4.67,4.97,5.27,5.57,5.87,6.17,6.62,6.77,6.92,7.07,7.36,9.65,199.22,2.205,6455.41,0.266,0.993,1,2,1,0.607761384869033,-3.05000000000001,3.77,3.62,3.47,3.43,3.39,3.51,3.51,3.47,3.4,3.32,3.32,3.32,3.36,3.4,3.44,3.44,3.41,3.37,3.37,3.33,3.22,3.06,2.78,226.66,-Inf,-Inf,FALSE,TRUE,NA
"137700",1957937633,3071344,87363.292,-146.32213,64.209523,306.91,213.6779,64.209537,330.5,-1.01,-0.78,-0.6,-0.45,-0.34,-0.22,-0.11,0,0.11,0.22,0.34,0.49,0.71,1.08,4.14,9.44,14.3,17.88,18.55,19.78,20.9,21.99,23.59,225.08,5.041,8410.03,0.162,1,1,1,1958696634,75893277,88389.86413,-146.322129,64.209528,307.34,213.677877,64.209536,324.32,213.677878,64.209537,326.08,-1.25,-1.1,-0.95,-0.8,-0.65,-0.5,-0.35,-0.35,-0.2,-0.05,0.1,0.25,0.4,0.55,0.85,1.75,9.83,13.42,13.87,14.17,14.62,16.42,18.74,198.47,2.958,6458.09,0.456,0.991,1,2,1,0.559298172874813,0.42999999999995,-0.24,-0.32,-0.35,-0.35,-0.31,-0.28,-0.24,-0.35,-0.31,-0.27,-0.24,-0.24,-0.31,-0.53,-3.29,-7.69,-4.47,-4.46,-4.68,-5.61,-6.28,-5.57,-4.85,226.66,-Inf,-Inf,FALSE,TRUE,NA
"137755",1957937633,3071400,87363.306,-146.32031,64.210393,306.44,213.679694,64.210395,310.1,-1.12,-0.86,-0.71,-0.56,-0.45,-0.34,-0.22,-0.15,-0.04,0.04,0.15,0.22,0.34,0.45,0.6,0.75,1.05,1.79,1.98,2.24,2.47,2.84,3.66,225.51,4.147,8400.65,0.239,1,1,1,1958696634,75892278,88389.61438,-146.320304,64.210386,306.87,213.679699,64.210392,326.11,213.6797,64.210392,327.39,-1.4,-1.1,-1.1,-0.95,-0.8,-0.65,-0.5,-0.35,-0.35,-0.2,-0.05,0.1,0.25,0.4,0.4,0.7,1,2.05,2.35,2.65,3.85,17.93,20.51,196.54,1.843,6452.12,0.397,0.992,1,2,1,0.832667135018924,0.430000000000007,-0.28,-0.24,-0.39,-0.39,-0.35,-0.31,-0.28,-0.2,-0.31,-0.24,-0.2,-0.12,-0.09,-0.05,-0.2,-0.05,-0.05,0.26,0.37,0.41,1.38,15.09,16.85,226.66,-Inf,-Inf,FALSE,TRUE,NA
"137772",1957937633,3071417,87363.31,-146.319994,64.210678,306.23,213.680031,64.210689,330.72,-1.12,-0.86,-0.64,-0.49,-0.37,-0.22,-0.11,0,0.11,0.22,0.37,0.49,0.67,0.86,1.16,1.72,2.69,17.76,19.07,20.38,21.38,22.66,24.49,226.66,3.921,8399.31,0.238,1,1,1,1958696634,75892296,88389.61888,-146.319989,64.210681,306.64,213.680014,64.210686,327.95,213.680015,64.210686,330.53,-1.32,-1.17,-1.02,-0.87,-0.72,-0.57,-0.43,-0.28,-0.13,0.02,0.17,0.32,0.47,0.62,0.77,0.92,1.37,2.27,2.57,3.17,3.92,18.6,23.89,194.5,1.528,6454.82,0.484,0.993,1,2,1,0.413132341104897,0.409999999999968,-0.2,-0.31,-0.38,-0.38,-0.35,-0.35,-0.32,-0.28,-0.24,-0.2,-0.2,-0.17,-0.2,-0.24,-0.39,-0.8,-1.32,-15.49,-16.5,-17.21,-17.46,-4.06,-0.599999999999998,226.66,-Inf,-Inf,FALSE,TRUE,NA
"139068",1957937633,3072723,87363.637,-146.320875,64.210516,306.5,213.679149,64.210527,329.6,-1.01,-0.78,-0.6,-0.49,-0.34,-0.26,-0.15,-0.04,0.04,0.15,0.26,0.37,0.52,0.75,1.08,2.32,12.45,13.75,14.05,14.54,15.21,18.35,23.1,224.52,4.168,8401.25,0.575,1,1,1,1958696634,75893213,88389.84813,-146.320878,64.210523,306.91,213.679125,64.210528,323.97,213.679125,64.210528,325.58,-0.8,-0.5,-0.35,-0.2,-0.05,0.1,0.25,0.55,1.15,2.35,11.64,12.53,12.98,13.28,13.73,14.18,14.63,15.38,15.53,15.98,16.73,17.18,18.68,193.16,1.861,6453.17,0.493,0.994,1,2,1,0.793540444922992,0.410000000000025,0.21,0.28,0.25,0.29,0.29,0.36,0.4,0.59,1.11,2.2,11.38,12.16,12.46,12.53,12.65,11.86,2.18,1.63,1.48,1.44,1.52,-1.17,-4.42,226.66,-Inf,-Inf,FALSE,TRUE,NA
"139072",1957937633,3072727,87363.638,-146.321032,64.210493,306.69,213.678982,64.210499,320.33,-1.01,-0.71,-0.49,-0.3,-0.11,0.04,0.22,0.37,0.6,0.82,1.16,1.79,5.19,7.32,8.15,10.46,11.32,12.03,12.22,12.41,12.63,12.93,13.64,224.85,4.217,8402,0.471,1,1,1,1958696634,75893217,88389.84913,-146.321019,64.210492,307.17,213.678983,64.210495,318.43,213.678983,64.210496,320.94,-0.95,-0.8,-0.65,-0.5,-0.35,-0.2,-0.05,0.1,0.25,0.4,0.55,0.85,1.3,3.85,6.7,7.29,8.49,11.19,11.49,11.79,12.09,12.39,13.77,194.68,1.905,6453.02,0.464,0.993,1,2,1,0.640842350316286,0.480000000000018,0.0600000000000001,-0.0900000000000001,-0.16,-0.2,-0.24,-0.24,-0.27,-0.27,-0.35,-0.42,-0.61,-0.94,-3.89,-3.47,-1.45,-3.17,-2.83,-0.84,-0.73,-0.620000000000001,-0.540000000000001,-0.539999999999999,0.129999999999999,226.66,-Inf,-Inf,FALSE,TRUE,NA
"139073",1957937633,3072728,87363.638,-146.321099,64.210517,306.7,213.67893,64.210529,332.94,-0.3,0.11,0.6,1.27,1.83,2.28,2.73,3.14,3.51,3.85,4.19,4.45,4.75,5.08,5.49,14.46,18.24,22.16,22.76,23.51,24.14,24.89,26.24,225.23,4.22,8400.2,0.523,1,1,1,1958696634,75893218,88389.84938,-146.321109,64.210511,306.91,213.678896,64.210518,332.46,213.678896,64.210519,336.65,3.37,4.57,5.47,17.75,20.45,21.8,22.7,23.6,24.05,24.49,24.79,25.24,25.54,25.84,26.29,26.74,27.19,27.79,27.94,28.09,28.24,28.39,29.74,195.94,1.898,6449.57,0.584,0.991,1,1,1,0.826266334971226,0.210000000000036,3.67,4.46,4.87,16.48,18.62,19.52,19.97,20.46,20.54,20.64,20.6,20.79,20.79,20.76,20.8,12.28,8.95,5.63,5.18,4.58,4.1,3.5,3.5,226.66,-Inf,-Inf,TRUE,TRUE,NA
"139102",1957937633,3072757,87363.645,-146.321941,64.210022,306.56,213.678074,64.210029,319.52,-0.97,-0.75,-0.56,-0.41,-0.3,-0.19,-0.07,0.04,0.19,0.3,0.45,0.6,0.86,2.88,6.09,7.25,7.84,8.48,8.66,8.96,9.52,10.87,12.96,224.28,4.682,8405.41,0.437,1,1,1,1958696634,75893528,88389.92688,-146.321942,64.210016,307.05,213.67806,64.210019,314.54,213.678061,64.210019,316.71,-1.12,-0.97,-0.82,-0.67,-0.53,-0.53,-0.38,-0.23,-0.23,-0.08,0.07,0.07,0.22,0.37,0.52,0.82,3.22,7.11,7.26,7.56,7.71,8.16,9.66,197.84,2.493,6454.05,0.493,0.99,1,2,1,0.670384829193839,0.490000000000009,-0.15,-0.22,-0.26,-0.26,-0.23,-0.34,-0.31,-0.27,-0.42,-0.38,-0.38,-0.53,-0.64,-2.51,-5.57,-6.43,-4.62,-1.37,-1.4,-1.4,-1.81,-2.71,-3.3,226.66,-Inf,-Inf,FALSE,TRUE,NA
"139112",1957937633,3072767,87363.648,-146.322281,64.209903,306.13,213.67772,64.209904,307.4,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.78,0.86,0.97,1.27,224.47,4.825,8407.2,0.116,1,1,1,1958696634,75893521,88389.92513,-146.322282,64.209906,306.69,213.677718,64.209906,306.69,213.677719,64.209906,308.38,-1.05,-0.75,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.3,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.45,0.6,0.6,1.68,200.2,2.643,6453.15,0.134,0.957,1,1,1,0.337818675531792,0.560000000000002,-0.12,0,-0.12,-0.08,-0.04,-0.11,-0.04,-0.11,-0.19,-0.11,-0.15,-0.07,-0.15,-0.22,-0.15,-0.26,-0.22,-0.26,-0.3,-0.33,-0.26,-0.37,0.41,226.66,-Inf,-Inf,TRUE,TRUE,NA
"139125",1957937633,3072780,87363.651,-146.322604,64.209618,306.16,213.677397,64.209619,307.28,-0.93,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.78,0.86,0.93,1.12,223.58,5.054,8408.98,0.145,1,1,1,1958696634,75893503,88389.92063,-146.322601,64.209615,306.8,213.677399,64.209615,306.8,213.6774,64.209615,308.15,-1.05,-0.75,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.3,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.45,0.45,0.6,1.35,200.91,2.958,6455.54,0.301,0.92,2,2,2,0.364657725197419,0.639999999999986,-0.12,0,-0.15,-0.11,-0.04,-0.11,-0.04,-0.11,-0.19,-0.11,-0.19,-0.11,-0.19,-0.26,-0.19,-0.26,-0.22,-0.26,-0.3,-0.33,-0.41,-0.33,0.23,226.66,-Inf,-Inf,FALSE,FALSE,NA
