"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"1155",1957949067,7940557,67868.17,-146.225043,66.605296,125.15,213.774951,66.605298,129.29,-1.23,-0.9,-0.67,-0.49,-0.34,-0.22,-0.07,0.04,0.15,0.3,0.45,0.6,0.82,1.12,1.38,1.68,1.98,2.35,2.46,2.58,2.76,3.1,4.15,128.38,4.725,8655.56,0.189,1,1,1,1958686303,36170674,70639.20129,-146.225027,66.605292,125.66,213.774975,66.605292,127.98,213.774976,66.605292,130.27,-1.2,-0.75,-0.6,-0.45,-0.3,-0.15,-0.15,0,0.15,0.3,0.45,0.9,1.35,1.65,2.1,2.4,2.7,3,3.15,3.3,3.45,3.6,4.61,276.74,1.755,12622.12,0.254,0.98,1,1,1,0.837508347154519,0.509999999999991,0.03,0.15,0.0700000000000001,0.04,0.04,0.07,-0.08,-0.04,0,0,0,0.3,0.53,0.53,0.72,0.72,0.72,0.65,0.69,0.72,0.69,0.5,0.46,294.64,-Inf,-Inf,TRUE,TRUE,NA
"1200",1957949067,7940602,67868.182,-146.227271,66.606039,126.39,213.77272,66.606042,133.64,-1.08,-0.82,-0.67,-0.52,-0.41,-0.3,-0.19,-0.07,0,0.11,0.22,0.34,0.45,0.56,0.75,1.01,1.79,3.66,4.19,4.71,5.31,6.13,7.25,128.15,3.873,8644.53,0.085,1,1,1,1958686303,36170706,70639.20929,-146.227257,66.606032,126.85,213.772758,66.60603,144.41,213.772758,66.60603,145.28,-0.97,-0.82,-0.67,-0.52,-0.37,-0.22,-0.22,-0.07,0.07,0.22,0.37,0.52,0.67,0.97,1.87,2.62,3.82,6.96,11.31,14.15,16.25,17.3,18.42,285.03,2.263,12623.74,0.356,0.974,1,1,1,0.996828666924869,0.459999999999994,0.11,0,0,0,0.04,0.08,-0.03,0,0.07,0.11,0.15,0.18,0.22,0.41,1.12,1.61,2.03,3.3,7.12,9.44,10.94,11.17,11.17,294.64,-Inf,-Inf,TRUE,TRUE,NA
"1223",1957949067,7940625,67868.187,-146.228542,66.6064,124.24,213.771449,66.606402,132.69,1.35,2.21,2.92,3.44,3.85,4.15,4.41,4.68,4.9,5.16,5.42,5.69,5.95,6.21,6.51,6.81,7.14,7.52,7.63,7.74,7.86,8.04,8.45,128.58,3.414,8640.52,0.414,1,1,1,1958686303,36170724,70639.21379,-146.228553,66.6064,124.47,213.771453,66.606399,130.28,213.771455,66.606398,133.01,-0.56,-0.26,-0.11,0.04,0.34,0.64,1.09,1.68,2.43,3.48,4.08,4.68,5.13,5.43,5.73,6.18,6.48,7.08,7.08,7.23,7.52,7.82,8.54,287.64,2.563,12628.52,0.403,0.969,1,1,1,0.487376366081182,0.230000000000004,-1.91,-2.47,-3.03,-3.4,-3.51,-3.51,-3.32,-3,-2.47,-1.68,-1.34,-1.01,-0.82,-0.78,-0.779999999999999,-0.63,-0.659999999999999,-0.44,-0.55,-0.51,-0.340000000000001,-0.219999999999999,0.0899999999999999,294.64,-Inf,-Inf,TRUE,TRUE,NA
"1239",1957949067,7940647,67868.193,-146.229513,66.606779,124.06,213.770486,66.60678,125.11,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.64,0.71,0.75,0.82,0.9,1.05,127.87,3.017,8638.29,0.103,1,1,1,1958686303,36170738,70639.21729,-146.229515,66.606775,124.55,213.770485,66.606775,124.55,213.770487,66.606775,126.27,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.3,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.45,0.6,0.75,1.72,290.22,2.806,12630.75,0.145,0.96,1,1,1,0.454612555662252,0.489999999999995,-0.11,-0.15,-0.11,-0.08,-0.04,-0.11,-0.04,-0.11,-0.19,-0.08,-0.15,-0.07,-0.15,-0.22,-0.15,-0.22,-0.19,-0.19,-0.26,-0.3,-0.22,-0.15,0.67,294.64,-Inf,-Inf,TRUE,TRUE,NA
"1349",1957949067,7940758,67868.221,-146.234991,66.608608,128.55,213.765005,66.608609,142.64,-0.94,-0.64,-0.45,-0.3,-0.15,0,0.11,0.26,0.41,0.67,1.09,1.65,2.14,2.62,3.52,5.92,7.76,10.04,10.49,11.09,11.77,12.74,14.09,124.2,0.914,8626.07,0.353,1,1,1,1958686303,36169744,70638.96879,-146.234975,66.608614,128.93,213.76504,66.608611,139.1,213.765043,66.608611,140.89,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.64,1.08,1.53,1.83,2.28,2.88,4.82,7.36,8.11,8.86,9.75,10.65,11.96,293.39,4.228,12645.91,0.278,0.978,1,1,1,0.974582490374594,0.379999999999995,0.08,-0.07,-0.11,-0.11,-0.11,-0.11,-0.22,-0.22,-0.22,-0.33,-0.45,-0.57,-0.61,-0.79,-1.24,-3.04,-2.94,-2.68,-2.38,-2.23,-2.02,-2.09,-2.13,294.64,-Inf,-Inf,TRUE,TRUE,NA
"2287",1957949067,7941715,67868.46,-146.224588,66.605368,125.19,213.775406,66.60537,129.3,-1.08,-0.71,-0.49,-0.26,-0.07,0.11,0.3,0.52,0.78,1.05,1.31,1.49,1.72,1.9,2.09,2.28,2.5,2.84,2.95,3.06,3.21,3.44,4.11,129.67,4.797,8656.45,0.236,1,1,1,1958686303,36170669,70639.20004,-146.22457,66.605366,125.65,213.775432,66.605366,128.13,213.775434,66.605366,130.64,-0.86,-0.56,-0.41,-0.26,-0.11,0.19,0.34,0.79,1.24,1.54,1.84,1.99,2.28,2.43,2.58,2.88,3.03,3.48,3.48,3.63,3.78,3.93,4.98,278.35,1.67,12621.67,0.254,0.977,1,1,1,0.828133028583062,0.460000000000008,0.22,0.15,0.08,0,-0.04,0.08,0.04,0.27,0.46,0.49,0.53,0.5,0.56,0.53,0.49,0.6,0.53,0.64,0.53,0.57,0.57,0.49,0.87,294.64,-Inf,-Inf,TRUE,TRUE,NA
"2333",1957949067,7941761,67868.471,-146.224908,66.605708,126.3,213.775076,66.605713,137.58,2.73,4.11,4.89,5.45,5.98,6.42,6.87,7.25,7.62,7.92,8.22,8.48,8.7,8.93,9.15,9.38,9.6,9.94,10.01,10.12,10.27,10.5,11.28,128.11,4.567,8650.92,0.369,1,1,1,1958686303,36169885,70639.00404,-146.224903,66.605706,126.71,213.775103,66.605706,135.25,213.775105,66.605706,138.28,1.76,2.96,3.71,4.46,5.21,5.81,6.4,6.85,7.3,7.6,7.9,8.2,8.35,8.65,8.95,9.25,9.55,10,10,10.15,10.3,10.45,11.57,277.47,1.856,12619.42,0.403,0.98,1,1,1,0.314301584146108,0.409999999999997,-0.97,-1.15,-1.18,-0.99,-0.77,-0.61,-0.47,-0.4,-0.32,-0.32,-0.32,-0.280000000000001,-0.35,-0.279999999999999,-0.200000000000001,-0.130000000000001,-0.0499999999999989,0.0600000000000005,-0.00999999999999979,0.0300000000000011,0.0300000000000011,-0.0500000000000007,0.290000000000001,294.64,-Inf,-Inf,TRUE,TRUE,NA
"2373",1957949067,7941804,67868.482,-146.227285,66.606384,126.5,213.772709,66.606386,132.11,-1.01,-0.71,-0.49,-0.3,-0.15,0,0.15,0.34,0.52,0.75,1.01,1.38,1.83,2.24,2.66,3.03,3.4,3.93,4.08,4.26,4.49,4.86,5.61,128.83,3.712,8643.34,0.343,1,1,1,1958686303,36169852,70638.99579,-146.227271,66.606385,126.91,213.772731,66.606385,128.74,213.772734,66.606384,132.56,-0.97,-0.67,-0.52,-0.37,-0.07,0.07,0.22,0.52,0.67,0.97,1.27,1.42,1.72,2.02,2.17,2.47,2.92,3.52,3.67,3.82,4.12,4.57,5.65,283.96,2.391,12625.83,0.306,0.982,1,1,1,0.630234399102039,0.409999999999997,0.04,0.0399999999999999,-0.03,-0.07,0.08,0.07,0.07,0.18,0.15,0.22,0.26,0.04,-0.11,-0.22,-0.49,-0.56,-0.48,-0.41,-0.41,-0.44,-0.37,-0.29,0.04,294.64,-Inf,-Inf,TRUE,TRUE,NA
"2375",1957949067,7941806,67868.483,-146.227136,66.606455,126.49,213.772857,66.606457,131.92,-1.12,-0.86,-0.71,-0.56,-0.45,-0.34,-0.22,-0.15,-0.07,0.04,0.11,0.22,0.34,0.45,0.56,0.75,1.12,2.09,2.36,2.77,3.48,4.34,5.42,127.78,3.713,8644.09,0.285,1,1,1,1958686303,36169851,70638.99554,-146.227146,66.606454,126.86,213.772858,66.606453,131.16,213.77286,66.606453,133.45,-0.86,-0.71,-0.41,-0.26,-0.26,-0.11,0.04,0.19,0.49,0.79,1.39,1.98,2.58,3.18,3.63,4.08,4.38,4.83,4.98,5.13,5.28,5.58,6.59,284.92,2.376,12625.68,0.376,0.981,1,1,1,0.456876292389603,0.370000000000005,0.26,0.15,0.3,0.3,0.19,0.23,0.26,0.34,0.56,0.75,1.28,1.76,2.24,2.73,3.07,3.33,3.26,2.74,2.62,2.36,1.8,1.24,1.17,294.64,-Inf,-Inf,TRUE,TRUE,NA
"3288",1957949067,7942748,67868.718,-146.232598,66.608487,123.83,213.767402,66.608488,124.8,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.49,0.64,0.67,0.71,0.79,0.86,0.97,127.16,1.519,8629.81,0.105,1,1,1,1958686303,36169511,70638.91054,-146.232586,66.608487,124.03,213.767414,66.608487,124.03,213.767416,66.608486,125.63,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.34,0.49,0.49,0.49,0.64,1.61,294.45,3.776,12644.16,0.105,0.944,1,1,1,0.531638506519314,0.200000000000003,-0.0700000000000001,-0.11,-0.11,-0.0700000000000001,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.11,-0.18,-0.11,-0.18,-0.11,-0.22,-0.15,-0.3,-0.18,-0.22,-0.3,-0.22,0.64,294.64,-Inf,-Inf,TRUE,TRUE,NA
"3308",1957949067,7942768,67868.723,-146.231644,66.608112,124.61,213.768355,66.608112,125.62,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.64,0.67,0.71,0.79,0.86,1.01,128.84,1.911,8630.84,0.145,1,1,1,1958686303,36169497,70638.90704,-146.231634,66.608118,124.96,213.768366,66.608118,124.96,213.768368,66.608117,126.71,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.3,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.6,0.6,0.75,1.76,292.92,3.528,12638.94,0.087,0.968,1,1,1,0.802265104983165,0.349999999999994,-0.11,-0.15,-0.11,-0.08,-0.04,-0.11,-0.04,-0.11,-0.19,-0.08,-0.15,-0.07,-0.15,-0.22,-0.15,-0.22,-0.19,-0.19,-0.22,-0.11,-0.19,-0.11,0.75,294.64,-Inf,-Inf,TRUE,TRUE,NA
"3328",1957949067,7942788,67868.728,-146.230686,66.607737,126.13,213.769311,66.607738,130.44,-1.24,-0.86,-0.6,-0.41,-0.26,-0.11,0.04,0.19,0.34,0.56,0.82,1.27,1.72,2.06,2.32,2.62,2.88,3.26,3.33,3.44,3.59,3.78,4.31,129.93,2.306,8634.13,0.249,1,1,1,1958686303,36169483,70638.90354,-146.230665,66.60774,126.78,213.769338,66.607739,129.25,213.769341,66.607739,132.1,-1.01,-0.71,-0.56,-0.26,-0.11,-0.11,0.04,0.34,0.64,1.08,1.53,1.83,1.98,2.28,2.43,2.58,2.88,3.33,3.48,3.63,3.93,4.23,5.31,291.1,3.278,12636.11,0.222,0.978,1,1,1,0.988671996863126,0.650000000000006,0.23,0.15,0.0399999999999999,0.15,0.15,0,0,0.15,0.3,0.52,0.71,0.56,0.26,0.22,0.11,-0.04,0,0.0700000000000003,0.15,0.19,0.34,0.450000000000001,1,294.64,-Inf,-Inf,TRUE,TRUE,NA
"3330",1957949067,7942790,67868.729,-146.230538,66.607808,126.07,213.769459,66.607809,131.31,-1.31,-0.9,-0.67,-0.49,-0.34,-0.22,-0.07,0.04,0.15,0.3,0.45,0.64,0.97,1.57,2.13,2.55,2.96,3.44,3.56,3.74,3.97,4.31,5.24,128.24,2.307,8633.68,0.339,1,1,1,1958686303,36169482,70638.90329,-146.230547,66.607805,126.64,213.769456,66.607804,129.18,213.76946,66.607803,133.15,-0.97,-0.67,-0.52,-0.37,-0.22,-0.22,-0.07,0.07,0.22,0.52,0.97,1.42,1.87,2.17,2.47,2.77,3.07,3.67,3.97,4.27,4.71,5.46,6.51,291.78,3.268,12635.36,0.286,0.977,1,1,1,0.520413257354978,0.570000000000007,0.34,0.23,0.15,0.12,0.12,0,0,0.03,0.07,0.22,0.52,0.78,0.9,0.6,0.34,0.22,0.11,0.23,0.41,0.529999999999999,0.74,1.15,1.27,294.64,-Inf,-Inf,TRUE,TRUE,NA
"3460",1957949067,7942922,67868.762,-146.224039,66.60566,125.86,213.775956,66.605662,129.86,-0.71,-0.22,0.19,0.56,0.86,1.12,1.31,1.49,1.64,1.76,1.87,1.98,2.09,2.24,2.35,2.5,2.65,2.91,2.99,3.06,3.17,3.36,4,129.36,4.789,8656,0.234,1,1,1,1958686303,36169892,70639.00579,-146.22402,66.605663,128.73,213.77598,66.605663,128.73,213.775983,66.605663,132.06,-2.81,-2.36,-1.91,-1.61,-1.31,-1.01,-0.86,-0.56,-0.41,-0.41,-0.26,-0.11,0.04,0.04,0.19,0.34,0.49,0.94,1.09,1.24,1.54,1.99,3.33,277.57,1.677,12620.77,0.218,0.985,1,1,1,0.905847595037668,2.86999999999999,-2.1,-2.14,-2.1,-2.17,-2.17,-2.13,-2.17,-2.05,-2.05,-2.17,-2.13,-2.09,-2.05,-2.2,-2.16,-2.16,-2.16,-1.97,-1.9,-1.82,-1.63,-1.37,-0.67,294.64,-Inf,-Inf,TRUE,TRUE,NA
