"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"99628",1957949068,8041177,67893.326,-146.190104,66.628877,128.46,213.809891,66.628879,138.42,-0.67,-0.37,-0.11,0.11,0.37,0.71,1.12,1.61,2.02,2.4,2.77,3.22,3.86,4.64,5.47,6.22,7,8.05,8.28,8.5,8.76,9.14,9.96,133.6,1.787,8633.4,0.518,1,1,1,1958686303,36119750,70626.47019,-146.190095,66.628874,128.79,213.809907,66.628874,131.07,213.809913,66.628873,136.43,-0.75,-0.45,-0.3,0,0.15,0.45,0.75,1.05,1.35,1.5,1.8,1.95,2.25,2.4,2.55,2.84,3.44,4.49,4.94,5.39,5.84,6.44,7.64,288.68,2.792,12628.35,0.317,0.978,1,1,1,0.520155212365621,0.329999999999984,-0.08,-0.08,-0.19,-0.11,-0.22,-0.26,-0.37,-0.56,-0.67,-0.9,-0.97,-1.27,-1.61,-2.24,-2.92,-3.38,-3.56,-3.56,-3.34,-3.11,-2.92,-2.7,-2.32,309.2,-Inf,-Inf,TRUE,TRUE,NA
"99648",1957949068,8041197,67893.331,-146.189145,66.628499,129.29,213.810845,66.628503,145.24,-0.82,-0.6,-0.41,-0.3,-0.15,-0.04,0.07,0.19,0.3,0.45,0.67,1.09,2.55,4.57,7.41,9.1,10.9,12.96,13.41,13.82,14.27,14.87,15.95,133.93,2.185,8634.28,0.636,1,1,1,1958686303,36119766,70626.47419,-146.189138,66.628492,129.5,213.810872,66.628491,139.68,213.810876,66.62849,143.54,-1.01,-0.71,-0.56,-0.41,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.49,0.79,2.28,4.68,7.23,9.17,10.82,11.27,11.57,12.02,12.77,14.04,286.04,2.55,12624.92,0.147,0.979,1,1,1,0.839591491648373,0.210000000000008,-0.19,-0.11,-0.15,-0.11,-0.26,-0.22,-0.18,-0.3,-0.26,-0.26,-0.33,-0.6,-1.76,-2.29,-2.73,-1.87,-1.73,-2.14,-2.14,-2.25,-2.25,-2.1,-1.91,309.2,-Inf,-Inf,TRUE,TRUE,NA
"99682",1957949068,8041231,67893.339,-146.187439,66.627997,125.01,213.81256,66.627997,126.02,-0.94,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.49,0.67,0.71,0.75,0.79,0.86,1.01,132.43,2.804,8642.65,0.087,1,1,1,1958686303,36119790,70626.48019,-146.18744,66.628001,125.24,213.81256,66.628001,125.24,213.812561,66.628001,127.08,-0.94,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.71,1.83,282.36,2.156,12625.99,0.072,0.982,1,1,1,0.448086821738441,0.22999999999999,0,0,0,0.03,-0.04,0,-0.08,-0.15,-0.08,-0.12,-0.04,-0.11,-0.19,-0.11,-0.19,-0.15,-0.23,-0.26,-0.3,-0.19,-0.23,-0.15,0.82,309.2,-Inf,-Inf,TRUE,TRUE,NA
"99870",1957949068,8041419,67893.386,-146.186691,66.627885,124.98,213.813308,66.627886,126.03,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.67,0.71,0.79,0.82,0.9,1.05,131.5,3.025,8644.14,0.145,1,1,1,1958686303,36119798,70626.48219,-146.186669,66.627885,125.22,213.813331,66.627885,125.22,213.813332,66.627885,127.09,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.07,0.22,0.37,0.37,0.52,0.52,0.52,0.67,1.87,281.72,1.992,12624.8,0.087,0.983,1,1,1,0.973910166195438,0.239999999999995,-0.03,-0.07,-0.0700000000000001,-0.03,-0.11,-0.03,-0.11,-0.03,-0.11,-0.18,-0.11,-0.18,-0.12,-0.19,-0.27,-0.19,-0.15,-0.3,-0.19,-0.27,-0.3,-0.23,0.82,309.2,-Inf,-Inf,TRUE,TRUE,NA
"99905",1957949068,8041454,67893.395,-146.188188,66.628495,129.06,213.811801,66.628499,145.24,-0.6,-0.37,-0.15,0.04,0.22,0.45,0.9,2.21,3.89,5.69,6.89,7.9,8.65,9.29,10,10.71,12.73,14.38,14.6,14.86,15.13,15.46,16.17,130.54,2.399,8635.92,0.538,1,1,1,1958686303,36119353,70626.37094,-146.188175,66.628489,129.63,213.811838,66.628488,143.34,213.811842,66.628488,147.15,-0.79,-0.64,-0.49,-0.34,-0.34,-0.19,-0.04,-0.04,0.11,0.26,0.56,1.01,4.46,6.85,8.8,10.6,12.84,14.19,14.49,14.94,15.54,16.44,17.52,284.77,2.401,12623.13,0.639,0.975,1,1,1,0.882340620727309,0.569999999999993,-0.19,-0.27,-0.34,-0.38,-0.56,-0.64,-0.94,-2.25,-3.78,-5.43,-6.33,-6.89,-4.19,-2.44,-1.2,-0.110000000000001,0.109999999999999,-0.190000000000001,-0.109999999999999,0.0800000000000001,0.409999999999998,0.98,1.35,309.2,-Inf,-Inf,TRUE,TRUE,NA
"99928",1957949068,8041477,67893.401,-146.189463,66.628847,129.29,213.81053,66.62885,141.5,-0.79,-0.56,-0.37,-0.22,-0.07,0.04,0.19,0.34,0.52,0.79,2.43,5.02,6.37,7.38,8.13,8.69,9.25,10.04,10.26,10.49,10.79,11.24,12.21,132.02,1.945,8632.79,0.455,1,1,1,1958686303,36119371,70626.37544,-146.189461,66.628854,129.92,213.810551,66.628853,141.23,213.810553,66.628853,143.25,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.64,1.83,2.88,3.78,5.58,7.67,10.07,10.67,11.12,11.57,12.17,13.33,287.26,2.699,12625.66,0.505,0.973,1,1,1,0.785322205336918,0.629999999999995,-0.07,-0.15,-0.19,-0.19,-0.19,-0.15,-0.3,-0.3,-0.48,-0.6,-2.09,-4.38,-4.54,-4.5,-4.35,-3.11,-1.58,0.0300000000000011,0.41,0.629999999999999,0.780000000000001,0.93,1.12,309.2,-Inf,-Inf,TRUE,TRUE,NA
"99950",1957949068,8041499,67893.406,-146.19043,66.629223,129.39,213.809563,66.629225,143.4,-1.05,-0.82,-0.64,-0.52,-0.41,-0.3,-0.22,-0.11,-0.04,0.04,0.11,0.22,0.34,0.45,0.6,0.86,2.7,4.83,5.24,5.77,7.45,10.15,14.01,131.56,1.548,8632.2,0.141,1,1,1,1958686303,36119385,70626.37894,-146.190412,66.629227,129.67,213.809604,66.629225,144.38,213.809606,66.629225,145.84,-0.94,-0.79,-0.64,-0.49,-0.34,-0.34,-0.19,-0.04,-0.04,0.11,0.26,0.41,0.71,2.51,4.3,6.7,9.24,12.69,13.29,14.03,14.48,15.08,16.17,289.74,2.938,12629.39,0.171,0.978,1,1,1,0.913071869343253,0.280000000000001,0.11,0.0299999999999999,0,0.03,0.07,-0.04,0.03,0.07,0,0.07,0.15,0.19,0.37,2.06,3.7,5.84,6.54,7.86,8.05,8.26,7.03,4.93,2.16,309.2,-Inf,-Inf,TRUE,TRUE,NA
"99960",1957949068,8041509,67893.409,-146.191172,66.629347,128.16,213.808826,66.629348,134.16,-0.86,-0.6,-0.41,-0.26,-0.11,0.04,0.19,0.37,0.56,0.79,1.01,1.27,1.5,1.72,1.95,2.21,2.59,3.33,3.63,4.01,4.46,5.02,5.99,134.94,1.326,8631.61,0.264,1,1,1,1958686303,36119395,70626.38144,-146.191192,66.629346,128.87,213.808811,66.629345,131.31,213.808818,66.629344,137.63,-0.45,-0.15,0.15,0.6,1.05,1.5,1.8,1.95,2.25,2.54,2.69,2.99,3.29,3.59,3.89,4.34,4.94,5.69,5.99,6.44,7.03,7.48,8.76,289.85,3.104,12631.78,0.395,0.977,1,1,1,0.892310932862991,0.710000000000008,0.41,0.45,0.56,0.86,1.16,1.46,1.61,1.58,1.69,1.75,1.68,1.72,1.79,1.87,1.94,2.13,2.35,2.36,2.36,2.43,2.57,2.46,2.77,309.2,-Inf,-Inf,TRUE,TRUE,NA
"99982",1957949068,8041531,67893.414,-146.192134,66.629726,128.71,213.807861,66.629728,145.98,-0.52,-0.04,0.45,1.2,1.95,2.47,2.89,3.26,3.56,3.9,4.27,4.68,5.21,5.85,7.08,8.73,10.49,12.63,13.11,13.64,14.43,15.96,17.27,135.27,0.928,8631.17,0.526,1,1,1,1958686303,36119409,70626.38494,-146.192141,66.629718,129.03,213.807875,66.629716,142.05,213.807878,66.629715,144.1,-0.71,-0.41,-0.11,0.34,0.79,1.23,1.68,1.98,2.43,2.73,3.03,3.48,3.78,4.38,5.72,8.42,10.06,12.01,12.46,12.91,13.36,13.95,15.08,291.84,3.348,12635.65,0.479,0.978,1,1,1,0.944086928227726,0.319999999999993,-0.19,-0.37,-0.56,-0.86,-1.16,-1.24,-1.21,-1.28,-1.13,-1.17,-1.24,-1.2,-1.43,-1.47,-1.36,-0.31,-0.43,-0.620000000000001,-0.649999999999999,-0.73,-1.07,-2.01,-2.19,309.2,-Inf,-Inf,TRUE,TRUE,NA
"100002",1957949068,8041551,67893.419,-146.193243,66.630035,124.97,213.806756,66.630036,136.25,0.52,2.66,3.56,4.91,5.92,6.67,7.19,7.61,7.91,8.17,8.39,8.62,8.84,9.07,9.29,9.56,9.82,10.19,10.3,10.42,10.53,10.75,11.28,143.18,0.541,8632.22,0.397,1,1,1,1958686303,36119424,70626.38869,-146.193229,66.630028,126.52,213.806781,66.630026,133.74,213.806784,66.630026,135.98,-1.53,-1.23,-0.93,-0.79,-0.49,-0.34,-0.19,0.11,0.26,0.56,0.71,1.01,1.31,1.76,4.9,6.4,7.29,8.04,8.34,8.49,8.64,8.94,9.46,292.92,3.607,12640.88,0.439,0.936,1,1,1,0.996458595294356,1.55,-2.05,-3.89,-4.49,-5.7,-6.41,-7.01,-7.38,-7.5,-7.65,-7.61,-7.68,-7.61,-7.53,-7.31,-4.39,-3.16,-2.53,-2.15,-1.96,-1.93,-1.89,-1.81,-1.82,309.2,-Inf,-Inf,TRUE,TRUE,NA
"100004",1957949068,8041553,67893.42,-146.193095,66.630106,124.93,213.806903,66.630107,137.75,1.84,2.4,2.77,3.15,3.71,4.38,5.02,5.66,6.26,6.71,7.12,7.57,8.13,8.66,9.14,9.63,10.08,10.68,10.83,11.05,11.35,11.8,12.82,136.02,0.529,8631.32,0.516,1,1,1,1958686303,36119423,70626.38844,-146.193095,66.6301,128.22,213.806917,66.630098,137.05,213.806921,66.630097,140.45,-0.34,0.11,0.71,2.06,2.8,3.4,4,4.6,5.05,5.35,5.65,6.1,6.4,6.69,7.14,7.89,8.79,9.84,10.14,10.43,10.73,11.18,12.23,293.62,3.597,12638.03,0.507,0.979,1,1,1,0.668842117458899,3.28999999999999,-2.18,-2.29,-2.06,-1.09,-0.91,-0.98,-1.02,-1.06,-1.21,-1.36,-1.47,-1.47,-1.73,-1.97,-2,-1.74,-1.29,-0.84,-0.69,-0.620000000000001,-0.619999999999999,-0.620000000000001,-0.59,309.2,-Inf,-Inf,TRUE,TRUE,NA
"100044",1957949068,8041596,67893.43,-146.195469,66.630766,125.3,213.804531,66.630766,126.5,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.97,1.2,286.86,0.352,8632.22,0.087,1,1,1,1958686303,36119456,70626.39669,-146.195473,66.630768,125.62,213.804527,66.630768,125.62,213.80453,66.630767,127.23,-0.97,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.37,0.52,0.52,0.52,0.67,0.67,1.61,295.36,4.166,12649.52,0.145,0.934,1,1,1,0.284699178026134,0.320000000000007,-0.03,-0.07,-0.03,-0.15,-0.11,-0.03,-0.11,-0.18,-0.11,-0.18,-0.07,-0.14,-0.22,-0.15,-0.23,-0.19,-0.15,-0.15,-0.23,-0.27,-0.19,-0.3,0.41,309.2,-Inf,-Inf,TRUE,TRUE,NA
"100640",1957949068,8042242,67893.592,-146.196376,66.631315,125,213.803624,66.631314,126.01,-0.9,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.64,0.67,0.75,0.79,0.86,1.01,300.75,0.796,8633.27,0.176,1,1,1,1958686303,36118369,70626.12494,-146.196396,66.631315,125.41,213.803604,66.631315,125.41,213.803606,66.631315,126.98,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.07,0.22,0.37,0.52,0.52,0.52,0.67,0.67,1.57,293.86,4.502,12655.02,0.116,0.919,1,1,1,0.885250023683099,0.409999999999997,-0.07,-0.07,-0.03,0,-0.11,-0.03,-0.11,-0.03,-0.07,-0.15,-0.07,-0.14,-0.08,-0.15,-0.23,-0.15,-0.12,-0.12,-0.15,-0.23,-0.12,-0.19,0.56,309.2,-Inf,-Inf,TRUE,TRUE,NA
"100674",1957949068,8042276,67893.6,-146.194666,66.630813,124.94,213.805334,66.630813,125.95,-0.93,-0.74,-0.63,-0.52,-0.41,-0.33,-0.26,-0.18,-0.11,-0.03,0.01,0.08,0.16,0.23,0.31,0.38,0.49,0.64,0.68,0.76,0.79,0.87,1.01,279.13,0.187,8636.12,0.913,3,3,3,1958686303,36118393,70626.13094,-146.19467,66.630818,126.08,213.80533,66.630818,126.08,213.805333,66.630817,128.29,-0.97,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.37,0.67,0.82,0.97,1.12,1.27,1.42,2.21,292.69,4.086,12647.87,0.071,0.953,1,1,1,0.584814122639868,1.14,-0.0399999999999999,-0.08,-0.04,-0.15,-0.11,-0.04,-0.11,-0.04,-0.11,-0.04,-0.08,-0.01,-0.09,-0.01,0.06,-0.01,0.18,0.18,0.29,0.36,0.48,0.55,1.2,309.2,-Inf,-Inf,FALSE,FALSE,NA
"100836",1957949068,8042439,67893.641,-146.186658,66.628061,125.04,213.813342,66.628061,126.13,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.75,0.82,0.9,1.09,133.45,2.96,8642.94,0.087,1,1,1,1958686303,36119332,70626.36569,-146.186673,66.628061,125.25,213.813327,66.628061,125.25,213.813328,66.628061,126.6,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.64,0.64,1.35,280.93,2.061,12624.5,0.341,0.852,2,2,2,0.664024944180053,0.209999999999994,0.08,0.04,0.08,-0.04,0,-0.07,0,-0.07,-0.15,-0.07,-0.11,-0.18,-0.11,-0.18,-0.11,-0.22,-0.18,-0.18,-0.22,-0.26,-0.18,-0.26,0.26,309.2,-Inf,-Inf,FALSE,FALSE,NA
"101040",1957949068,8042643,67893.692,-146.187485,66.628511,129.03,213.812506,66.628514,141.49,-0.86,-0.64,-0.49,-0.37,-0.22,-0.15,-0.04,0.07,0.19,0.3,0.45,0.64,0.94,3.48,5.35,6.7,7.97,9.43,9.81,10.26,10.86,11.57,12.47,132.69,2.56,8638.01,0.473,1,1,1,1958686303,36119345,70626.36894,-146.187476,66.628505,129.45,213.812533,66.628504,139.93,213.812538,66.628504,145.77,-0.67,-0.37,-0.22,-0.07,0.07,0.37,0.82,2.17,2.92,3.82,4.87,6.22,7.56,8.76,9.81,10.71,11.76,13.11,13.55,14,14.6,15.35,16.33,285.82,2.269,12621.79,0.656,0.976,1,1,1,0.778510463572484,0.419999999999987,0.19,0.27,0.27,0.3,0.29,0.52,0.86,2.1,2.73,3.52,4.42,5.58,6.62,5.28,4.46,4.01,3.79,3.68,3.74,3.74,3.74,3.78,3.86,309.2,-Inf,-Inf,TRUE,TRUE,NA
"101131",1957949068,8042734,67893.715,-146.19186,66.630012,128.2,213.80814,66.630012,131.05,-1.05,-0.82,-0.64,-0.49,-0.37,-0.3,-0.19,-0.07,0,0.11,0.19,0.3,0.41,0.56,0.75,0.97,1.27,1.65,1.76,1.87,2.02,2.25,2.85,137.52,0.864,8631.02,0.156,1,1,1,1958686303,36118432,70626.14069,-146.191866,66.630017,128.65,213.808134,66.630017,128.65,213.808138,66.630016,131.64,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.22,0.22,0.37,0.52,0.82,1.12,1.57,1.57,1.72,1.87,2.17,2.99,290.23,3.415,12636.25,0.131,0.968,1,1,1,0.61741161445117,0.450000000000017,-0.0700000000000001,0,-0.03,-0.03,-0.15,-0.07,-0.03,-0.15,-0.07,-0.18,-0.12,-0.08,-0.19,-0.19,-0.23,-0.15,-0.15,-0.0799999999999998,-0.19,-0.15,-0.15,-0.0800000000000001,0.14,309.2,-Inf,-Inf,TRUE,TRUE,NA
"101153",1957949068,8042756,67893.72,-146.192833,66.63039,128.78,213.807165,66.630392,146.95,-1.05,-0.64,-0.41,-0.19,0,0.22,0.45,0.75,1.2,1.76,2.4,2.96,3.56,4.31,5.96,8.24,9.59,12.59,13.98,15.03,15.89,16.86,18.17,140.7,0.465,8630.72,0.435,1,1,1,1958686303,36118416,70626.13669,-146.192828,66.630398,128.94,213.807177,66.630398,132.23,213.807185,66.630396,138.74,-0.86,-0.41,-0.26,0.04,0.19,0.64,1.08,1.68,2.13,2.43,2.88,3.18,3.48,3.93,4.23,4.67,5.12,5.87,6.02,6.32,6.77,7.82,9.8,291.95,3.664,12640.57,0.474,0.98,1,1,1,0.918842447570794,0.159999999999997,0.19,0.23,0.15,0.23,0.19,0.42,0.63,0.93,0.93,0.67,0.48,0.22,-0.0800000000000001,-0.379999999999999,-1.73,-3.57,-4.47,-6.72,-7.96,-8.71,-9.12,-9.04,-8.37,309.2,-Inf,-Inf,TRUE,TRUE,NA
"101162",1957949068,8042766,67893.723,-146.193575,66.630516,124.88,213.806425,66.630516,141.74,1.95,3.04,3.52,4.05,5.43,6.63,7.94,8.99,9.89,10.46,10.9,11.32,11.77,12.37,13,13.6,14.24,14.95,15.18,15.4,15.66,16.04,16.86,164.43,0.279,8631.77,0.539,1,1,1,1958686303,36118408,70626.13469,-146.193585,66.630513,128.86,213.80643,66.630511,138.99,213.806436,66.63051,143.25,-0.56,-0.26,-0.11,0.19,0.34,1.98,3.33,4.52,5.42,6.62,7.37,8.11,8.71,9.46,10.06,10.66,11.4,12.45,12.6,12.9,13.2,13.5,14.4,291.88,3.827,12641.15,0.546,0.972,1,1,1,0.554767566344768,3.98000000000002,-2.51,-3.3,-3.63,-3.86,-5.09,-4.65,-4.61,-4.47,-4.47,-3.84,-3.53,-3.21,-3.06,-2.91,-2.94,-2.94,-2.84,-2.5,-2.58,-2.5,-2.46,-2.54,-2.46,309.2,-Inf,-Inf,TRUE,TRUE,NA
"101191",1957949068,8042808,67893.733,-146.195641,66.631206,125.67,213.804359,66.631206,126.9,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.24,293.72,0.588,8631.62,0.116,1,1,1,1958686303,36118377,70626.12694,-146.195633,66.631202,126.09,213.804367,66.631202,126.09,213.80437,66.631201,127.95,-1.12,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.37,0.67,0.67,0.67,0.82,0.97,1.87,294.01,4.34,12652.04,0.113,0.955,1,1,1,0.569394491501362,0.420000000000002,-0.11,-0.15,-0.15,-0.11,-0.07,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.14,-0.08,-0.15,-0.12,-0.04,-0.19,-0.0399999999999999,-0.08,-0.15,-0.0800000000000001,-0.04,0.63,309.2,-Inf,-Inf,TRUE,TRUE,NA
"101193",1957949068,8042810,67893.734,-146.195493,66.631276,126.85,213.804508,66.631276,133.56,-1.54,-0.82,-0.3,0.11,0.56,1.24,1.84,2.25,2.55,2.85,3.11,3.37,3.63,3.86,4.12,4.42,4.72,5.17,5.28,5.43,5.66,5.96,6.71,300.26,0.573,8632.82,0.441,1,1,1,1958686303,36118376,70626.12669,-146.195506,66.631271,126.98,213.804502,66.631269,131.99,213.804505,66.631269,133.93,-1.27,-1.12,-0.82,-0.67,-0.52,-0.37,-0.22,-0.22,-0.07,0.07,0.22,0.37,0.52,0.82,1.27,2.17,3.81,4.86,5.16,5.31,5.6,5.9,6.95,294.57,4.331,12652.2,0.297,0.975,1,1,1,0.801099429662202,0.13000000000001,0.27,-0.3,-0.52,-0.78,-1.08,-1.61,-2.06,-2.47,-2.62,-2.78,-2.89,-3,-3.11,-3.04,-2.85,-2.25,-0.91,-0.31,-0.12,-0.12,-0.0600000000000005,-0.0599999999999996,0.24,309.2,-Inf,-Inf,TRUE,TRUE,NA
"101778",1957949068,8043451,67893.894,-146.195556,66.63142,126.9,213.804446,66.63142,133.34,-1.65,-1.2,-0.82,-0.56,-0.37,-0.22,-0.07,0.07,0.19,0.37,0.6,0.9,1.27,1.61,1.95,2.25,2.62,3.19,3.37,3.63,4.12,5.02,6.45,296.36,0.662,8632.67,0.334,1,1,1,1958686303,36118186,70626.07919,-146.195551,66.631419,127.94,213.804457,66.631417,132.8,213.80446,66.631417,134.59,-1.12,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.67,2.02,2.76,3.81,4.56,5.31,6.65,294.75,4.38,12650.69,0.128,0.98,1,1,1,0.247800726687591,1.03999999999999,0.53,0.38,0.15,-0.11,-0.15,-0.15,-0.3,-0.29,-0.41,-0.44,-0.67,-0.83,-1.2,-1.39,-1.73,-1.88,-1.95,-1.17,-0.61,0.18,0.44,0.29,0.2,309.2,-Inf,-Inf,TRUE,TRUE,NA
"101812",1957949068,8043492,67893.904,-146.19356,66.630706,124.91,213.80644,66.630706,134.51,1.72,2.17,2.44,2.66,2.85,3.07,3.34,3.75,4.61,5.25,5.7,6.07,6.45,6.86,7.31,7.68,8.02,8.47,8.58,8.69,8.84,9.07,9.59,182.69,0.242,8632.07,0.344,1,1,1,1958686303,36118403,70626.13344,-146.193566,66.63071,128.6,213.806446,66.630708,137.23,213.806454,66.630707,142.69,-0.52,-0.22,0.07,0.37,0.82,1.87,2.62,3.36,3.96,4.56,5.16,5.61,6.21,7.25,8.15,8.9,9.95,11.59,11.89,12.34,12.64,13.09,14.1,293.25,3.862,12641.75,0.646,0.98,1,1,1,0.518994895522728,3.69,-2.24,-2.39,-2.37,-2.29,-2.03,-1.2,-0.72,-0.39,-0.65,-0.69,-0.54,-0.46,-0.24,0.39,0.840000000000001,1.22,1.93,3.12,3.31,3.65,3.8,4.02,4.51,309.2,-Inf,-Inf,TRUE,TRUE,NA
"101846",1957949068,8043526,67893.913,-146.191853,66.63021,128.32,213.808145,66.630211,139.33,-0.71,-0.37,-0.11,0.11,0.37,0.67,1.12,1.54,1.87,2.17,2.47,2.74,3.04,3.33,3.63,3.97,4.38,5.1,5.36,5.88,6.97,9.29,11.02,141.68,0.785,8630.87,0.418,1,1,1,1958686303,36118427,70626.13944,-146.191842,66.630212,128.8,213.808158,66.630212,128.8,213.808166,66.630211,135.23,-0.82,-0.67,-0.37,-0.22,-0.07,0.07,0.22,0.52,0.67,0.97,1.12,1.42,1.72,2.02,2.47,2.92,3.52,4.11,4.26,4.41,4.86,5.31,6.43,291.78,3.446,12636.09,0.339,0.976,1,1,1,0.535524220477357,0.480000000000018,-0.11,-0.3,-0.26,-0.33,-0.44,-0.6,-0.9,-1.02,-1.2,-1.2,-1.35,-1.32,-1.32,-1.31,-1.16,-1.05,-0.86,-0.989999999999999,-1.1,-1.47,-2.11,-3.98,-4.59,309.2,-Inf,-Inf,TRUE,TRUE,NA
"101866",1957949068,8043546,67893.918,-146.190893,66.629833,129.09,213.809103,66.629835,144.41,-0.86,-0.64,-0.45,-0.34,-0.19,-0.07,0.04,0.15,0.26,0.41,0.6,0.94,1.72,2.88,4.31,5.62,7.79,10.12,10.64,11.31,12.63,13.97,15.32,139.51,1.181,8630.56,0.409,1,1,1,1958686303,36118443,70626.14344,-146.190898,66.629837,129.55,213.809114,66.629835,139.43,213.809118,66.629834,142.46,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.49,1.09,1.68,3.03,4.53,5.72,7.37,9.47,9.92,10.36,10.81,11.56,12.91,289.96,3.201,12632.52,0.381,0.978,1,1,1,0.497802409872953,0.460000000000008,0,-0.07,-0.11,-0.07,-0.07,-0.04,-0.15,-0.11,-0.07,-0.07,-0.11,0.15,-0.04,0.15,0.220000000000001,0.0999999999999996,-0.42,-0.649999999999999,-0.720000000000001,-0.950000000000001,-1.82,-2.41,-2.41,309.2,-Inf,-Inf,TRUE,TRUE,NA
"101967",1957949068,8043647,67893.943,-146.185863,66.628287,129.18,213.814127,66.628291,140.78,-0.9,-0.64,-0.45,-0.3,-0.19,-0.04,0.07,0.22,0.37,0.56,0.86,1.42,2.13,2.69,3.22,4,5.46,6.96,7.22,7.52,7.97,8.91,11.6,132.69,3.037,8641.29,0.386,1,1,1,1958686303,36118516,70626.16169,-146.185881,66.628286,129.58,213.814124,66.628286,136.62,213.814127,66.628286,139.87,-0.9,-0.6,-0.45,-0.3,-0.3,-0.15,0,0.15,0.3,0.45,0.75,1.2,1.65,2.4,3.45,4.94,6.44,7.49,7.64,8.09,8.69,9.29,10.3,279.26,2.019,12619.86,0.364,0.976,1,1,1,0.804582381890245,0.400000000000006,0,0.04,0,0,-0.11,-0.11,-0.07,-0.07,-0.07,-0.11,-0.11,-0.22,-0.48,-0.29,0.23,0.94,0.98,0.53,0.42,0.57,0.72,0.379999999999999,-1.3,309.2,-Inf,-Inf,TRUE,TRUE,NA
