"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","HLON_1","HLAT_1","ZH_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","SENSITIVITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"342406",1958682415,49701140,66521.1227,-148.048282,64.980276,291.5,211.951718,64.980276,291.5,211.951713,64.980278,295.84,-0.93,-0.78,-0.64,-0.49,-0.49,-0.34,-0.19,-0.19,-0.04,0.11,0.11,0.26,0.41,0.56,1.01,2.06,2.8,3.4,3.55,3.7,4,4.15,4.33,135.8,4.261,12020.42,0.411,0.781,1,1,1,1958686362,43196875,72395.76586,-148.048299,64.98028,291.47,211.951681,64.980285,307.78,211.951678,64.980285,309.8,-0.67,-0.52,-0.22,-0.07,0.07,0.22,0.52,2.02,3.96,5.76,7.7,9.35,10.69,11.59,12.49,13.24,14.13,15.48,15.93,16.38,16.68,17.28,18.32,116.41,3.778,12472.53,0.573,0.979,1,1,1,0.917819073649796,-0.0299999999999727,0.26,0.26,0.42,0.42,0.56,0.56,0.71,2.21,4,5.65,7.59,9.09,10.28,11.03,11.48,11.18,11.33,12.08,12.38,12.68,12.68,13.13,13.99,187.71,-Inf,-Inf,TRUE,TRUE,NA
"342410",1958682415,49701218,66521.1422,-148.053308,64.981788,300.92,211.946692,64.981788,300.92,211.94669,64.981788,302.91,-1.35,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0.15,0.15,0.3,0.45,0.6,0.9,1.2,1.35,1.35,1.5,1.65,1.98,140.29,2.909,11993.55,0.278,0.74,1,1,1,1958686362,43196799,72395.74686,-148.053324,64.981788,300.88,211.946672,64.981789,305.11,211.94667,64.981789,307.73,-1.09,-0.94,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,0.11,0.11,0.26,0.26,0.41,0.71,2.66,3.26,3.86,4.46,5.2,6.85,111.12,2.478,12447.9,0.103,0.979,1,1,1,0.755043073423473,-0.0400000000000205,0.26,0.11,0.11,0.11,0.11,-0.04,0.11,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.19,-0.19,-0.19,1.46,1.91,2.51,2.96,3.55,4.87,187.71,-Inf,-Inf,TRUE,TRUE,NA
"342411",1958682415,49701219,66521.14245,-148.053419,64.981722,300.3,211.94658,64.981722,301.83,211.94658,64.981723,302.43,-1.31,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.04,0.19,0.34,0.49,0.64,1.09,1.53,1.53,1.68,1.83,1.83,2.13,141.1,2.92,11994.6,0.095,0.794,1,1,1,1958686362,43196798,72395.74661,-148.053437,64.981725,300.18,211.946552,64.981727,313.62,211.94655,64.981728,315.16,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.6,1.65,4.49,7.34,10.18,10.93,12.13,13.18,13.78,14.98,112.02,2.467,12448.8,0.16,0.981,1,1,1,0.912861350847018,-0.120000000000005,0.41,0.26,0.26,0.26,0.11,0.26,0.26,0.11,0.26,0.11,0.11,0.11,0.11,0.26,1.16,3.85,6.25,8.65,9.4,10.45,11.35,11.95,12.85,187.71,-Inf,-Inf,TRUE,TRUE,NA
"342413",1958682415,49701221,66521.14295,-148.053504,64.981845,300.78,211.946496,64.981845,300.78,211.946494,64.981846,302.8,-1.27,-1.12,-0.82,-0.82,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.22,0.22,0.37,0.52,0.67,0.82,0.82,0.97,1.27,2.02,140.56,2.857,11993.71,0.142,0.945,1,1,1,1958686362,43196796,72395.74611,-148.053519,64.981849,300.71,211.946481,64.981849,300.71,211.946479,64.981849,302.77,-1.12,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.37,0.67,0.67,0.67,0.82,0.97,2.06,110.77,2.428,12447.3,0.141,0.981,1,1,1,0.836537575277803,-0.0699999999999932,0.15,0.3,0.15,0.15,0.15,0.15,0,0.15,0,0,0,0,0,-0.15,0,0,-0.15,0,-0.15,-0.15,-0.15,-0.3,0.04,187.71,-Inf,-Inf,TRUE,TRUE,NA
"342483",1958682415,49701293,66521.16095,-148.058103,64.983234,316.44,211.941897,64.983234,316.44,211.941897,64.983234,318.72,-2.85,-2.25,-1.95,-1.65,-1.35,-1.2,-0.9,-0.75,-0.6,-0.45,-0.3,-0.15,0,0.15,0.45,0.6,0.9,1.2,1.35,1.5,1.65,1.95,2.28,151.37,1.656,11969.94,0.374,0.875,1,1,1,1958686362,43196726,72395.72861,-148.058117,64.983229,316.4,211.941877,64.98323,329.14,211.941877,64.98323,329.82,-2.62,-2.17,-1.72,-1.57,-1.27,-0.97,-0.82,-0.67,-0.52,-0.37,-0.22,-0.07,0.07,0.37,0.52,0.67,0.97,1.72,2.17,3.52,8.92,11.61,13.41,96.12,1.294,12427.57,0.233,0.982,1,1,1,0.864269868937507,-0.0400000000000205,0.23,0.0800000000000001,0.23,0.0799999999999998,0.0800000000000001,0.23,0.0800000000000001,0.08,0.08,0.08,0.08,0.08,0.07,0.22,0.07,0.0700000000000001,0.07,0.52,0.82,2.02,7.27,9.66,11.13,187.71,-Inf,-Inf,TRUE,TRUE,NA
"342486",1958682415,49701296,66521.1617,-148.05829,64.983292,315.77,211.941709,64.983292,317.72,211.941708,64.983293,320.94,-1.42,-1.12,-0.82,-0.52,-0.37,-0.22,0.07,0.22,0.52,0.67,0.97,1.27,1.57,1.72,2.02,2.32,2.77,3.52,3.67,3.97,4.27,4.57,5.17,152.14,1.608,11969.79,0.38,0.933,1,1,1,1958686362,43196723,72395.72786,-148.058303,64.983288,315.43,211.941696,64.983288,317.6,211.941694,64.983288,322.1,-1.35,-0.9,-0.75,-0.45,-0.3,-0.15,0,0.15,0.3,0.45,0.75,1.05,1.35,1.8,2.1,2.4,2.85,3.6,3.9,4.2,4.65,5.39,6.67,94.92,1.251,12427.58,0.34,0.98,1,1,1,0.758319383343881,-0.339999999999975,0.0699999999999998,0.22,0.07,0.07,0.07,0.07,-0.07,-0.07,-0.22,-0.22,-0.22,-0.22,-0.22,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.23,0.23,0.380000000000001,0.819999999999999,1.5,187.71,-Inf,-Inf,TRUE,TRUE,NA
"342489",1958682415,49701299,66521.16245,-148.058486,64.98335,318.35,211.941513,64.98335,321.35,211.941513,64.983351,322.17,-2.73,-2.14,-1.84,-1.54,-1.39,-1.09,-0.94,-0.79,-0.49,-0.34,-0.19,-0.04,0.11,0.26,0.56,0.71,1.01,1.46,1.61,1.76,2.21,2.96,3.82,153.01,1.56,11969.34,0.306,0.972,1,1,1,1958686362,43196720,72395.72711,-148.058499,64.983352,318.31,211.941499,64.983352,321.39,211.941497,64.983352,325.96,-2.66,-2.21,-1.91,-1.61,-1.31,-1.16,-0.86,-0.71,-0.56,-0.26,-0.11,0.04,0.19,0.34,0.64,0.79,1.24,2.14,2.74,3.18,3.78,5.88,7.64,93.5,1.207,12424.73,0.3,0.982,1,1,1,0.652679274088362,-0.0400000000000205,0.0699999999999998,-0.0699999999999998,-0.0699999999999998,-0.0700000000000001,0.0799999999999998,-0.0699999999999998,0.08,0.0800000000000001,-0.0700000000000001,0.08,0.08,0.08,0.08,0.08,0.08,0.0800000000000001,0.23,0.68,1.13,1.42,1.57,2.92,3.82,187.71,-Inf,-Inf,TRUE,TRUE,NA
"342492",1958682415,49701302,66521.1632,-148.058675,64.983414,316.7,211.94132,64.983418,337.98,211.941319,64.983418,338.99,-1.09,-0.79,-0.64,-0.49,-0.34,-0.19,-0.04,0.11,0.26,0.41,0.71,1.31,2.21,4.61,9.4,15.4,18.24,19.74,19.89,20.34,20.79,21.39,22.29,153.83,1.51,11967.99,0.659,0.973,1,1,1,1958686362,43196717,72395.72636,-148.058693,64.983413,316.78,211.941299,64.983413,336.15,211.941298,64.983413,338.77,-0.9,-0.6,-0.45,-0.3,-0.15,-0.15,0,0.15,0.45,0.75,1.5,2.7,5.4,9.29,13.64,16.49,18.43,19.48,19.78,20.08,20.53,20.98,21.99,92.05,1.164,12422.93,0.657,0.977,1,1,1,0.856653019307649,0.0799999999999841,0.19,0.19,0.19,0.19,0.19,0.04,0.04,0.04,0.19,0.34,0.79,1.39,3.19,4.68,4.24,1.09,0.190000000000001,-0.259999999999998,-0.109999999999999,-0.260000000000002,-0.259999999999998,-0.41,-0.300000000000001,187.71,-Inf,-Inf,TRUE,TRUE,NA
"343406",1958682415,49702535,66521.47145,-148.056155,64.981817,296.44,211.943839,64.981821,308.64,211.943838,64.981821,310.03,-1.12,-0.67,-0.52,-0.22,-0.07,0.07,0.22,0.52,0.82,1.27,1.87,2.47,4.72,7.11,7.71,8.46,9.81,11.46,11.76,12.06,12.36,12.8,13.59,143.05,2.394,11994.33,0.469,0.96,1,1,1,1958686362,43195485,72395.41836,-148.056143,64.981818,296.21,211.943847,64.981819,310.93,211.943846,64.981819,312.02,-1.01,-0.71,-0.56,-0.26,-0.26,-0.11,0.04,0.34,0.49,0.94,1.54,2.28,5.73,7.68,8.58,9.62,10.67,12.32,12.77,13.07,13.52,14.57,15.8,107.02,1.998,12449.73,0.45,0.98,1,1,1,0.577145041759428,-0.230000000000018,0.11,-0.0399999999999999,-0.04,-0.04,-0.19,-0.18,-0.18,-0.18,-0.33,-0.33,-0.33,-0.19,1.01,0.569999999999999,0.87,1.16,0.859999999999999,0.859999999999999,1.01,1.01,1.16,1.77,2.21,187.71,-Inf,-Inf,TRUE,TRUE,NA
"343407",1958682415,49702536,66521.4717,-148.056259,64.981755,294.99,211.943741,64.981756,296.6,211.943738,64.981757,300.68,-1.65,-1.2,-0.75,-0.6,-0.3,-0.15,0,0.3,0.45,0.75,0.9,1.2,1.5,1.8,1.95,2.25,2.7,3.74,4.04,4.34,4.64,5.24,5.69,143.96,2.407,11995.98,0.456,0.927,1,1,1,1958686362,43195484,72395.41811,-148.056262,64.981751,294.94,211.943737,64.981751,296.74,211.943724,64.981753,315.01,-1.24,-0.94,-0.64,-0.49,-0.19,-0.04,0.11,0.41,0.56,0.86,1.01,1.31,1.46,1.76,1.91,2.21,2.66,4.46,5.36,8.65,12.25,16.29,20.07,108.17,1.984,12451.08,0.348,0.98,1,1,1,0.467743473765953,-0.0500000000000114,0.41,0.26,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,-0.04,-0.04,-0.04,-0.04,-0.04,0.72,1.32,4.31,7.61,11.05,14.38,187.71,-Inf,-Inf,TRUE,TRUE,NA
"343409",1958682415,49702538,66521.4722,-148.056341,64.981881,295.94,211.943659,64.981881,295.94,211.943657,64.981882,300.43,-1.65,-1.2,-0.9,-0.75,-0.6,-0.45,-0.3,-0.15,0,0.15,0.3,0.6,0.75,1.05,1.35,1.65,2.1,2.7,2.85,3,3.15,3.44,4.49,143.36,2.342,11994.64,0.272,0.975,1,1,1,1958686362,43195482,72395.41761,-148.056327,64.981876,295.98,211.943665,64.981877,306.81,211.943663,64.981877,309.39,-1.16,-0.86,-0.56,-0.41,-0.41,-0.26,-0.11,0.04,0.04,0.19,0.34,0.64,0.94,1.39,1.84,2.28,2.88,5.88,8.28,9.18,10.37,11.72,13.41,106.5,1.952,12449.43,0.289,0.979,1,1,1,0.864295237624965,0.0400000000000205,0.49,0.34,0.34,0.34,0.19,0.19,0.19,0.19,0.04,0.04,0.04,0.04,0.19,0.34,0.49,0.63,0.78,3.18,5.43,6.18,7.22,8.28,8.92,187.71,-Inf,-Inf,TRUE,TRUE,NA
"343410",1958682415,49702539,66521.47245,-148.056451,64.981815,294.28,211.943549,64.981815,294.28,211.943547,64.981816,297.88,-1.61,-1.31,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.49,0.64,0.94,1.39,1.54,1.83,2.13,2.58,3.59,144.34,2.355,11996.74,0.183,0.974,1,1,1,1958686362,43195481,72395.41736,-148.056446,64.98181,294.24,211.943551,64.98181,299.08,211.94355,64.98181,300.42,-1.42,-1.12,-0.82,-0.67,-0.52,-0.37,-0.37,-0.22,-0.07,-0.07,0.07,0.22,0.37,0.52,0.82,1.12,1.57,2.32,2.62,3.07,3.82,4.87,6.18,107.67,1.937,12451.53,0.202,0.984,1,1,1,0.605150100377443,-0.0399999999999636,0.19,0.19,0.19,0.19,0.19,0.19,0.04,0.19,0.19,0.04,0.18,0.18,0.18,0.18,0.33,0.48,0.63,0.93,1.08,1.24,1.69,2.29,2.59,187.71,-Inf,-Inf,TRUE,TRUE,NA
"343412",1958682415,49702541,66521.47295,-148.056541,64.98194,295.53,211.943459,64.98194,295.53,211.943458,64.981941,298.26,-2.88,-2.43,-2.13,-1.83,-1.54,-1.24,-1.09,-0.79,-0.64,-0.49,-0.34,-0.19,-0.04,0.11,0.26,0.56,0.71,1.01,1.16,1.16,1.31,1.61,2.73,143.77,2.29,11998.39,0.23,0.981,1,1,1,1958686362,43195479,72395.41686,-148.05652,64.98194,292.95,211.943478,64.98194,295.12,211.943477,64.981941,297.85,-1.09,-0.64,-0.34,0.11,0.41,0.71,1.01,1.16,1.46,1.61,1.76,2.06,2.21,2.36,2.51,2.66,2.96,3.26,3.41,3.41,3.56,3.71,4.91,105.88,1.902,12453.48,0.309,0.981,1,1,1,0.990988588373526,-2.57999999999998,1.79,1.79,1.79,1.94,1.95,1.95,2.1,1.95,2.1,2.1,2.1,2.25,2.25,2.25,2.25,2.1,2.25,2.25,2.25,2.25,2.25,2.1,2.18,187.71,-Inf,-Inf,TRUE,TRUE,NA
