"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","CHAN_ZG","CHAN_ZT","CHAN_R"
"69403",1957949064,7656256,67797.095,-146.350817,66.545595,124.34,213.649177,66.545597,131.41,-0.82,-0.56,-0.37,-0.19,-0.04,0.11,0.26,0.49,0.75,1.35,2.17,2.88,3.44,3.89,4.3,4.68,5.09,5.57,5.72,5.87,6.1,6.36,7.07,134.36,3.393,8643.52,0.421,1,1,1,1958686304,36316062,70675.54859,-146.350805,66.545589,124.86,213.649204,66.545587,129.97,213.649208,66.545587,132.7,-0.67,-0.37,-0.07,0.22,0.67,1.42,2.31,2.91,3.51,3.96,4.26,4.55,4.85,5,5.3,5.6,5.9,6.2,6.35,6.35,6.5,6.79,7.84,295.59,4.963,12666.21,0.438,0.979,1,1,1,0.855223306016504,0.519999999999996,0.15,0.19,0.3,0.41,0.71,1.31,2.05,2.42,2.76,2.61,2.09,1.67,1.41,1.11,1,0.92,0.81,0.63,0.63,0.48,0.4,0.43,0.77,TRUE,TRUE,NA
"69423",1957949064,7656276,67797.1,-146.351907,66.545908,124.2,213.648086,66.545911,132.74,-0.86,-0.49,-0.22,0,0.22,0.52,0.86,1.27,1.65,1.98,2.36,2.73,3.14,3.56,4.08,4.98,5.88,6.66,6.81,7,7.26,7.6,8.53,135.55,3.002,8641.74,0.467,1,1,1,1958686304,36316047,70675.54484,-146.351888,66.545906,124.68,213.648124,66.545904,130.87,213.64813,66.545903,134.45,-0.45,0,0.45,1.34,2.24,2.84,3.43,4.03,4.48,4.93,5.37,5.67,5.97,6.42,6.72,7.16,7.46,8.06,8.21,8.36,8.51,8.81,9.78,296.1,5.228,12671.73,0.542,0.983,1,1,1,0.872833223544622,0.480000000000004,0.41,0.49,0.67,1.34,2.02,2.32,2.57,2.76,2.83,2.95,3.01,2.94,2.83,2.86,2.64,2.18,1.58,1.4,1.4,1.36,1.25,1.21,1.25,TRUE,TRUE,NA
"69425",1957949064,7656278,67797.1,-146.351756,66.545978,124.29,213.648237,66.545981,133.12,-0.6,-0.26,0.07,0.41,0.9,1.87,2.81,3.44,3.93,4.3,4.64,4.94,5.2,5.46,5.76,6.06,6.47,7.15,7.3,7.52,7.78,8.12,8.83,134.26,2.997,8640.84,0.47,1,1,1,1958686304,36316046,70675.54459,-146.351771,66.545972,124.61,213.648241,66.545969,130.99,213.648245,66.545968,133.42,-0.49,-0.19,0.11,0.56,1.46,2.35,2.95,3.55,3.99,4.44,4.89,5.34,5.63,5.93,6.23,6.53,6.83,7.13,7.28,7.43,7.58,7.72,8.81,296.53,5.222,12670.68,0.456,0.982,1,1,1,0.944025195624618,0.319999999999993,0.11,0.07,0.04,0.15,0.56,0.48,0.14,0.11,0.0600000000000001,0.140000000000001,0.25,0.399999999999999,0.43,0.47,0.470000000000001,0.470000000000001,0.36,-0.0200000000000005,-0.0199999999999996,-0.0899999999999999,-0.2,-0.399999999999999,-0.0199999999999996,TRUE,TRUE,NA
"70343",1957949064,7657201,67797.331,-146.35052,66.545737,124.99,213.649471,66.545741,134.3,0,0.75,2.43,3.37,4.11,4.71,5.2,5.61,5.95,6.28,6.58,6.85,7.07,7.29,7.52,7.74,7.97,8.3,8.38,8.49,8.64,8.83,9.31,135.26,3.399,8643.52,0.364,1,1,1,1958686304,36315970,70675.52559,-146.350536,66.545738,125.38,213.649474,66.545736,131.17,213.64948,66.545734,134.42,-0.93,-0.63,-0.34,-0.19,-0.04,0.11,0.41,1.01,2.2,2.95,3.55,3.85,4.29,4.74,5.34,5.79,6.23,6.98,7.13,7.28,7.58,8.03,9.03,296.36,4.952,12664.57,0.405,0.979,1,1,1,0.719330564823963,0.390000000000001,-0.93,-1.38,-2.77,-3.56,-4.15,-4.6,-4.79,-4.6,-3.75,-3.33,-3.03,-3,-2.78,-2.55,-2.18,-1.95,-1.74,-1.32,-1.25,-1.21,-1.06,-0.800000000000001,-0.280000000000001,TRUE,TRUE,NA
"70387",1957949064,7657246,67797.342,-146.348297,66.544986,124.87,213.651693,66.544989,133.17,-1.01,-0.71,-0.52,-0.34,-0.19,-0.07,0.07,0.22,0.37,0.56,0.75,1.01,1.35,1.87,3.18,4.33,5.23,6.02,6.17,6.39,6.65,7.06,8.3,134.39,4.255,8652.46,0.392,1,1,1,1958686304,36316094,70675.55659,-146.348318,66.544984,125.16,213.65169,66.544983,129.91,213.651695,66.544982,133.16,-0.67,-0.37,-0.07,0.07,0.37,1.12,2.17,2.76,3.21,3.66,4.11,4.26,4.56,4.86,5.16,5.46,5.75,6.2,6.2,6.35,6.65,6.95,8,294.92,4.382,12655.49,0.408,0.981,1,1,1,0.959018304772949,0.289999999999992,0.34,0.34,0.45,0.41,0.56,1.19,2.1,2.54,2.84,3.1,3.36,3.25,3.21,2.99,1.98,1.13,0.52,0.180000000000001,0.0300000000000002,-0.04,0,-0.109999999999999,-0.300000000000001,TRUE,TRUE,NA
"70412",1957949064,7657271,67797.348,-146.347036,66.54462,126.02,213.652956,66.544623,131.92,-1.64,-1.01,-0.56,-0.15,0.22,0.6,1.01,1.42,1.76,2.05,2.32,2.58,2.8,3.06,3.32,3.66,4,4.48,4.59,4.74,4.93,5.19,5.9,133.64,4.71,8659.31,0.46,1,1,1,1958686304,36316112,70675.56109,-146.347029,66.544617,125.69,213.652979,66.544615,130.88,213.652982,66.544615,133.28,-0.71,-0.26,-0.11,0.34,0.64,1.08,1.53,2.13,2.73,3.18,3.48,3.92,4.22,4.67,4.97,5.27,5.57,6.02,6.17,6.17,6.32,6.62,7.59,294.15,4.07,12650.58,0.498,0.98,1,1,1,0.456623120235666,-0.329999999999998,0.93,0.75,0.45,0.49,0.42,0.48,0.52,0.71,0.97,1.13,1.16,1.34,1.42,1.61,1.65,1.61,1.57,1.54,1.58,1.43,1.39,1.43,1.69,TRUE,TRUE,NA
"70431",1957949064,7657291,67797.353,-146.346072,66.544233,125.22,213.653905,66.544241,140.79,-0.15,0.71,2.13,3.25,4.44,6.01,6.79,7.32,7.76,8.25,8.81,9.37,9.93,10.49,11.05,11.72,12.5,13.59,13.77,14.03,14.3,14.71,15.56,133.82,5.111,8661.98,0.581,1,1,1,1958686304,36316128,70675.56509,-146.346058,66.54424,125.89,213.653961,66.544237,139.46,213.653963,66.544237,140.7,-0.67,-0.22,0.07,0.37,1.12,1.87,2.47,3.22,3.96,5.01,6.21,7.1,7.85,8.45,9.2,9.95,10.84,11.74,12.04,12.49,13.09,13.68,14.81,292.81,3.815,12646.55,0.66,0.982,1,1,1,0.997781678479547,0.670000000000002,-0.52,-0.93,-2.06,-2.88,-3.32,-4.14,-4.32,-4.1,-3.8,-3.24,-2.6,-2.27,-2.08,-2.04,-1.85,-1.77,-1.66,-1.85,-1.73,-1.54,-1.21,-1.03,-0.75,TRUE,TRUE,NA
"70442",1957949064,7657302,67797.356,-146.345558,66.543997,126.56,213.654432,66.544001,132.94,-1.94,-1.34,-0.97,-0.71,-0.49,-0.3,-0.07,0.11,0.3,0.52,0.75,1.04,1.42,1.83,2.24,2.8,3.58,4.4,4.63,4.85,5.11,5.48,6.38,134.06,5.34,8667.2,0.416,1,1,1,1958686304,36316138,70675.56759,-146.345546,66.543991,126.94,213.654454,66.543991,126.94,213.654459,66.543991,130.86,-1.8,-1.35,-1.05,-0.9,-0.75,-0.6,-0.45,-0.3,-0.15,0,0,0.15,0.3,0.45,0.75,0.9,1.2,1.65,1.8,1.94,2.24,2.69,3.93,291.67,3.672,12644.32,0.183,0.985,1,1,1,0.855244672045601,0.379999999999995,0.14,-0.01,-0.0800000000000001,-0.19,-0.26,-0.3,-0.38,-0.41,-0.45,-0.52,-0.75,-0.89,-1.12,-1.38,-1.49,-1.9,-2.38,-2.75,-2.83,-2.91,-2.87,-2.79,-2.45,TRUE,TRUE,NA
"70488",1957949064,7657348,67797.368,-146.344657,66.543935,125.81,213.65533,66.54394,133.9,-1.04,-0.52,-0.19,0.19,0.56,1.12,1.83,2.42,2.98,3.51,4.07,4.51,4.92,5.37,5.74,6.12,6.45,6.83,6.94,7.05,7.24,7.46,8.09,132.6,5.564,8670.63,0.538,1,1,1,1958686304,36316145,70675.56934,-146.344651,66.543937,126.42,213.655352,66.543937,128.52,213.655359,66.543935,133.94,-1.46,-1.16,-0.86,-0.56,-0.41,-0.26,-0.11,0.04,0.19,0.34,0.64,0.94,1.38,1.83,2.13,2.58,3.18,4.23,4.68,4.97,5.57,6.17,7.52,292.37,3.495,12644.03,0.334,0.984,1,1,1,0.347464122686061,0.609999999999999,-0.42,-0.64,-0.67,-0.75,-0.97,-1.38,-1.94,-2.38,-2.79,-3.17,-3.43,-3.57,-3.54,-3.54,-3.61,-3.54,-3.27,-2.6,-2.26,-2.08,-1.67,-1.29,-0.57,TRUE,TRUE,NA
"70522",1957949064,7657382,67797.376,-146.346181,66.544519,124.9,213.653806,66.544523,133.45,-0.78,-0.49,-0.22,-0.04,0.19,0.41,0.71,1.23,2.13,2.84,3.4,3.81,4.18,4.48,4.74,5.04,5.41,6.16,6.46,6.79,7.21,7.69,8.55,132.52,4.945,8660.49,0.384,1,1,1,1958686304,36315910,70675.51059,-146.346193,66.544521,125.61,213.653814,66.544519,130.47,213.653818,66.544519,133.5,-0.86,-0.56,-0.41,-0.11,0.04,0.19,0.49,0.93,1.83,2.58,3.33,3.78,4.22,4.52,4.97,5.27,5.72,6.17,6.17,6.32,6.47,6.77,7.89,293.73,3.908,12648.49,0.446,0.982,1,1,1,0.577754431381845,0.709999999999994,-0.08,-0.0700000000000001,-0.19,-0.07,-0.15,-0.22,-0.22,-0.3,-0.3,-0.26,-0.0699999999999998,-0.0300000000000002,0.04,0.0399999999999991,0.23,0.23,0.31,0.00999999999999979,-0.29,-0.47,-0.74,-0.920000000000001,-0.660000000000001,TRUE,TRUE,NA
"70575",1957949064,7657435,67797.389,-146.348874,66.545378,124.44,213.651115,66.545382,133.79,-0.37,-0.04,0.3,0.86,2.24,3.29,4.15,4.82,5.38,5.83,6.17,6.47,6.77,7.03,7.33,7.66,7.96,8.34,8.45,8.52,8.67,8.86,9.35,133.65,3.935,8647.98,0.463,1,1,1,1958686304,36315948,70675.52009,-146.34889,66.54538,124.95,213.65112,66.545378,131.67,213.651124,66.545377,134.03,-0.56,-0.26,-0.11,0.19,0.64,1.83,2.73,3.62,4.22,4.97,5.42,5.86,6.16,6.46,6.61,6.91,7.21,7.51,7.66,7.66,7.81,8.11,9.08,296.1,4.578,12658.77,0.445,0.978,1,1,1,0.744801315893714,0.510000000000005,-0.19,-0.22,-0.41,-0.67,-1.6,-1.46,-1.42,-1.2,-1.16,-0.86,-0.75,-0.609999999999999,-0.609999999999999,-0.57,-0.72,-0.75,-0.75,-0.83,-0.789999999999999,-0.859999999999999,-0.86,-0.75,-0.27,TRUE,TRUE,NA
"70595",1957949064,7657455,67797.394,-146.349966,66.545688,123.47,213.650027,66.545691,130.54,-0.67,0.15,0.86,1.42,1.87,2.21,2.47,2.69,2.92,3.1,3.33,3.52,3.7,3.89,4.11,4.34,4.68,5.09,5.2,5.35,5.57,5.87,7.07,134.62,3.545,8648.31,0.365,1,1,1,1958686304,36315963,70675.52384,-146.349983,66.545692,124.02,213.650025,66.54569,128.43,213.650031,66.545689,131.97,-0.34,0.26,1.16,1.9,2.35,2.8,3.1,3.4,3.7,4,4.14,4.44,4.59,4.89,5.19,5.49,5.79,6.24,6.24,6.39,6.53,6.83,7.95,296.67,4.842,12666.68,0.441,0.982,1,1,1,0.876885024143647,0.549999999999997,0.33,0.11,0.3,0.48,0.48,0.59,0.63,0.71,0.78,0.9,0.81,0.92,0.89,1,1.08,1.15,1.11,1.15,1.04,1.04,0.96,0.96,0.88,TRUE,TRUE,NA
"71598",1957949064,7658461,67797.646,-146.346614,66.544849,125.26,213.653376,66.544852,132.35,-0.97,-0.49,-0.11,0.26,0.67,1.2,1.83,2.35,2.8,3.17,3.51,3.81,4.11,4.44,4.78,5.15,5.53,5.94,6.05,6.16,6.31,6.54,7.1,134.02,4.701,8657.67,0.533,1,1,1,1958686304,36315917,70675.51234,-146.346606,66.544846,125.52,213.653402,66.544845,131.2,213.653406,66.544844,133.63,-0.97,-0.67,-0.37,-0.22,-0.07,0.07,0.22,0.52,0.97,2.02,2.92,3.81,4.41,4.86,5.31,5.61,6.06,6.5,6.65,6.8,6.95,7.1,8.11,295.41,4.051,12649.83,0.443,0.98,1,1,1,0.487950292837611,0.259999999999991,0,-0.18,-0.26,-0.48,-0.74,-1.13,-1.61,-1.83,-1.83,-1.15,-0.59,0,0.3,0.42,0.529999999999999,0.46,0.529999999999999,0.56,0.600000000000001,0.64,0.640000000000001,0.56,1.01,TRUE,TRUE,NA
"71618",1957949064,7658481,67797.651,-146.345657,66.544463,126.1,213.654335,66.544466,131.4,-1.94,-1.38,-1.05,-0.78,-0.56,-0.34,-0.15,0,0.19,0.41,0.63,0.93,1.42,1.98,2.5,2.95,3.43,4.03,4.14,4.29,4.48,4.74,5.3,134.17,5.101,8665.28,0.385,1,1,1,1958686304,36315903,70675.50884,-146.345641,66.544464,126.61,213.654362,66.544463,128.96,213.654365,66.544462,131.62,-1.98,-1.53,-1.23,-0.93,-0.79,-0.64,-0.49,-0.34,-0.19,-0.04,0.11,0.26,0.41,0.71,1.01,1.61,2.36,2.95,3.1,3.25,3.55,3.85,5.01,293.98,3.795,12646.56,0.298,0.981,1,1,1,0.719366614351507,0.510000000000005,-0.04,-0.15,-0.18,-0.15,-0.23,-0.3,-0.34,-0.34,-0.38,-0.45,-0.52,-0.67,-1.01,-1.27,-1.49,-1.34,-1.07,-1.08,-1.04,-1.04,-0.930000000000001,-0.89,-0.29,TRUE,TRUE,NA
"71620",1957949064,7658483,67797.651,-146.345505,66.544533,125.63,213.654483,66.544537,133.84,-1.34,-0.9,-0.6,-0.37,-0.15,0.04,0.26,0.49,0.78,1.27,2.16,2.8,3.25,3.62,3.99,4.4,4.96,5.97,6.23,6.53,6.83,7.24,8.21,133.41,5.098,8664.23,0.405,1,1,1,1958686304,36315902,70675.50859,-146.345512,66.544537,125.9,213.654491,66.544536,128.07,213.654498,66.544535,133.16,-1.35,-0.9,-0.6,-0.45,-0.3,-0.15,0.15,0.3,0.45,0.9,1.35,1.79,2.09,2.39,2.84,3.44,4.04,4.94,5.09,5.38,5.68,6.13,7.25,294.64,3.787,12647.61,0.369,0.981,1,1,1,0.543587335202464,0.27000000000001,-0.01,0,0,-0.08,-0.15,-0.19,-0.11,-0.19,-0.33,-0.37,-0.81,-1.01,-1.16,-1.23,-1.15,-0.96,-0.92,-1.03,-1.14,-1.15,-1.15,-1.11,-0.960000000000001,TRUE,TRUE,NA
"72751",1957949064,7659619,67797.935,-146.347704,66.545647,127.53,213.652291,66.545649,131.56,-2.8,-2.28,-1.87,-1.5,-1.16,-0.86,-0.56,-0.34,-0.07,0.19,0.41,0.71,1.01,1.38,1.72,2.09,2.47,2.88,2.99,3.14,3.29,3.48,4.04,134.45,4.082,8651.27,0.469,1,1,1,1958686304,36314804,70675.23409,-146.347706,66.545643,125.56,213.652294,66.545643,125.56,213.652302,66.545641,130.64,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.49,0.78,1.08,1.38,1.83,2.28,2.73,3.18,3.32,3.47,3.77,4.07,5.08,295.06,4.472,12655.03,0.226,0.975,1,1,1,0.454649901418256,-1.97,1.94,1.57,1.31,1.09,0.9,0.75,0.45,0.38,0.26,0.15,0.08,0.0700000000000001,0.0700000000000001,0,0.11,0.19,0.26,0.3,0.33,0.33,0.48,0.59,1.04,TRUE,TRUE,NA
"72771",1957949064,7659639,67797.94,-146.346734,66.545261,124.03,213.653259,66.545264,129.82,0.22,0.75,1.2,1.64,2.05,2.43,2.69,2.91,3.1,3.25,3.4,3.55,3.7,3.85,4,4.15,4.37,4.63,4.71,4.82,4.93,5.16,5.79,134.55,4.484,8653.64,0.329,1,1,1,1958686304,36314820,70675.23809,-146.346744,66.545267,123.99,213.653264,66.545266,128.66,213.653267,66.545265,130.68,-1.08,-0.78,-0.64,-0.49,-0.34,-0.34,-0.19,-0.04,0.11,0.11,0.26,0.41,0.71,1.61,2.65,3.7,4.3,5.05,5.05,5.19,5.49,5.64,6.69,293.9,4.217,12653.56,0.419,0.983,1,1,1,0.80287766400599,-0.0400000000000063,-1.3,-1.53,-1.84,-2.13,-2.39,-2.77,-2.88,-2.95,-2.99,-3.14,-3.14,-3.14,-2.99,-2.24,-1.35,-0.45,-0.0700000000000003,0.42,0.34,0.37,0.56,0.48,0.9,TRUE,TRUE,NA
"72806",1957949064,7659675,67797.949,-146.344953,66.544653,125.76,213.655038,66.544656,131.95,-1.34,-0.82,-0.49,-0.19,0.11,0.41,0.75,1.12,1.49,1.87,2.2,2.5,2.76,3.02,3.28,3.55,3.88,4.37,4.52,4.67,4.89,5.26,6.2,134.11,5.172,8663.62,0.462,1,1,1,1958686304,36314848,70675.24509,-146.344946,66.544645,126.24,213.655058,66.544645,128.67,213.655062,66.544644,131.77,-1.53,-1.23,-0.93,-0.79,-0.64,-0.49,-0.34,-0.34,-0.19,-0.04,0.11,0.26,0.41,0.56,0.71,1.01,1.91,3.1,3.4,3.55,4,4.45,5.53,291.86,3.762,12645.06,0.36,0.98,1,1,1,0.944422212764313,0.47999999999999,-0.19,-0.41,-0.44,-0.6,-0.75,-0.9,-1.09,-1.46,-1.68,-1.91,-2.09,-2.24,-2.35,-2.46,-2.57,-2.54,-1.97,-1.27,-1.12,-1.12,-0.89,-0.81,-0.67,TRUE,TRUE,NA
"72828",1957949064,7659697,67797.955,-146.343843,66.544333,126.03,213.656147,66.544337,131.85,-1.53,-1.01,-0.71,-0.45,-0.22,-0.04,0.15,0.37,0.63,0.93,1.45,2.05,2.57,2.98,3.32,3.65,3.99,4.48,4.59,4.74,4.92,5.18,5.82,133.56,5.57,8670.33,0.367,1,1,1,1958686304,36314863,70675.24884,-146.343851,66.544337,126.39,213.656152,66.544337,128.82,213.656157,66.544336,132.67,-1.2,-0.9,-0.6,-0.45,-0.3,-0.15,0.15,0.3,0.45,0.75,1.05,1.35,1.8,2.24,2.54,2.99,3.44,4.04,4.19,4.49,4.79,5.09,6.28,290.91,3.5,12640.88,0.338,0.985,1,1,1,0.570160127414309,0.359999999999999,0.33,0.11,0.11,0,-0.08,-0.11,0,-0.07,-0.18,-0.18,-0.4,-0.7,-0.77,-0.74,-0.78,-0.66,-0.55,-0.44,-0.399999999999999,-0.25,-0.13,-0.0899999999999999,0.46,TRUE,TRUE,NA
"72852",1957949064,7659722,67797.961,-146.342585,66.543966,126.21,213.657402,66.543971,133.85,-0.93,-0.52,-0.19,0.07,0.41,0.75,1.19,1.75,2.53,3.28,3.76,4.14,4.4,4.66,4.92,5.18,5.52,5.93,6.07,6.22,6.41,6.67,7.64,133.06,6.023,8675.98,0.44,1,1,1,1958686304,36314881,70675.25334,-146.342565,66.543969,126.82,213.657442,66.543968,132.77,213.657445,66.543968,134.83,-1.27,-0.82,-0.67,-0.52,-0.37,-0.22,-0.07,0.07,0.22,0.52,0.67,1.12,1.87,3.07,4.27,5.01,5.61,6.21,6.21,6.36,6.66,6.81,8.01,289.53,3.193,12639.41,0.439,0.98,1,1,1,0.949223546061913,0.609999999999999,-0.34,-0.3,-0.48,-0.59,-0.78,-0.97,-1.26,-1.68,-2.31,-2.76,-3.09,-3.02,-2.53,-1.59,-0.65,-0.17,0.0900000000000007,0.28,0.14,0.140000000000001,0.25,0.14,0.37,TRUE,TRUE,NA
"72892",1957949064,7659762,67797.971,-146.343516,66.544353,126.36,213.656476,66.544356,131.84,-1.83,-1.31,-1.01,-0.78,-0.6,-0.41,-0.22,-0.07,0.07,0.26,0.41,0.6,0.82,1.12,1.49,1.94,2.46,3.13,3.32,3.54,3.84,4.33,5.48,132.91,5.631,8671.37,0.327,1,1,1,1958686304,36314865,70675.24934,-146.343513,66.544346,126.7,213.656487,66.544346,126.7,213.656495,66.544345,132.65,-1.53,-1.08,-0.94,-0.64,-0.49,-0.49,-0.34,-0.19,-0.04,-0.04,0.11,0.26,0.41,0.56,0.86,1.61,2.51,3.4,3.7,4,4.3,4.75,5.95,291.39,3.438,12641.64,0.382,0.985,1,1,1,0.791599171998467,0.340000000000003,0.3,0.23,0.0700000000000001,0.14,0.11,-0.08,-0.12,-0.12,-0.11,-0.3,-0.3,-0.34,-0.41,-0.56,-0.63,-0.33,0.0499999999999998,0.27,0.38,0.46,0.46,0.42,0.47,TRUE,TRUE,NA
"72925",1957949064,7659795,67797.979,-146.345116,66.544901,125.06,213.654874,66.544905,131.59,-1.05,-0.71,-0.49,-0.34,-0.15,0,0.15,0.3,0.49,0.71,0.97,1.34,1.79,2.2,2.65,3.21,3.88,4.63,4.82,5,5.3,5.64,6.53,133.26,5.013,8662.29,0.33,1,1,1,1958686304,36314840,70675.24309,-146.345111,66.544907,125.65,213.654895,66.544906,129.87,213.654899,66.544905,133.13,-0.97,-0.82,-0.52,-0.37,-0.22,-0.07,0.07,0.22,0.37,0.67,0.97,1.57,2.17,2.92,3.66,4.26,4.86,5.61,5.76,5.91,6.21,6.51,7.48,293.48,3.844,12646.4,0.437,0.98,1,1,1,0.704738263501377,0.590000000000003,0.0800000000000001,-0.11,-0.03,-0.03,-0.07,-0.07,-0.08,-0.08,-0.12,-0.0399999999999999,0,0.23,0.38,0.72,1.01,1.05,0.98,0.98,0.94,0.91,0.91,0.87,0.95,TRUE,TRUE,NA
"73939",1957949064,7660812,67798.234,-146.347086,66.5458,126.05,213.652908,66.545803,131.35,-1.53,-1.08,-0.82,-0.6,-0.41,-0.22,-0.04,0.15,0.3,0.52,0.75,1.05,1.46,1.83,2.21,2.58,2.95,3.48,3.63,3.77,4,4.37,5.31,134.88,4.154,8652.01,0.362,1,1,1,1958686304,36314654,70675.19659,-146.34709,66.545804,125.77,213.65291,66.545804,125.77,213.652916,66.545803,130.03,-1.05,-0.9,-0.6,-0.6,-0.45,-0.3,-0.15,-0.15,0,0.15,0.15,0.3,0.45,0.6,0.75,0.9,1.2,1.79,2.09,2.39,2.84,3.29,4.26,296.18,4.402,12653.24,0.106,0.975,1,1,1,0.479977807263374,-0.280000000000001,0.48,0.18,0.22,0,-0.04,-0.08,-0.11,-0.3,-0.3,-0.37,-0.6,-0.75,-1.01,-1.23,-1.46,-1.68,-1.75,-1.69,-1.54,-1.38,-1.16,-1.08,-1.05,TRUE,TRUE,NA
"73971",1957949064,7660845,67798.242,-146.345458,66.545246,124.67,213.654532,66.54525,132.55,-0.15,0.52,1.31,1.94,2.46,2.91,3.29,3.66,3.96,4.29,4.59,4.89,5.23,5.53,5.79,6.05,6.35,6.72,6.83,6.95,7.1,7.32,7.88,134.39,4.781,8659.31,0.453,1,1,1,1958686304,36314631,70675.19084,-146.345472,66.54525,125.24,213.654536,66.545249,131.08,213.65454,66.545248,133.73,-0.34,0.11,0.56,1.46,2.06,2.65,3.1,3.55,4,4.3,4.6,4.9,5.2,5.5,5.79,6.09,6.39,6.84,6.84,6.99,7.14,7.44,8.49,294.55,3.991,12648.19,0.494,0.983,1,1,1,0.765166436844822,0.569999999999993,-0.19,-0.41,-0.75,-0.48,-0.4,-0.26,-0.19,-0.11,0.04,0.00999999999999979,0.00999999999999979,0.0100000000000007,-0.0300000000000002,-0.0300000000000002,0,0.04,0.04,0.12,0.00999999999999979,0.04,0.04,0.12,0.61,TRUE,TRUE,NA
"74017",1957949064,7660892,67798.254,-146.343079,66.544567,127.45,213.656912,66.54457,132.45,-2.35,-1.83,-1.45,-1.16,-0.93,-0.71,-0.48,-0.3,-0.11,0.07,0.22,0.41,0.63,0.86,1.12,1.45,1.94,2.76,3.02,3.32,3.65,4.1,5,133.16,5.633,8670.47,0.338,1,1,1,1958686304,36314598,70675.18259,-146.343089,66.544575,126.85,213.656911,66.544575,126.85,213.656919,66.544574,132.99,-1.61,-1.16,-1.01,-0.71,-0.56,-0.41,-0.26,-0.11,0.19,0.34,0.49,0.64,0.94,1.23,1.68,2.13,2.73,3.48,3.63,3.93,4.38,4.83,6.13,292.54,3.419,12641.04,0.283,0.98,1,1,1,0.996268561111751,-0.600000000000009,0.74,0.67,0.44,0.45,0.37,0.3,0.22,0.19,0.3,0.27,0.27,0.23,0.31,0.37,0.56,0.68,0.79,0.72,0.61,0.61,0.73,0.73,1.13,TRUE,TRUE,NA
"74053",1957949064,7660928,67798.263,-146.341286,66.543961,125.17,213.658691,66.543969,137.65,-0.45,0.11,0.82,2.12,3.13,3.99,4.66,5.33,5.85,6.37,6.93,7.52,8.04,8.53,8.94,9.39,9.91,10.65,10.88,11.1,11.4,11.77,12.48,132.91,6.318,8680.29,0.583,1,1,1,1958686304,36314572,70675.17609,-146.341283,66.543963,125.53,213.658726,66.543961,134.4,213.658731,66.543961,138.1,-0.82,-0.37,-0.22,0.07,0.52,1.12,2.32,3.22,3.82,4.27,4.72,5.16,5.76,6.66,7.41,8.16,8.91,9.8,10.1,10.4,10.85,11.3,12.57,289.58,2.971,12635.98,0.573,0.983,1,1,1,0.259732052248927,0.359999999999999,-0.37,-0.48,-1.04,-2.05,-2.61,-2.87,-2.34,-2.11,-2.03,-2.1,-2.21,-2.36,-2.28,-1.87,-1.53,-1.23,-1,-0.85,-0.780000000000001,-0.699999999999999,-0.550000000000001,-0.469999999999999,0.0899999999999999,TRUE,TRUE,NA
"74081",1957949064,7660956,67798.27,-146.342237,66.544343,126.31,213.657752,66.544347,132.94,-1.71,-1.27,-0.97,-0.78,-0.6,-0.45,-0.34,-0.19,-0.07,0.04,0.19,0.3,0.45,0.63,0.89,1.3,2.35,3.69,4.03,4.44,4.88,5.48,6.63,132.81,5.925,8675.69,0.325,1,1,1,1958686304,36314586,70675.17959,-146.342227,66.544339,126.66,213.657777,66.544339,129.51,213.657783,66.544338,134.45,-1.38,-1.09,-0.79,-0.64,-0.49,-0.34,-0.19,-0.04,-0.04,0.11,0.26,0.41,0.71,1.16,2.21,2.96,3.7,4.75,4.9,5.35,5.8,6.4,7.78,291.71,3.214,12638.66,0.367,0.984,1,1,1,0.629370835563609,0.349999999999994,0.33,0.18,0.18,0.14,0.11,0.11,0.15,0.15,0.03,0.07,0.07,0.11,0.26,0.53,1.32,1.66,1.35,1.06,0.87,0.909999999999999,0.92,0.92,1.15,TRUE,TRUE,NA
