"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","CHAN_ZG","CHAN_ZT","CHAN_R"
"116",1957949064,7586342,67779.616,-146.381436,66.531011,121.94,213.618563,66.531012,123.02,-0.9,-0.71,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.09,134.63,3.089,8647.28,0.116,1,1,1,1958686305,36351954,70684.52166,-146.381423,66.531013,121.65,213.618577,66.531013,121.65,213.61858,66.531012,123.21,-0.97,-0.82,-0.67,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.37,0.37,0.52,0.52,0.52,0.67,1.57,298.14,5.754,12683.05,0.116,0.938,1,1,1,0.619260431933656,-0.289999999999992,-0.07,-0.11,-0.0700000000000001,-0.18,-0.11,-0.18,-0.11,-0.18,-0.11,-0.18,-0.11,-0.18,-0.26,-0.19,-0.27,-0.19,-0.15,-0.3,-0.19,-0.27,-0.3,-0.27,0.48,TRUE,TRUE,NA
"234",1957949064,7586460,67779.645,-146.375644,66.528944,121.95,213.624355,66.528945,123.03,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.78,0.86,0.93,1.08,133.7,5.373,8672,0.16,1,1,1,1958686305,36352069,70684.55041,-146.375644,66.528952,122.39,213.624356,66.528952,122.39,213.624359,66.528951,124.07,-1.08,-0.78,-0.78,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.71,1.68,293.58,4.257,12652.8,0.116,0.946,1,1,1,0.891772370232975,0.439999999999998,-0.15,-0.03,-0.15,-0.12,-0.08,-0.15,-0.08,-0.15,-0.08,-0.15,-0.08,-0.15,-0.23,-0.15,-0.23,-0.15,-0.26,-0.3,-0.34,-0.22,-0.3,-0.22,0.6,TRUE,TRUE,NA
"259",1957949064,7586485,67779.652,-146.374373,66.528575,121.91,213.625625,66.528575,122.95,-0.97,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.67,0.71,0.78,0.82,0.89,1.04,133.16,5.829,8679.3,0.133,1,1,1,1958686305,36352087,70684.55491,-146.374357,66.52858,122.96,213.625643,66.52858,122.96,213.625646,66.52858,124.6,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.37,0.52,0.52,0.67,1.64,292.66,3.946,12648.04,0.103,0.963,1,1,1,0.903523137427988,1.05,0,-0.0399999999999999,-0.04,0,-0.11,-0.03,-0.11,-0.18,-0.11,-0.18,-0.11,-0.18,-0.26,-0.19,-0.27,-0.19,-0.3,-0.3,-0.34,-0.26,-0.3,-0.22,0.6,TRUE,TRUE,NA
"328",1957949064,7586554,67779.669,-146.372934,66.528281,121.95,213.627064,66.528282,122.99,-0.97,-0.78,-0.63,-0.52,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.74,0.82,0.89,1.04,132.08,6.285,8686.44,0.116,1,1,1,1958686305,36352104,70684.55916,-146.372936,66.528287,122.8,213.627064,66.528287,122.8,213.627066,66.528287,124.48,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.49,0.64,1.68,292.31,3.625,12643.87,0.116,0.959,1,1,1,0.674710642632235,0.849999999999994,-0.04,-0.08,-0.08,-0.04,-0.11,-0.04,-0.11,-0.04,-0.11,-0.04,-0.11,-0.18,-0.11,-0.18,-0.11,-0.22,-0.18,-0.18,-0.22,-0.25,-0.33,-0.25,0.64,TRUE,TRUE,NA
"350",1957949064,7586576,67779.674,-146.373892,66.528665,121.95,213.626106,66.528665,123.1,-0.97,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.56,0.71,0.75,0.82,0.89,0.97,1.16,131.92,5.889,8679.59,0.143,1,1,1,1958686305,36352088,70684.55516,-146.373896,66.528659,122.92,213.626104,66.528659,122.92,213.626107,66.528659,124.57,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.49,0.64,1.65,293.74,3.876,12647.6,0.145,0.958,1,1,1,0.692054227694431,0.969999999999999,-0.04,-0.08,-0.08,-0.04,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.15,-0.22,-0.15,-0.22,-0.15,-0.22,-0.22,-0.22,-0.26,-0.33,-0.4,-0.33,0.49,TRUE,TRUE,NA
"393",1957949064,7586619,67779.685,-146.376244,66.529335,121.91,213.623755,66.529335,122.99,-0.97,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.26,0.34,0.41,0.52,0.67,0.75,0.78,0.86,0.93,1.08,133.08,5.05,8667.38,0.143,1,1,1,1958686305,36352055,70684.54691,-146.376254,66.529334,121.64,213.623746,66.529334,121.64,213.623749,66.529333,123.36,-0.93,-0.78,-0.64,-0.64,-0.49,-0.34,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.71,1.72,295.18,4.448,12657.43,0.145,0.962,1,1,1,0.458208956302796,-0.269999999999996,0.0399999999999999,0,-0.01,-0.12,-0.08,0,-0.08,-0.15,-0.08,-0.15,-0.08,-0.15,-0.19,-0.15,-0.23,-0.15,-0.26,-0.26,-0.34,-0.22,-0.3,-0.22,0.64,TRUE,TRUE,NA
"404",1957949064,7586630,67779.688,-146.376531,66.529553,121.97,213.623467,66.529553,123.09,-0.9,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.78,0.86,0.93,1.12,132.4,4.879,8665.74,0.087,1,1,1,1958686305,36351886,70684.50466,-146.376537,66.529546,121.65,213.623463,66.529546,121.65,213.623465,66.529546,123.29,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.3,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.45,0.6,0.75,1.64,295.53,4.553,12659.07,0.076,0.959,1,1,1,0.824608297303621,-0.319999999999993,-0.15,-0.15,-0.15,-0.11,-0.04,-0.11,-0.04,-0.11,-0.19,-0.11,-0.19,-0.11,-0.19,-0.26,-0.19,-0.26,-0.22,-0.26,-0.3,-0.33,-0.26,-0.18,0.52,TRUE,TRUE,NA
"435",1957949064,7586661,67779.696,-146.378286,66.530027,122.33,213.621713,66.530028,123.49,-0.97,-0.78,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,0.97,1.16,133.69,4.265,8657.7,0.105,1,1,1,1958686305,36351910,70684.51066,-146.378276,66.530034,122.77,213.621724,66.530034,122.77,213.621727,66.530033,124.45,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.63,0.63,1.68,296.43,4.972,12665.91,0.087,0.952,1,1,1,0.897991049742995,0.439999999999998,-0.04,-0.08,-0.07,-0.04,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.15,-0.22,-0.15,-0.22,-0.15,-0.26,-0.22,-0.22,-0.26,-0.33,-0.27,-0.34,0.52,TRUE,TRUE,NA
"457",1957949064,7586683,67779.701,-146.379233,66.530409,122.75,213.620766,66.530409,123.79,-0.93,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.67,0.71,0.79,0.82,0.9,1.05,133.59,3.87,8653.68,0.133,1,1,1,1958686305,36351924,70684.51416,-146.379236,66.530402,123.32,213.620764,66.530402,123.32,213.620768,66.530401,125.48,-1.19,-1.04,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0.15,0.15,0.3,0.45,0.6,0.75,0.9,0.9,1.04,1.19,1.34,2.16,297.35,5.227,12670.08,0.168,0.959,1,1,1,0.791609500037486,0.569999999999993,-0.26,-0.29,-0.3,-0.26,-0.19,-0.11,-0.19,-0.11,-0.04,-0.11,-0.04,0.04,-0.04,0.04,0.11,0.19,0.23,0.23,0.19,0.25,0.37,0.44,1.11,TRUE,TRUE,NA
"490",1957949064,7586716,67779.709,-146.380847,66.530953,121.95,213.619152,66.530953,122.96,-0.94,-0.75,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.64,0.67,0.75,0.79,0.86,1.01,134.35,3.25,8647.87,0.114,1,1,1,1958686305,36351947,70684.51991,-146.380846,66.530961,121.63,213.619154,66.530961,121.63,213.619157,66.530961,123.23,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.04,0.19,0.19,0.34,0.48,0.48,0.63,0.63,0.78,1.6,298.45,5.641,12680.97,0.174,0.927,1,1,1,0.892879138689897,-0.320000000000007,-0.0700000000000001,-0.11,-0.07,-0.04,-0.11,-0.07,-0.15,-0.07,-0.11,-0.04,-0.11,-0.03,-0.11,-0.18,-0.11,-0.18,-0.15,-0.16,-0.19,-0.12,-0.16,-0.08,0.59,TRUE,TRUE,NA
"510",1957949064,7586736,67779.714,-146.381949,66.531263,121.94,213.61805,66.531263,122.91,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.64,0.67,0.75,0.79,0.86,0.97,135.69,2.859,8644.45,0.214,1,1,1,1958686305,36351962,70684.52366,-146.381958,66.531265,121.64,213.618042,66.531265,121.64,213.618045,66.531264,123.24,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.48,0.48,0.63,0.63,0.78,1.6,298.76,5.908,12686.78,0.183,0.917,1,1,1,0.457905795255467,-0.299999999999997,-0.0700000000000001,-0.11,-0.11,-0.04,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.11,-0.18,-0.11,-0.18,-0.11,-0.22,-0.18,-0.16,-0.19,-0.12,-0.16,-0.08,0.63,TRUE,TRUE,NA
"1382",1957949064,7587610,67779.933,-146.377158,66.529929,121.96,213.622841,66.52993,123.04,-0.93,-0.78,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.75,0.82,0.9,1.08,133.85,4.57,8661.72,0.134,1,1,1,1958686305,36351896,70684.50716,-146.377167,66.529931,121.67,213.622833,66.529931,121.67,213.622835,66.52993,123.2,-0.93,-0.78,-0.63,-0.63,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.71,1.53,297.02,4.751,12661.75,0.165,0.92,1,1,1,0.457924555923552,-0.289999999999992,0,0,0.01,-0.11,-0.04,-0.15,-0.08,-0.15,-0.04,-0.12,-0.19,-0.11,-0.19,-0.11,-0.19,-0.15,-0.26,-0.26,-0.3,-0.19,-0.26,-0.19,0.45,TRUE,TRUE,NA
"1402",1957949064,7587630,67779.938,-146.376189,66.529546,121.97,213.62381,66.529547,123.02,-0.97,-0.78,-0.63,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.67,0.71,0.75,0.82,0.9,1.05,133.98,4.97,8666.34,0.145,1,1,1,1958686305,36351882,70684.50366,-146.3762,66.529551,121.59,213.6238,66.529551,121.59,213.623803,66.529551,123.27,-0.93,-0.78,-0.64,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.56,0.56,0.56,0.71,1.68,295.92,4.493,12658.18,0.088,0.952,1,1,1,0.741386752824426,-0.379999999999995,0.0399999999999999,0,-0.01,-0.08,-0.04,-0.12,-0.04,-0.12,-0.04,-0.12,-0.04,-0.11,-0.19,-0.11,-0.19,-0.11,-0.23,-0.26,-0.15,-0.19,-0.26,-0.19,0.63,TRUE,TRUE,NA
"1492",1957949064,7587720,67779.96,-146.371715,66.528038,121.91,213.628283,66.528039,123.07,-0.93,-0.74,-0.63,-0.52,-0.45,-0.33,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.74,0.78,0.86,0.97,1.15,133.17,6.682,8692.99,0.076,1,1,1,1958686305,36352118,70684.56266,-146.371729,66.528043,121.73,213.628271,66.528043,121.73,213.628273,66.528043,123.45,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.52,0.52,0.67,1.72,292,3.353,12641.05,0.087,0.974,1,1,1,0.835371704554008,-0.179999999999993,-0.0399999999999999,-0.08,-0.04,0,-0.07,-0.04,-0.11,-0.03,-0.11,-0.15,-0.07,-0.14,-0.08,-0.15,-0.23,-0.19,-0.3,-0.34,-0.22,-0.26,-0.34,-0.3,0.57,TRUE,TRUE,NA
"1510",1957949064,7587738,67779.965,-146.371335,66.528093,121.91,213.628663,66.528094,122.95,-0.93,-0.74,-0.63,-0.52,-0.41,-0.33,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.74,0.82,0.89,1.04,132.3,6.736,8693.43,0.087,1,1,1,1958686305,36351814,70684.48666,-146.371337,66.528093,121.78,213.628663,66.528093,121.78,213.628665,66.528092,123.43,-0.94,-0.79,-0.64,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.56,1.65,291.53,3.308,12639.7,0.134,0.959,1,1,1,0.0888930372484026,-0.129999999999995,-0.0099999999999999,-0.05,-0.01,-0.12,-0.08,-0.16,-0.08,-0.15,-0.08,-0.12,-0.19,-0.11,-0.19,-0.11,-0.19,-0.15,-0.26,-0.26,-0.3,-0.18,-0.26,-0.33,0.61,TRUE,TRUE,NA
"1543",1957949064,7587771,67779.973,-146.372944,66.528641,121.94,213.627054,66.528642,122.94,-0.93,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.75,0.82,0.89,1.01,132.54,6.119,8683.16,0.176,1,1,1,1958686305,36351837,70684.49241,-146.372947,66.528641,122.79,213.627053,66.528641,122.79,213.627056,66.52864,124.47,-1.05,-0.75,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.3,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.45,0.6,0.6,1.68,293.76,3.711,12645.06,0.116,0.96,1,1,1,0.133336613912185,0.850000000000009,-0.12,0.03,-0.12,-0.08,-0.04,-0.11,-0.04,-0.11,-0.19,-0.11,-0.15,-0.07,-0.15,-0.22,-0.15,-0.26,-0.22,-0.22,-0.26,-0.3,-0.22,-0.29,0.67,TRUE,TRUE,NA
"1565",1957949064,7587793,67779.979,-146.373898,66.529025,121.95,213.626101,66.529025,122.99,-0.97,-0.78,-0.63,-0.52,-0.45,-0.37,-0.26,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.75,0.82,0.89,1.04,132.39,5.724,8677.66,0.16,1,1,1,1958686305,36351851,70684.49591,-146.373911,66.529021,122.58,213.626089,66.529021,122.58,213.626091,66.529021,124.22,-1.12,-0.82,-0.67,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.52,0.52,0.67,1.64,295.23,3.966,12648.64,0.088,0.944,1,1,1,0.729827266819812,0.629999999999995,-0.15,-0.0399999999999999,-0.04,-0.15,-0.07,-0.15,-0.11,-0.15,-0.07,-0.15,-0.07,-0.14,-0.22,-0.15,-0.23,-0.19,-0.3,-0.3,-0.19,-0.23,-0.3,-0.22,0.6,TRUE,TRUE,NA
"1576",1957949064,7587804,67779.981,-146.374563,66.529188,121.89,213.625436,66.529189,122.93,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.75,0.82,0.9,1.04,132.86,5.5,8674.38,0.204,1,1,1,1958686305,36351860,70684.49816,-146.374558,66.529195,122.09,213.625442,66.529195,122.09,213.625444,66.529194,123.62,-1.05,-0.9,-0.75,-0.6,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,-0.15,0,0,0.15,0.15,0.3,0.45,0.45,0.45,0.6,0.6,1.53,295.59,4.12,12651.77,0.126,0.93,1,1,1,0.81132756034306,0.200000000000003,-0.0800000000000001,-0.12,-0.12,-0.08,-0.15,-0.11,-0.19,-0.11,-0.15,-0.08,-0.15,-0.22,-0.15,-0.22,-0.15,-0.26,-0.22,-0.22,-0.26,-0.3,-0.22,-0.3,0.49,TRUE,TRUE,NA
"1690",1957949064,7587918,67780.01,-146.380124,66.531066,121.96,213.619875,66.531066,123.01,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.75,0.82,0.9,1.05,134.89,3.366,8648.32,0.145,1,1,1,1958686305,36350710,70684.21066,-146.380141,66.531063,121.63,213.619859,66.531063,121.63,213.619862,66.531063,123.27,-1.04,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.3,0.45,0.45,0.6,0.6,0.75,1.64,296.21,5.583,12679.77,0.116,0.939,1,1,1,0.82620464523259,-0.329999999999998,-0.1,-0.15,-0.11,-0.08,-0.04,-0.11,-0.04,-0.11,-0.19,-0.11,-0.15,-0.07,-0.15,-0.07,-0.15,-0.11,-0.22,-0.22,-0.26,-0.15,-0.22,-0.15,0.59,TRUE,TRUE,NA
"1722",1957949064,7587950,67780.018,-146.381433,66.531628,121.97,213.618566,66.531628,122.94,-0.94,-0.79,-0.64,-0.52,-0.45,-0.37,-0.26,-0.22,-0.15,-0.07,0,0.07,0.15,0.19,0.3,0.37,0.49,0.64,0.67,0.71,0.79,0.86,0.97,134.56,2.8,8643.85,0.116,1,1,1,1958686305,36350687,70684.20491,-146.381421,66.531629,121.65,213.618579,66.531629,121.65,213.618583,66.531628,123.33,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.48,0.48,0.48,0.63,0.63,1.68,297.52,5.94,12687.52,0.163,0.949,1,1,1,0.544808188336178,-0.319999999999993,-0.0700000000000001,-0.07,-0.07,-0.04,-0.11,-0.04,-0.15,-0.04,-0.11,-0.04,-0.11,-0.18,-0.11,-0.15,-0.11,-0.18,-0.15,-0.16,-0.19,-0.23,-0.16,-0.23,0.71,TRUE,TRUE,NA
"2513",1957949064,7588742,67780.216,-146.379543,66.531215,121.95,213.620456,66.531215,123.03,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.08,134.32,3.427,8649.81,0.116,1,1,1,1958686305,36350656,70684.19716,-146.37954,66.531215,121.63,213.62046,66.531215,121.63,213.620463,66.531215,123.27,-1.04,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,-0.15,0,0,0.15,0.15,0.3,0.3,0.45,0.45,0.6,0.6,0.75,1.64,297.32,5.512,12677.24,0.171,0.94,1,1,1,0.133322806563666,-0.320000000000007,-0.1,-0.15,-0.11,-0.08,-0.04,-0.11,-0.04,-0.11,-0.04,-0.11,-0.19,-0.07,-0.15,-0.07,-0.19,-0.11,-0.22,-0.22,-0.26,-0.19,-0.22,-0.19,0.56,TRUE,TRUE,NA
"2533",1957949064,7588762,67780.221,-146.378571,66.530833,122,213.621428,66.530834,123.04,-0.93,-0.75,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.67,0.71,0.75,0.82,0.9,1.05,134.4,3.828,8653.53,0.145,1,1,1,1958686305,36350726,70684.21466,-146.378581,66.530829,122.33,213.621419,66.530829,122.33,213.621422,66.530829,124.01,-1.04,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.6,0.6,0.75,1.68,296.61,5.252,12672.17,0.145,0.958,1,1,1,0.629539774549781,0.329999999999998,-0.11,-0.15,-0.11,-0.08,0,-0.11,-0.04,-0.11,0,-0.08,-0.15,-0.07,-0.15,-0.22,-0.15,-0.22,-0.19,-0.22,-0.26,-0.15,-0.22,-0.15,0.63,TRUE,TRUE,NA
"2553",1957949064,7588782,67780.226,-146.377609,66.530449,123.49,213.62239,66.53045,124.72,-0.93,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.78,0.82,0.9,1.01,1.23,134.52,4.23,8656.35,0.116,1,1,1,1958686305,36350742,70684.21866,-146.377629,66.530453,123.61,213.622371,66.530453,123.61,213.622374,66.530453,125.32,-0.93,-0.78,-0.63,-0.63,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.71,1.72,295.69,4.997,12666.06,0.088,0.963,1,1,1,0.994415306494023,0.120000000000005,0,-0.03,0.01,-0.11,-0.08,-0.15,-0.08,-0.15,-0.08,-0.15,-0.08,-0.15,-0.23,-0.15,-0.23,-0.19,-0.3,-0.3,-0.37,-0.26,-0.34,-0.3,0.49,TRUE,TRUE,NA
"2578",1957949064,7588807,67780.232,-146.376346,66.530081,121.97,213.623653,66.530082,122.98,-0.93,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.49,0.67,0.71,0.75,0.78,0.86,1.01,133.77,4.684,8663.36,0.105,1,1,1,1958686305,36350760,70684.22316,-146.376346,66.530083,121.58,213.623654,66.530083,121.58,213.623657,66.530082,123.19,-1.08,-0.78,-0.63,-0.63,-0.49,-0.34,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.56,0.56,0.56,0.71,1.61,295.06,4.684,12661.3,0.088,0.93,1,1,1,0.222943121271244,-0.390000000000001,-0.15,0,0,-0.11,-0.04,0,-0.08,-0.15,-0.08,-0.12,-0.04,-0.11,-0.19,-0.11,-0.19,-0.15,-0.23,-0.26,-0.15,-0.19,-0.22,-0.15,0.6,TRUE,TRUE,NA
"2611",1957949064,7588840,67780.24,-146.374711,66.529527,121.97,213.625287,66.529528,123.05,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.78,0.82,0.93,1.08,133.44,5.312,8670.8,0.154,1,1,1,1958686305,36350785,70684.22941,-146.37473,66.529525,121.57,213.62527,66.529525,121.57,213.625273,66.529525,123.22,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.64,0.64,1.64,293.57,4.273,12654.9,0.105,0.95,1,1,1,0.873369555875505,-0.400000000000006,-0.08,-0.11,-0.08,-0.04,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.11,-0.18,-0.11,-0.18,-0.11,-0.22,-0.18,-0.18,-0.22,-0.29,-0.18,-0.29,0.56,TRUE,TRUE,NA
"2636",1957949064,7588865,67780.247,-146.373438,66.529161,121.93,213.626561,66.529162,122.97,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.22,0.34,0.41,0.52,0.67,0.71,0.78,0.82,0.89,1.04,132.88,5.768,8677.5,0.103,1,1,1,1958686305,36350803,70684.23391,-146.373441,66.529153,122.09,213.626559,66.529153,122.09,213.626562,66.529153,123.66,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.64,0.64,1.57,292.65,3.961,12648.79,0.105,0.934,1,1,1,0.901685102561785,0.159999999999997,-0.08,-0.11,-0.08,-0.04,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.15,-0.22,-0.11,-0.18,-0.15,-0.22,-0.18,-0.18,-0.22,-0.29,-0.18,-0.25,0.53,TRUE,TRUE,NA
