"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","CHAN_ZG","CHAN_ZT","CHAN_R"
"327869",1957949239,28559822,73023.028,-146.36206,66.534668,124.1,213.63794,66.534668,125.68,-1.01,-0.82,-0.67,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.64,0.82,0.9,0.97,1.05,1.2,1.57,68.62,0.749,8627.57,0.128,1,1,1,1958686305,36337705,70680.95938,-146.362044,66.534664,124.5,213.637956,66.534664,124.5,213.637958,66.534664,126.59,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.26,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.79,0.79,0.79,0.93,1.08,2.09,292.61,3.673,12642.97,0.125,0.977,1,1,1,0.839210652541201,0.400000000000006,0,-0.04,-0.0399999999999999,-0.04,-0.11,-0.07,0,-0.07,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.18,-0.15,-0.15,-0.0299999999999999,-0.11,-0.18,-0.12,-0.12,0.52,TRUE,TRUE,NA
"328568",1957949239,28560521,73023.203,-146.361669,66.534303,123.62,213.63833,66.534303,125.75,-1.05,-0.82,-0.67,-0.52,-0.41,-0.3,-0.22,-0.11,-0.04,0.04,0.15,0.22,0.34,0.45,0.6,0.75,0.97,1.27,1.35,1.46,1.57,1.76,2.14,82.25,0.915,8628.77,0.092,1,1,1,1958686305,36337992,70681.03113,-146.361691,66.534303,124.04,213.638309,66.534303,124.04,213.638312,66.534303,126.7,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.22,0.22,0.37,0.52,0.67,0.82,1.12,1.27,1.27,1.42,1.57,2.66,291.54,3.521,12641.93,0.131,0.98,1,1,1,0.97757986517676,0.420000000000002,-0.0700000000000001,0,0,0,-0.11,-0.07,0,-0.11,-0.03,-0.11,-0.08,0,-0.12,-0.08,-0.08,-0.08,-0.15,-0.15,-0.0800000000000001,-0.19,-0.15,-0.19,0.52,TRUE,TRUE,NA
"328600",1957949239,28560553,73023.211,-146.359951,66.533811,123.69,213.640048,66.533811,126.27,-1.05,-0.82,-0.67,-0.52,-0.41,-0.34,-0.22,-0.15,-0.07,0.04,0.11,0.19,0.3,0.41,0.52,0.71,0.97,1.42,1.54,1.69,1.84,2.06,2.58,99.46,1.438,8630.71,0.217,1,1,1,1958686305,36338016,70681.03713,-146.359966,66.533813,124.18,213.640034,66.533813,124.18,213.640038,66.533813,127.25,-1.16,-0.86,-0.71,-0.56,-0.56,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.34,0.64,0.94,1.53,1.68,1.68,1.83,2.13,3.07,289.76,3.109,12636.57,0.199,0.974,1,1,1,0.702841265543332,0.490000000000009,-0.11,-0.04,-0.0399999999999999,-0.04,-0.15,-0.07,-0.04,-0.11,-0.04,-0.15,-0.07,-0.15,-0.11,-0.07,-0.18,-0.07,-0.03,0.11,0.14,-0.01,-0.01,0.0699999999999998,0.49,TRUE,TRUE,NA
"328734",1957949239,28560687,73023.244,-146.353455,66.53163,123.6,213.646543,66.531631,124.83,-0.93,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.23,118.62,3.818,8645.43,0.116,1,1,1,1958686305,36338858,70681.24764,-146.353476,66.531629,123.99,213.646524,66.531629,123.99,213.646525,66.531629,125.56,-0.94,-0.79,-0.64,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.71,1.57,275.12,1.496,12621.98,0.134,0.936,1,1,1,0.939878655527579,0.390000000000001,-0.0099999999999999,-0.04,0,-0.12,-0.08,-0.15,-0.08,-0.15,-0.08,-0.15,-0.23,-0.11,-0.19,-0.11,-0.23,-0.15,-0.26,-0.3,-0.34,-0.23,-0.3,-0.26,0.34,TRUE,TRUE,NA
"328789",1957949239,28560742,73023.258,-146.350444,66.53079,124.74,213.649549,66.530792,128.84,-1.01,-0.75,-0.56,-0.41,-0.26,-0.15,-0.04,0.07,0.19,0.3,0.45,0.63,0.93,1.31,1.68,2.05,2.39,2.8,2.91,3.02,3.21,3.43,4.11,119.89,4.895,8657.33,0.274,1,1,1,1958686305,36338816,70681.23714,-146.350456,66.530788,125.26,213.649545,66.530788,127.13,213.649546,66.530788,129.94,-1.01,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.04,0.19,0.34,0.64,1.09,1.39,1.69,2.14,2.44,2.89,3.03,3.18,3.33,3.63,4.68,251.29,0.938,12618.1,0.263,0.974,1,1,1,0.578025510888439,0.52000000000001,0,0.04,0,0,0,-0.11,-0.07,-0.03,-0.15,-0.11,-0.11,0.01,0.16,0.0799999999999998,0.01,0.0900000000000003,0.0499999999999998,0.0900000000000003,0.12,0.16,0.12,0.2,0.569999999999999,TRUE,TRUE,NA
"328791",1957949239,28560744,73023.258,-146.350588,66.530718,125.11,213.649406,66.53072,129.07,-0.93,-0.67,-0.49,-0.34,-0.19,-0.07,0.07,0.22,0.37,0.56,0.78,1.08,1.46,1.75,2.05,2.31,2.58,2.91,3.02,3.1,3.25,3.43,3.96,120.68,4.886,8657.94,0.227,1,1,1,1958686305,36338817,70681.23739,-146.350579,66.530719,125.56,213.649421,66.530719,125.56,213.649423,66.530719,129.79,-1.01,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.19,0.34,0.49,0.64,0.94,1.24,1.54,1.84,2.29,2.74,2.74,2.89,3.03,3.33,4.23,249.81,0.973,12619.15,0.203,0.974,1,1,1,0.415219615792121,0.450000000000003,-0.08,-0.0399999999999999,-0.0700000000000001,-0.07,-0.07,-0.19,-0.18,-0.18,-0.18,-0.22,-0.29,-0.44,-0.52,-0.51,-0.51,-0.47,-0.29,-0.17,-0.28,-0.21,-0.22,-0.1,0.27,TRUE,TRUE,NA
"328835",1957949239,28560788,73023.269,-146.35072,66.530641,125.03,213.649274,66.530642,128.77,-1.01,-0.75,-0.56,-0.41,-0.3,-0.19,-0.07,0.04,0.15,0.26,0.41,0.56,0.71,0.97,1.31,1.72,2.13,2.58,2.69,2.8,2.95,3.17,3.73,121.38,4.883,8657.94,0.241,1,1,1,1958686305,36338818,70681.23764,-146.350708,66.530645,125.51,213.649292,66.530645,125.51,213.649293,66.530646,129.52,-1.01,-0.86,-0.56,-0.41,-0.41,-0.26,-0.11,0.04,0.04,0.19,0.34,0.49,0.64,0.94,1.09,1.39,1.69,2.29,2.44,2.59,2.74,3.03,4.01,248.37,1.01,12619.15,0.161,0.98,1,1,1,0.695146012779364,0.480000000000004,0,-0.11,0,0,-0.11,-0.07,-0.04,0,-0.11,-0.07,-0.07,-0.0700000000000001,-0.07,-0.03,-0.22,-0.33,-0.44,-0.29,-0.25,-0.21,-0.21,-0.14,0.28,TRUE,TRUE,NA
"328867",1957949239,28560820,73023.277,-146.352315,66.531198,124.86,213.64768,66.531199,128.82,-1.12,-0.82,-0.64,-0.45,-0.34,-0.19,-0.07,0.04,0.15,0.26,0.41,0.6,0.82,1.12,1.46,1.76,2.09,2.54,2.65,2.8,2.99,3.25,3.96,119.84,4.272,8651.54,0.244,1,1,1,1958686305,36338841,70681.24339,-146.352301,66.531202,125.32,213.647699,66.531202,125.32,213.647702,66.531202,129.82,-1.12,-0.82,-0.67,-0.52,-0.37,-0.22,-0.07,-0.07,0.07,0.22,0.37,0.67,0.97,1.27,1.57,1.87,2.17,2.62,2.77,2.92,3.07,3.37,4.5,266.08,1.259,12621.99,0.273,0.981,1,1,1,0.765451082479027,0.459999999999994,0,0,-0.03,-0.07,-0.03,-0.03,0,-0.11,-0.08,-0.04,-0.04,0.0700000000000001,0.15,0.15,0.11,0.11,0.0800000000000001,0.0800000000000001,0.12,0.12,0.0799999999999996,0.12,0.54,TRUE,TRUE,NA
"328881",1957949239,28560834,73023.281,-146.353065,66.531314,124.43,213.646928,66.531316,129.56,-0.37,0.19,0.78,1.31,1.64,1.91,2.13,2.32,2.47,2.62,2.77,2.92,3.03,3.18,3.33,3.51,3.7,4,4.11,4.19,4.34,4.52,5.12,120.3,4.038,8649.91,0.277,1,1,1,1958686305,36338851,70681.24589,-146.353077,66.531317,124.85,213.646925,66.531317,128.56,213.646926,66.531317,131.14,-0.9,-0.45,-0.15,0.15,0.6,1.35,1.8,2.25,2.55,2.7,3,3.3,3.45,3.6,3.9,4.05,4.35,4.65,4.8,4.8,4.95,5.24,6.29,268.97,1.411,12623.48,0.327,0.982,1,1,1,0.629468878520642,0.419999999999987,-0.53,-0.64,-0.93,-1.16,-1.04,-0.56,-0.33,-0.0699999999999998,0.0799999999999996,0.0800000000000001,0.23,0.38,0.42,0.42,0.57,0.54,0.649999999999999,0.65,0.69,0.609999999999999,0.61,0.720000000000001,1.17,TRUE,TRUE,NA
"328933",1957949239,28560886,73023.294,-146.355637,66.532237,122.42,213.644362,66.532237,123.51,-0.94,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.52,0.67,0.71,0.75,0.82,0.9,1.09,116.19,3.049,8640.38,0.145,1,1,1,1958686305,36338888,70681.25514,-146.355631,66.532237,122.98,213.644369,66.532237,122.98,213.644371,66.532237,124.74,-1.05,-0.9,-0.75,-0.6,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.6,0.6,0.75,1.76,283.13,1.97,12626.16,0.105,0.968,1,1,1,0.266634864452218,0.560000000000002,-0.11,-0.11,-0.11,-0.08,-0.15,-0.11,-0.19,-0.11,-0.15,-0.08,-0.15,-0.07,-0.15,-0.22,-0.15,-0.22,-0.22,-0.22,-0.26,-0.15,-0.22,-0.15,0.67,TRUE,TRUE,NA
"328967",1957949239,28560920,73023.302,-146.357359,66.532723,122.12,213.64264,66.532723,123.58,-0.9,-0.71,-0.6,-0.49,-0.41,-0.3,-0.22,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.56,0.71,0.79,0.82,0.94,1.05,1.46,113.69,2.438,8635.62,0.116,1,1,1,1958686305,36338912,70681.26114,-146.357358,66.53272,122.07,213.642642,66.53272,122.07,213.642644,66.53272,123.86,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.34,0.49,0.49,0.49,0.64,1.8,287.13,2.367,12630.48,0.087,0.984,1,1,1,0.337354627195584,-0.0500000000000114,-0.11,-0.15,-0.11,-0.0700000000000001,-0.15,-0.11,-0.19,-0.07,-0.15,-0.07,-0.15,-0.22,-0.15,-0.22,-0.15,-0.22,-0.22,-0.37,-0.3,-0.33,-0.45,-0.41,0.34,TRUE,TRUE,NA
"329001",1957949239,28560954,73023.311,-146.359084,66.533205,122.17,213.640915,66.533205,123.18,-0.94,-0.75,-0.64,-0.52,-0.45,-0.34,-0.26,-0.22,-0.15,-0.07,0,0.07,0.11,0.19,0.3,0.37,0.49,0.64,0.67,0.71,0.79,0.86,1.01,109.62,1.835,8632.79,0.134,1,1,1,1958686305,36338936,70681.26714,-146.359093,66.533207,122.04,213.640907,66.533207,122.04,213.640909,66.533206,123.68,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.64,0.64,1.65,289.98,2.774,12634.2,0.163,0.944,1,1,1,0.457878894682501,-0.129999999999995,-0.0700000000000001,-0.11,-0.07,-0.04,-0.11,-0.07,-0.15,-0.04,-0.11,-0.04,-0.11,-0.18,-0.07,-0.15,-0.11,-0.18,-0.15,-0.15,-0.18,-0.22,-0.15,-0.22,0.64,TRUE,TRUE,NA
"329742",1957949239,28561696,73023.496,-146.363205,66.53435,123.41,213.636795,66.53435,125.1,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.15,-0.07,-0.04,0.04,0.11,0.22,0.3,0.37,0.49,0.64,0.86,0.94,1.01,1.12,1.27,1.69,59.35,0.71,8627.87,0.183,1,1,1,1958686305,36338993,70681.28139,-146.363196,66.53435,123.85,213.636804,66.53435,123.85,213.636807,66.53435,126.25,-1.08,-0.93,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,0.11,0.11,0.26,0.41,0.41,0.71,1.01,1.01,1.16,1.31,1.46,2.39,294.2,3.752,12644.91,0.074,0.967,1,1,1,0.399918262804065,0.439999999999998,-0.14,-0.18,-0.15,-0.12,-0.08,-0.15,-0.08,-0.19,-0.12,-0.15,-0.08,0,-0.11,-0.04,0.04,-0.08,0.07,0.15,0.0700000000000001,0.15,0.19,0.19,0.7,TRUE,TRUE,NA
"329764",1957949239,28561718,73023.502,-146.36222,66.533979,123.17,213.63778,66.533979,124.86,-0.97,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.82,0.86,0.94,1.05,1.24,1.69,84.31,0.909,8628.02,0.152,1,1,1,1958686305,36338979,70681.27789,-146.362232,66.533982,123.71,213.637768,66.533982,123.71,213.637771,66.533981,126.37,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.22,0.22,0.37,0.52,0.82,1.12,1.27,1.27,1.42,1.72,2.66,292.66,3.502,12642.39,0.079,0.975,1,1,1,0.62942040786174,0.539999999999992,-0.15,-0.07,-0.03,0,-0.11,-0.03,-0.11,-0.03,-0.11,-0.03,-0.11,-0.04,0.03,-0.04,0,0.03,0.22,0.3,0.41,0.33,0.37,0.48,0.97,TRUE,TRUE,NA
"329796",1957949239,28561750,73023.51,-146.360483,66.533493,124.14,213.639515,66.533493,126.13,-1.09,-0.82,-0.67,-0.52,-0.41,-0.34,-0.22,-0.15,-0.07,0,0.07,0.19,0.26,0.34,0.45,0.6,0.79,1.05,1.16,1.27,1.39,1.57,1.99,100.55,1.447,8629.5,0.121,1,1,1,1958686305,36338955,70681.27189,-146.360501,66.533497,124.6,213.639499,66.533497,124.6,213.639502,66.533497,127.29,-1.16,-0.86,-0.71,-0.56,-0.56,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.79,1.23,1.23,1.38,1.53,1.68,2.69,290.84,3.09,12636.12,0.139,0.976,1,1,1,0.915749647523252,0.459999999999994,-0.0699999999999998,-0.04,-0.0399999999999999,-0.04,-0.15,-0.07,-0.04,-0.11,-0.04,-0.11,-0.03,-0.15,-0.07,-0.15,-0.11,-0.11,0,0.18,0.0700000000000001,0.11,0.14,0.11,0.7,TRUE,TRUE,NA
"329798",1957949239,28561752,73023.51,-146.360626,66.533421,124.05,213.639373,66.533421,126.22,-1.09,-0.86,-0.67,-0.56,-0.45,-0.34,-0.26,-0.15,-0.07,0,0.07,0.19,0.26,0.37,0.49,0.64,0.86,1.2,1.27,1.39,1.54,1.72,2.17,102.97,1.417,8630.26,0.145,1,1,1,1958686305,36338956,70681.27214,-146.360624,66.533428,124.57,213.639376,66.533428,124.57,213.639379,66.533428,127.3,-1.09,-0.94,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.26,0.26,0.41,0.71,1.16,1.16,1.31,1.46,1.76,2.73,290.08,3.101,12636.42,0.158,0.979,1,1,1,0.785346562432062,0.519999999999996,0,-0.08,-0.12,-0.08,-0.04,-0.15,-0.08,-0.19,-0.12,-0.19,-0.11,-0.23,-0.15,-0.11,-0.23,-0.23,-0.15,-0.04,-0.11,-0.0799999999999998,-0.0800000000000001,0.04,0.56,TRUE,TRUE,NA
"329853",1957949239,28561807,73023.524,-146.357626,66.532583,122.11,213.642373,66.532583,123.24,-0.9,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.86,0.94,1.12,112.25,2.456,8635.76,0.072,1,1,1,1958686305,36338914,70681.26164,-146.357611,66.532578,122.07,213.642389,66.532578,122.07,213.642391,66.532578,123.35,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.37,0.52,0.52,0.52,1.27,285.14,2.396,12630.48,0.174,0.843,2,2,2,0.868892627928573,-0.0400000000000063,-0.07,-0.07,-0.0700000000000001,-0.03,-0.11,-0.03,-0.11,-0.03,-0.11,-0.18,-0.11,-0.14,-0.22,-0.15,-0.23,-0.19,-0.3,-0.3,-0.34,-0.27,-0.34,-0.42,0.15,FALSE,FALSE,NA
"329952",1957949239,28561906,73023.549,-146.352637,66.530999,124.84,213.647356,66.531001,129.62,-1.08,-0.78,-0.56,-0.41,-0.26,-0.15,-0.04,0.07,0.22,0.37,0.52,0.75,1.01,1.35,1.68,2.02,2.39,2.88,3.03,3.18,3.4,3.74,4.78,119.04,4.296,8650.79,0.263,1,1,1,1958686305,36339413,70681.38639,-146.35265,66.530995,125.3,213.647351,66.530995,127.47,213.647353,66.530995,130.95,-1.16,-0.86,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.49,0.79,1.24,1.54,1.99,2.29,2.73,3.18,3.78,3.93,4.23,4.38,4.68,5.66,267.04,1.24,12621.24,0.329,0.982,1,1,1,0.729791557542076,0.459999999999994,-0.0799999999999998,-0.08,0,0,0,0.04,-0.07,-0.03,-0.03,0.12,0.27,0.49,0.53,0.64,0.61,0.71,0.79,0.9,0.9,1.05,0.98,0.94,0.88,TRUE,TRUE,NA
"329954",1957949239,28561908,73023.549,-146.35278,66.530927,124.92,213.647213,66.530928,130.19,-1.31,-0.78,-0.49,-0.22,0,0.22,0.49,0.78,1.16,1.49,1.79,2.09,2.32,2.58,2.8,3.06,3.36,3.77,3.89,4.04,4.22,4.48,5.27,119.93,4.285,8652.74,0.337,1,1,1,1958686305,36339414,70681.38664,-146.352779,66.530922,125.42,213.647221,66.530922,126.95,213.647224,66.530922,131.67,-1.16,-0.71,-0.41,-0.26,0.04,0.34,0.64,0.94,1.24,1.54,1.84,2.14,2.59,2.88,3.18,3.63,3.93,4.53,4.53,4.68,4.83,5.13,6.26,265.44,1.268,12621.84,0.441,0.982,1,1,1,0.559127249715764,0.5,0.15,0.0700000000000001,0.08,-0.04,0.04,0.12,0.15,0.16,0.0800000000000001,0.05,0.05,0.0500000000000003,0.27,0.3,0.38,0.57,0.57,0.76,0.64,0.64,0.61,0.649999999999999,0.99,TRUE,TRUE,NA
"329964",1957949239,28561918,73023.552,-146.35203,66.530806,125.01,213.647962,66.530808,129.72,-0.97,-0.71,-0.52,-0.37,-0.26,-0.15,0,0.11,0.22,0.37,0.52,0.78,1.2,1.64,1.98,2.35,2.73,3.25,3.4,3.55,3.77,4.03,4.71,119.49,4.521,8652.87,0.274,1,1,1,1958686305,36339422,70681.38864,-146.352019,66.530811,125.42,213.647982,66.530811,127.44,213.647984,66.530811,130.59,-1.05,-0.75,-0.6,-0.45,-0.3,-0.15,-0.15,0,0.15,0.3,0.45,0.9,1.35,1.65,1.95,2.4,2.7,3.45,3.6,3.75,3.9,4.2,5.17,262.04,1.12,12620.65,0.306,0.98,1,1,1,0.741371061334438,0.409999999999997,-0.0800000000000001,-0.04,-0.08,-0.08,-0.04,0,-0.15,-0.11,-0.07,-0.07,-0.07,0.12,0.15,0.01,-0.03,0.0499999999999998,-0.0299999999999998,0.2,0.2,0.2,0.13,0.17,0.46,TRUE,TRUE,NA
"329986",1957949239,28561940,73023.557,-146.351046,66.530431,124.95,213.648947,66.530433,129.32,-0.93,-0.63,-0.45,-0.26,-0.11,0.04,0.19,0.37,0.56,0.82,1.19,1.61,1.94,2.2,2.46,2.69,2.95,3.29,3.4,3.51,3.66,3.85,4.37,120.59,4.91,8658.53,0.256,1,1,1,1958686305,36339438,70681.39264,-146.351064,66.530433,125.41,213.648936,66.530433,125.41,213.648937,66.530434,130.09,-0.94,-0.64,-0.49,-0.34,-0.19,-0.04,0.11,0.26,0.41,0.56,0.86,1.01,1.31,1.76,2.06,2.36,2.66,3.11,3.26,3.41,3.56,3.71,4.68,249.48,0.977,12619,0.237,0.976,1,1,1,0.830448083854077,0.459999999999994,-0.0099999999999999,-0.01,-0.04,-0.08,-0.08,-0.08,-0.08,-0.11,-0.15,-0.26,-0.33,-0.6,-0.63,-0.44,-0.4,-0.33,-0.29,-0.18,-0.14,-0.0999999999999996,-0.1,-0.14,0.31,TRUE,TRUE,NA
"298886",1957949238,28530761,73015.762,-146.341217,66.539089,122.5,213.658782,66.53909,123.48,-0.9,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.37,0.49,0.64,0.67,0.71,0.79,0.86,0.97,116.5,3.275,8645.61,0.114,1,1,1,1958686304,36322182,70677.0786,-146.341226,66.539096,122.21,213.658774,66.539096,122.21,213.658775,66.539095,123.63,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.07,0.22,0.22,0.37,0.37,0.52,0.52,0.67,1.42,277.73,1.623,12624.97,0.373,0.897,2,2,2,0.876781709732887,-0.290000000000006,-0.07,-0.07,-0.0700000000000001,-0.03,-0.11,-0.03,-0.11,-0.03,-0.11,-0.18,-0.07,-0.14,-0.08,-0.15,-0.23,-0.15,-0.27,-0.27,-0.3,-0.19,-0.27,-0.19,0.45,FALSE,FALSE,NA
"298906",1957949238,28530781,73015.767,-146.341967,66.539214,122.48,213.658032,66.539214,123.45,-0.9,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.64,0.67,0.71,0.79,0.86,0.97,116.72,3.037,8643.98,0.105,1,1,1,1958686304,36322192,70677.0811,-146.341981,66.539208,122.17,213.658019,66.539208,122.17,213.65802,66.539208,123.52,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.37,0.52,0.52,0.67,1.35,278.97,1.781,12626.31,0.283,0.931,2,2,2,0.913338054482937,-0.310000000000002,-0.07,-0.07,-0.0700000000000001,0,-0.11,-0.03,-0.11,-0.03,-0.11,-0.15,-0.07,-0.14,-0.22,-0.15,-0.23,-0.15,-0.27,-0.27,-0.3,-0.19,-0.27,-0.19,0.38,FALSE,FALSE,NA
"301216",1957949238,28533131,73016.355,-146.343852,66.539092,122.42,213.656147,66.539092,123.55,-0.9,-0.71,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.12,113.04,2.691,8640.85,0.116,1,1,1,1958686304,36323486,70677.4046,-146.343857,66.539098,122.08,213.656143,66.539098,122.08,213.656145,66.539098,123.92,-0.94,-0.79,-0.64,-0.64,-0.49,-0.34,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.71,1.84,284.71,2.001,12627.65,0.103,0.986,1,1,1,0.704754159722962,-0.340000000000003,-0.0399999999999999,-0.0800000000000001,-0.04,-0.15,-0.08,0,-0.08,-0.15,-0.08,-0.15,-0.08,-0.11,-0.19,-0.11,-0.19,-0.15,-0.26,-0.26,-0.3,-0.23,-0.26,-0.23,0.72,TRUE,TRUE,NA
"301296",1957949238,28533211,73016.375,-146.344609,66.539206,122.42,213.65539,66.539206,123.43,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.64,0.67,0.75,0.79,0.86,1.01,112.87,2.457,8639.21,0.103,1,1,1,1958686304,36323496,70677.4071,-146.344616,66.539209,122.12,213.655384,66.539209,122.12,213.655385,66.539209,123.4,-0.86,-0.71,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.64,0.64,1.27,285.18,2.162,12629.59,0.145,0.825,2,2,2,0.456669022158688,-0.299999999999997,0.08,0.04,-0.07,-0.04,0,-0.07,0,-0.07,-0.15,-0.04,-0.11,-0.18,-0.11,-0.18,-0.11,-0.18,-0.15,-0.15,-0.18,-0.26,-0.15,-0.22,0.26,FALSE,FALSE,NA
"301298",1957949238,28533213,73016.375,-146.344755,66.539135,122.4,213.655245,66.539135,123.48,-0.9,-0.71,-0.6,-0.49,-0.41,-0.3,-0.22,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.22,0.34,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.09,114.4,2.439,8638.46,0.132,1,1,1,1958686304,36323497,70677.40735,-146.34474,66.53914,122.09,213.65526,66.53914,122.09,213.655261,66.53914,123.4,-0.79,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.71,1.31,284.13,2.178,12628.54,0.145,0.849,2,2,2,0.868758623359291,-0.310000000000002,0.11,-0.0800000000000001,-0.04,0,-0.08,-0.04,-0.12,0,-0.08,-0.15,-0.08,-0.15,-0.19,-0.11,-0.23,-0.15,-0.26,-0.26,-0.3,-0.23,-0.26,-0.23,0.22,FALSE,FALSE,NA
