"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","CHAN_ZG","CHAN_ZT","CHAN_R"
"320291",1957949239,28552241,73021.133,-146.352622,66.534762,124.76,213.647377,66.534762,125.81,-0.94,-0.75,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.49,0.67,0.71,0.75,0.82,0.9,1.05,111.47,2.65,8635.75,0.103,1,1,1,1958686304,36333764,70679.97412,-146.352607,66.534767,125.17,213.647393,66.534767,125.17,213.647395,66.534767,126.81,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.52,0.52,0.67,1.65,285.74,2.186,12624.79,0.087,0.944,1,1,1,0.868848012565716,0.409999999999997,-0.03,-0.07,-0.03,0,-0.07,-0.03,-0.11,-0.03,-0.11,-0.15,-0.07,-0.14,-0.08,-0.15,-0.23,-0.19,-0.27,-0.3,-0.19,-0.23,-0.3,-0.23,0.6,TRUE,TRUE,NA
"320311",1957949239,28552261,73021.138,-146.35149,66.534463,124.74,213.648509,66.534463,125.82,-0.94,-0.75,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.75,0.82,0.9,1.09,112.98,3.044,8638.58,0.145,1,1,1,1958686304,36333749,70679.97037,-146.351507,66.534467,125.09,213.648493,66.534467,125.09,213.648495,66.534467,126.67,-0.94,-0.79,-0.64,-0.64,-0.49,-0.34,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.41,0.56,0.56,1.57,283.07,1.935,12622.71,0.134,0.936,1,1,1,0.877177932786078,0.350000000000009,0,-0.04,0,-0.12,-0.04,0,-0.08,-0.15,-0.08,-0.12,-0.04,-0.11,-0.19,-0.11,-0.19,-0.15,-0.26,-0.26,-0.3,-0.34,-0.26,-0.34,0.48,TRUE,TRUE,NA
"320313",1957949239,28552263,73021.138,-146.351632,66.53439,124.35,213.648366,66.534391,125.48,-0.9,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.22,0.34,0.41,0.52,0.67,0.75,0.79,0.86,0.94,1.12,114.21,3.026,8638.43,0.134,1,1,1,1958686304,36333750,70679.97062,-146.35163,66.534398,124.74,213.64837,66.534398,124.74,213.648371,66.534398,126.46,-1.12,-0.82,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.52,0.52,0.67,0.82,1.72,281.91,1.952,12623.91,0.133,0.941,1,1,1,0.896190955144225,0.390000000000001,-0.22,-0.07,-0.22,-0.18,-0.11,-0.18,-0.11,-0.18,-0.11,-0.18,-0.11,-0.18,-0.08,-0.15,-0.12,-0.19,-0.15,-0.15,-0.23,-0.27,-0.19,-0.12,0.6,TRUE,TRUE,NA
"320336",1957949239,28552286,73021.144,-146.35035,66.53404,124.73,213.649648,66.53404,125.85,-0.9,-0.71,-0.6,-0.49,-0.41,-0.3,-0.22,-0.15,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.94,1.12,115.48,3.479,8642.45,0.083,1,1,1,1958686304,36333732,70679.96612,-146.350345,66.534032,125.16,213.649655,66.534032,125.16,213.649656,66.534032,126.66,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.64,0.64,1.5,277.37,1.668,12621.82,0.16,0.898,1,1,1,0.919034307052702,0.429999999999993,-0.11,-0.15,-0.11,-0.0700000000000001,-0.15,-0.11,-0.19,-0.11,-0.15,-0.07,-0.15,-0.22,-0.15,-0.22,-0.15,-0.22,-0.18,-0.22,-0.26,-0.3,-0.22,-0.3,0.38,TRUE,TRUE,NA
"320368",1957949239,28552318,73021.152,-146.348622,66.533542,124.17,213.651376,66.533543,125.78,-0.97,-0.78,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.26,0.34,0.45,0.56,0.75,0.82,0.86,0.97,1.12,1.61,116.97,4.099,8649.61,0.183,1,1,1,1958686304,36333708,70679.96012,-146.348621,66.533548,124.64,213.651379,66.533548,124.64,213.65138,66.533548,126.4,-1.05,-0.75,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.6,0.6,0.75,1.76,268.42,1.311,12620.49,0.099,0.955,1,1,1,0.670304784334704,0.469999999999999,-0.0800000000000001,0.03,-0.11,-0.08,0,-0.11,-0.04,-0.11,-0.04,-0.11,-0.19,-0.07,-0.15,-0.26,-0.19,-0.3,-0.26,-0.3,-0.37,-0.26,-0.37,-0.37,0.15,TRUE,TRUE,NA
"320417",1957949239,28552367,73021.164,-146.346626,66.532669,122.86,213.653372,66.532669,124.09,-0.9,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.78,0.82,0.9,1.01,1.23,120.45,4.924,8659.28,0.126,1,1,1,1958686305,36334307,70680.10988,-146.346624,66.53267,123.3,213.653376,66.53267,123.3,213.653376,66.53267,125.02,-0.9,-0.75,-0.6,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.45,0.6,0.6,1.72,246.93,0.887,12619.45,0.116,0.964,1,1,1,0.142565843750947,0.439999999999998,0,0,0,-0.11,-0.04,-0.11,-0.04,-0.11,-0.04,-0.11,-0.19,-0.11,-0.19,-0.26,-0.19,-0.3,-0.26,-0.26,-0.33,-0.37,-0.3,-0.41,0.49,TRUE,TRUE,NA
"320429",1957949239,28552379,73021.167,-146.347227,66.532859,123.56,213.652771,66.53286,124.9,-0.93,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.56,0.71,0.78,0.82,0.9,1.05,1.34,120.03,4.702,8656.15,0.116,1,1,1,1958686305,36334298,70680.10763,-146.347247,66.532855,124.05,213.652753,66.532855,124.05,213.652754,66.532855,125.58,-1.05,-0.75,-0.6,-0.6,-0.45,-0.45,-0.3,-0.3,-0.3,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.45,0.6,0.6,1.54,254.82,0.977,12618.55,0.116,0.917,1,1,1,0.994339540418568,0.489999999999995,-0.12,0,0,-0.08,-0.04,-0.11,-0.04,-0.11,-0.19,-0.11,-0.19,-0.11,-0.19,-0.26,-0.19,-0.26,-0.26,-0.26,-0.33,-0.37,-0.3,-0.45,0.2,TRUE,TRUE,NA
"320451",1957949239,28552401,73021.173,-146.348352,66.533158,124.34,213.651646,66.533158,125.57,-0.97,-0.78,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.9,1.01,1.23,119.63,4.307,8651.24,0.143,1,1,1,1958686305,36334283,70680.10388,-146.348341,66.53316,124.79,213.651659,66.53316,124.79,213.65166,66.53316,126.44,-0.94,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.56,0.56,0.56,0.71,1.65,264.85,1.17,12618.99,0.105,0.945,1,1,1,0.537253676371483,0.450000000000003,0.03,-0.01,0,0.03,-0.08,0,-0.08,-0.15,-0.08,-0.15,-0.08,-0.15,-0.23,-0.15,-0.23,-0.19,-0.3,-0.34,-0.22,-0.3,-0.34,-0.3,0.42,TRUE,TRUE,NA
"320463",1957949239,28552413,73021.176,-146.348957,66.533349,124.67,213.651042,66.533349,125.83,-0.9,-0.71,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.78,0.86,0.97,1.16,119.11,4.083,8648.26,0.165,1,1,1,1958686305,36334274,70680.10163,-146.348966,66.533345,125.1,213.651034,66.533345,125.1,213.651034,66.533345,126.67,-1.01,-0.71,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.49,0.64,1.57,269.41,1.293,12618.69,0.174,0.943,1,1,1,0.598968016530699,0.429999999999993,-0.11,0,-0.11,-0.0700000000000001,0,-0.07,0,-0.07,-0.15,-0.07,-0.15,-0.22,-0.15,-0.22,-0.15,-0.22,-0.18,-0.22,-0.26,-0.29,-0.37,-0.33,0.41,TRUE,TRUE,NA
"320515",1957949239,28552465,73021.189,-146.351522,66.53427,124.72,213.648476,66.53427,125.84,-0.9,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.12,114.69,3.103,8638.73,0.165,1,1,1,1958686304,36333748,70679.97012,-146.351541,66.534268,125.17,213.648459,66.534268,125.17,213.648461,66.534268,126.81,-1.09,-0.79,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.11,0.26,0.41,0.41,0.56,0.56,0.71,1.65,280.09,1.922,12622.71,0.174,0.946,1,1,1,0.873214714637308,0.450000000000003,-0.19,-0.04,-0.19,-0.15,-0.08,-0.15,-0.08,-0.15,-0.08,-0.15,-0.19,-0.11,-0.19,-0.11,-0.19,-0.3,-0.26,-0.26,-0.3,-0.23,-0.26,-0.23,0.53,TRUE,TRUE,NA
"321485",1957949239,28553435,73021.431,-146.353173,66.534446,124.79,213.646825,66.534447,126.88,-1.01,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.45,0.56,0.75,1.09,1.2,1.31,1.5,1.68,2.1,112.04,2.658,8635.6,0.227,1,1,1,1958686305,36334218,70680.08763,-146.353174,66.534438,125.18,213.646826,66.534438,125.18,213.646828,66.534437,127.91,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.79,1.24,1.39,1.54,1.69,1.83,2.73,283.77,2.212,12626.29,0.189,0.968,1,1,1,0.89287998470681,0.390000000000001,0,-0.07,-0.07,-0.04,0,-0.07,0,-0.11,-0.04,-0.11,-0.03,-0.11,-0.03,-0.15,-0.11,-0.0700000000000001,0.04,0.15,0.19,0.23,0.19,0.15,0.63,TRUE,TRUE,NA
"321517",1957949239,28553467,73021.439,-146.351443,66.533953,124.82,213.648556,66.533954,126.02,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.67,0.75,0.79,0.86,0.97,1.2,114.5,3.272,8639.92,0.087,1,1,1,1958686305,36334242,70680.09363,-146.351458,66.533949,125.24,213.648542,66.533949,125.24,213.648543,66.533949,126.85,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.34,0.49,0.49,0.49,0.64,1.61,278.99,1.822,12622.87,0.087,0.95,1,1,1,0.801930436874695,0.420000000000002,-0.0700000000000001,-0.11,-0.07,-0.04,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.15,-0.18,-0.11,-0.18,-0.15,-0.22,-0.18,-0.33,-0.26,-0.3,-0.37,-0.33,0.41,TRUE,TRUE,NA
"321519",1957949239,28553469,73021.44,-146.351586,66.533881,124.81,213.648413,66.533882,126.08,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.27,115.66,3.257,8640.52,0.116,1,1,1,1958686305,36334243,70680.09388,-146.351581,66.53388,125.26,213.648419,66.53388,125.26,213.648421,66.533879,128.41,-0.94,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.26,0.26,0.56,0.86,1.16,1.61,1.76,1.91,2.06,2.36,3.15,277.81,1.841,12622.71,0.21,0.964,1,1,1,0.24857669339107,0.450000000000003,0,-0.04,0,0.03,-0.08,0,-0.08,0,-0.08,0,-0.04,0.04,0.11,0.04,0.26,0.45,0.64,0.9,1.01,1.12,1.2,1.39,1.88,TRUE,TRUE,NA
"321551",1957949239,28553501,73021.448,-146.349845,66.53339,124.85,213.650153,66.53339,126.23,-0.93,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.38,117.12,3.879,8646.02,0.145,1,1,1,1958686305,36334267,70680.09988,-146.349866,66.533392,125.27,213.650134,66.533392,125.27,213.650134,66.533392,126.84,-0.97,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.52,0.52,0.67,1.57,270.34,1.475,12619.88,0.145,0.921,1,1,1,0.959440824683041,0.420000000000002,-0.0399999999999999,-0.07,-0.0700000000000001,-0.18,-0.11,-0.03,-0.11,-0.18,-0.11,-0.18,-0.11,-0.18,-0.26,-0.19,-0.27,-0.19,-0.34,-0.34,-0.23,-0.3,-0.38,-0.34,0.19,TRUE,TRUE,NA
