"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","HLON_1","HLAT_1","ZH_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","SENSITIVITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"340789",1958686460,54991204,75344.37214,-148.469257,65.033981,296.82,211.530722,65.033989,313.81,211.530716,65.033991,318.04,-0.56,-0.41,-0.11,0.04,0.19,0.64,6.46,10.05,11.84,13.19,14.53,15.58,16.17,16.62,17.07,17.52,18.12,18.86,19.01,19.31,19.61,20.06,21.22,132.65,4.574,12481.6,0.555,0.984,1,1,1,1958686584,69913436,79074.96054,-148.469257,65.033983,296.87,211.530749,65.033983,314.59,211.530751,65.033982,318.26,0,0.6,8.09,10.64,12.14,13.49,14.39,15.14,15.89,16.34,16.79,17.09,17.39,17.68,18.13,18.43,19.03,19.63,19.78,19.93,20.23,20.38,21.39,274.1,1.015,12447.37,0.544,0.979,1,1,1,0.222910121915,0.0500000000000114,0.56,1.01,8.2,10.6,11.95,12.85,7.93,5.09,4.05,3.15,2.26,1.51,1.22,1.06,1.06,0.91,0.91,0.77,0.77,0.620000000000001,0.620000000000001,0.32,0.170000000000002,296.44,-Inf,-Inf,TRUE,TRUE,NA
"340792",1958686460,54991207,75344.37289,-148.469478,65.034039,299.56,211.530497,65.034049,320.15,211.530496,65.034049,321.04,-0.93,-0.64,-0.34,-0.19,-0.04,0.26,0.56,1.16,2.05,2.95,8.03,10.12,11.32,12.22,13.11,14.16,15.35,17.15,17.74,18.49,19.39,20.28,21.48,132.77,4.52,12478.76,0.571,0.978,1,1,1,1958686584,69913433,79074.95979,-148.469466,65.034035,299.34,211.53054,65.034034,314.18,211.530541,65.034034,317.59,-0.49,0.11,0.56,1.61,2.51,3.56,6.56,9.7,10.75,11.5,12.1,12.85,13.3,13.75,14.35,14.95,15.55,16.3,16.45,16.6,16.9,17.2,18.25,275.31,1.063,12444.97,0.612,0.978,1,1,1,0.719860231114963,-0.220000000000027,0.44,0.75,0.9,1.8,2.55,3.3,6,8.54,8.7,8.55,4.07,2.73,1.98,1.53,1.24,0.789999999999999,0.200000000000001,-0.849999999999998,-1.29,-1.89,-2.49,-3.08,-3.23,296.44,-Inf,-Inf,TRUE,TRUE,NA
"341881",1958686460,54992296,75344.64515,-148.476373,65.035412,357.77,211.523614,65.035419,376.26,211.523612,65.035419,378.58,-1.09,-0.79,-0.49,-0.34,-0.04,0.11,0.26,0.56,1.16,3.11,9.99,13.73,15.08,15.98,16.73,17.48,18.23,18.82,18.97,19.27,19.42,19.72,20.81,136.67,2.928,12396.62,0.585,0.977,1,1,1,1958686584,69914262,79075.16705,-148.47637,65.035418,357.94,211.523645,65.035416,375.27,211.523648,65.035415,378.38,-0.9,-0.75,-0.45,-0.3,-0.15,0,0.15,0.45,1.35,7.79,13.18,14.67,15.57,16.32,16.77,17.22,17.67,18.27,18.42,18.57,19.02,19.47,20.44,292.34,2.628,12397.53,0.569,0.977,1,1,1,0.683494055008432,0.170000000000016,0.19,0.04,0.04,0.04,-0.11,-0.11,-0.11,-0.11,0.19,4.68,3.19,0.94,0.49,0.34,0.0399999999999991,-0.260000000000002,-0.559999999999999,-0.550000000000001,-0.549999999999997,-0.699999999999999,-0.400000000000002,-0.25,-0.369999999999997,296.44,-Inf,-Inf,TRUE,TRUE,NA
"341884",1958686460,54992299,75344.6459,-148.476163,65.035355,355.35,211.523825,65.035361,371.55,211.523822,65.035362,376.19,-0.22,0.22,0.82,1.42,2.32,4.72,9.95,11.45,12.5,13.7,14.6,15.19,15.49,15.94,16.39,16.84,17.29,17.89,18.04,18.19,18.64,19.39,20.84,136.4,2.98,12400.36,0.552,0.982,1,1,1,1958686584,69914259,79075.1663,-148.476167,65.03536,355.96,211.52385,65.035357,375.2,211.523852,65.035357,377.37,-0.64,-0.19,0.26,0.71,1.16,1.76,3.11,9.25,11.04,12.39,13.59,14.34,14.94,15.39,15.99,16.43,17.03,18.08,18.53,19.13,19.58,20.33,21.41,292.09,2.575,12398.88,0.579,0.979,1,1,1,0.588257099936702,0.609999999999957,-0.42,-0.41,-0.56,-0.71,-1.16,-2.96,-6.84,-2.2,-1.46,-1.31,-1.01,-0.85,-0.550000000000001,-0.549999999999999,-0.4,-0.41,-0.259999999999998,0.189999999999998,0.490000000000002,0.939999999999998,0.939999999999998,0.939999999999998,0.57,296.44,-Inf,-Inf,TRUE,TRUE,NA
"341895",1958686460,54992310,75344.64865,-148.475228,65.035205,350.18,211.524755,65.035212,370.27,211.524753,65.035212,372.29,-0.9,-0.6,-0.45,-0.3,-0.15,0,0.15,0.3,0.6,1.05,12.12,16.61,17.96,18.71,19.31,19.76,20.06,20.5,20.65,20.8,20.95,21.1,22.11,134.66,3.175,12407.24,0.584,0.978,1,1,1,1958686584,69914246,79075.16305,-148.475236,65.035202,350.05,211.524781,65.035199,370.08,211.524782,65.035199,372.22,-0.79,-0.49,-0.34,-0.19,-0.04,0.26,0.56,4.9,15.99,17.49,18.23,18.68,19.13,19.43,19.73,20.03,20.33,20.63,20.78,20.93,20.93,21.23,22.17,292.01,2.357,12402.49,0.567,0.975,1,1,1,0.503748584978417,-0.129999999999995,0.11,0.11,0.11,0.11,0.11,0.26,0.41,4.6,15.39,16.44,6.11,2.07,1.17,0.719999999999999,0.420000000000002,0.27,0.27,0.129999999999999,0.130000000000003,0.129999999999999,-0.0199999999999996,0.129999999999999,0.0600000000000023,296.44,-Inf,-Inf,TRUE,TRUE,NA
"341896",1958686460,54992311,75344.6489,-148.475334,65.035134,349.13,211.524651,65.035141,367.84,211.524648,65.035142,371.17,-0.3,0,0.45,1.35,6.88,9.43,10.78,14.67,16.16,16.76,17.21,17.66,17.96,18.41,18.71,19.01,19.31,19.91,20.05,20.2,20.5,20.95,22.04,135.41,3.184,12408.59,0.579,0.976,1,1,1,1958686584,69914247,79075.1633,-148.475339,65.035137,348.7,211.524676,65.035134,367.31,211.524679,65.035134,370.68,-0.26,0.04,0.49,1.09,2.28,8.42,10.67,15.01,16.21,16.96,17.26,17.71,18.16,18.46,18.76,19.06,19.51,20.11,20.26,20.41,20.71,21,21.98,291.06,2.365,12403.69,0.578,0.975,1,1,1,0.40896768698899,-0.430000000000007,0.04,0.04,0.04,-0.26,-4.6,-1.01,-0.109999999999999,0.34,0.0500000000000007,0.199999999999999,0.0500000000000007,0.0500000000000007,0.199999999999999,0.0500000000000007,0.0500000000000007,0.0499999999999972,0.200000000000003,0.199999999999999,0.210000000000001,0.210000000000001,0.210000000000001,0.0500000000000007,-0.0599999999999987,296.44,-Inf,-Inf,TRUE,TRUE,NA
"341898",1958686460,54992313,75344.6494,-148.475019,65.035146,346.34,211.524962,65.035153,368.6,211.52496,65.035154,371.29,0,0.75,3.89,11.82,14.52,16.76,18.56,19.31,19.75,20.2,20.5,20.95,21.4,21.85,22.15,22.6,22.9,23.35,23.5,23.65,23.8,23.95,24.96,134.46,3.227,12410.69,0.658,0.977,1,1,1,1958686584,69914243,79075.1623,-148.475034,65.035148,346.49,211.524982,65.035145,366.45,211.524985,65.035144,370.68,-0.15,0.3,1.95,9.29,13.78,15.73,17.52,18.42,19.02,19.32,19.62,19.92,20.22,20.67,21.12,21.57,22.02,22.62,22.77,22.77,23.07,23.21,24.19,291.75,2.306,12405.64,0.62,0.977,1,1,1,0.740795321321067,0.150000000000034,-0.15,-0.45,-1.94,-2.53,-0.74,-1.03,-1.04,-0.889999999999997,-0.73,-0.879999999999999,-0.879999999999999,-1.03,-1.18,-1.18,-1.03,-1.03,-0.879999999999999,-0.73,-0.73,-0.879999999999999,-0.73,-0.739999999999998,-0.77,296.44,-Inf,-Inf,TRUE,TRUE,NA
"341899",1958686460,54992314,75344.64965,-148.475124,65.035075,345.84,211.524859,65.035082,365.63,211.524856,65.035083,368.44,-0.26,0.19,0.79,8.12,10.66,12.16,15.45,17.25,18,18.45,18.74,19.04,19.34,19.64,19.79,20.09,20.39,20.69,20.84,20.99,21.29,21.59,22.6,135.2,3.236,12412.33,0.614,0.976,1,1,1,1958686584,69914244,79075.16255,-148.475137,65.035082,345.82,211.524878,65.03508,365.44,211.524881,65.035079,368.29,-0.22,0.22,2.17,8.91,10.71,11.61,14.9,17,17.9,18.35,18.8,19.1,19.25,19.55,19.84,19.99,20.29,20.74,20.89,21.04,21.19,21.49,22.47,290.78,2.314,12406.39,0.596,0.981,1,1,1,0.991747471581364,-0.0199999999999818,0.04,0.03,1.38,0.790000000000001,0.0500000000000007,-0.550000000000001,-0.549999999999999,-0.25,-0.100000000000001,-0.0999999999999979,0.0600000000000023,0.0600000000000023,-0.0899999999999999,-0.0899999999999999,0.0500000000000007,-0.100000000000001,-0.100000000000001,0.0499999999999972,0.0500000000000007,0.0500000000000007,-0.0999999999999979,-0.100000000000001,-0.130000000000003,296.44,-Inf,-Inf,TRUE,TRUE,NA
"341901",1958686460,54992316,75344.65015,-148.474812,65.03509,344.34,211.525169,65.035098,366.52,211.525166,65.0351,369.93,-0.04,0.56,2.36,9.84,12.38,14.18,15.98,17.17,18.07,19.27,20.17,20.91,21.36,21.81,22.26,22.56,23.16,23.76,23.91,24.06,24.36,24.65,25.59,134.25,3.279,12413.98,0.626,0.975,1,1,1,1958686584,69914240,79075.16155,-148.47483,65.03509,344.43,211.525187,65.035087,366.3,211.525189,65.035086,369.33,-0.41,0.04,0.49,1.24,6.03,10.37,11.57,12.92,14.27,16.21,17.41,19.21,20.26,20.86,21.31,21.76,22.2,22.8,22.95,23.25,23.55,23.85,24.9,291.45,2.253,12407.44,0.598,0.976,1,1,1,0.847756336710714,0.0900000000000318,-0.37,-0.52,-1.87,-8.6,-6.35,-3.81,-4.41,-4.25,-3.8,-3.06,-2.76,-1.7,-1.1,-0.949999999999999,-0.950000000000003,-0.799999999999997,-0.960000000000001,-0.960000000000001,-0.960000000000001,-0.809999999999999,-0.809999999999999,-0.799999999999997,-0.690000000000001,296.44,-Inf,-Inf,TRUE,TRUE,NA
"341902",1958686460,54992317,75344.6504,-148.474924,65.035016,343.98,211.525059,65.035024,364.33,211.525056,65.035024,366.72,-1.27,-0.97,-0.82,-0.52,-0.37,-0.22,-0.07,0.22,0.37,0.52,0.82,1.42,5.31,16.39,17.73,18.48,19.23,20.43,20.58,20.88,21.18,21.62,22.75,135.02,3.288,12415.63,0.611,0.981,1,1,1,1958686584,69914241,79075.1618,-148.474939,65.03502,343.95,211.525076,65.035018,364.13,211.525078,65.035017,366.04,-1.16,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,0.04,0.04,0.19,0.34,0.64,1.09,2.13,14.27,17.26,18.16,19.36,19.81,20.11,20.56,21.01,22.09,290.39,2.263,12409.69,0.631,0.985,1,1,1,0.835373844510671,-0.0300000000000296,0.11,0.11,0.11,-0.04,-0.04,-0.04,-0.04,-0.18,-0.33,-0.33,-0.48,-0.78,-4.22,-14.26,-3.46,-1.22,-1.07,-1.07,-0.77,-0.77,-0.620000000000001,-0.609999999999999,-0.66,296.44,-Inf,-Inf,TRUE,TRUE,NA
"342162",1958686460,54992577,75344.7154,-148.47645,65.035183,350,211.523534,65.035191,370.92,211.523532,65.035191,373.58,0.6,8.53,12.57,14.22,15.57,16.32,16.92,17.66,18.26,18.71,19.16,19.61,20.06,20.51,20.81,21.11,21.41,21.86,22,22.15,22.3,22.6,23.58,137,2.983,12404.41,0.576,0.982,1,1,1,1958686584,69914627,79075.2583,-148.47646,65.03518,350.02,211.523558,65.035177,370.39,211.52356,65.035177,372.75,-0.22,0.22,2.92,11.16,12.65,13.85,14.9,15.5,15.95,16.4,16.7,17.15,17.45,17.89,18.49,19.09,19.84,20.74,20.89,21.04,21.34,21.64,22.72,291.85,2.575,12404.13,0.569,0.98,1,1,1,0.577595814003272,0.0199999999999818,-0.82,-8.31,-9.65,-3.06,-2.92,-2.47,-2.02,-2.16,-2.31,-2.31,-2.46,-2.46,-2.61,-2.62,-2.32,-2.02,-1.57,-1.12,-1.11,-1.11,-0.960000000000001,-0.960000000000001,-0.859999999999999,296.44,-Inf,-Inf,TRUE,TRUE,NA
"342163",1958686460,54992578,75344.71565,-148.476555,65.035113,348.15,211.523433,65.035118,364.95,211.523429,65.03512,370.3,2.92,10.85,12.8,13.85,14.59,15.04,15.34,15.64,16.09,16.39,16.69,16.99,17.44,17.74,18.19,18.79,19.24,20.13,20.28,20.58,20.88,21.18,22.15,137.78,2.994,12406.81,0.566,0.981,1,1,1,1958686584,69914628,79075.25855,-148.47657,65.035111,347.9,211.523445,65.035109,365.01,211.523449,65.035108,369.76,3.11,10.44,12.54,13.74,14.49,15.09,15.54,15.84,16.13,16.58,16.88,17.03,17.33,17.78,18.08,18.38,18.98,19.73,20.03,20.18,20.48,20.78,21.86,290.93,2.584,12406.37,0.577,0.985,1,1,1,0.740796294280513,-0.25,0.19,-0.41,-0.260000000000002,-0.109999999999999,-0.0999999999999996,0.0500000000000007,0.199999999999999,0.199999999999999,0.0399999999999991,0.189999999999998,0.189999999999998,0.0400000000000027,-0.110000000000003,0.0400000000000027,-0.110000000000003,-0.41,-0.259999999999998,-0.399999999999999,-0.25,-0.399999999999999,-0.399999999999999,-0.399999999999999,-0.289999999999999,296.44,-Inf,-Inf,TRUE,TRUE,NA
