"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"3611",1957937628,2504918,87221.684,-146.032483,64.120094,342.35,213.967518,64.120094,343.7,-1.31,-1.09,-0.86,-0.71,-0.6,-0.49,-0.37,-0.3,-0.19,-0.11,0,0.07,0.15,0.26,0.34,0.49,0.6,0.79,0.86,0.94,1.01,1.12,1.35,229.43,3.054,8353.04,0.099,1,1,1,1958686944,113025419,89853.04411,-146.032502,64.120091,342.67,213.967498,64.120091,342.67,213.9675,64.120092,344.72,-1.34,-1.05,-0.9,-0.75,-0.6,-0.6,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.3,0.45,0.6,0.75,0.75,0.9,0.9,2.05,212.91,4.922,12446.08,0.11,0.98,1,1,1,0.983903873203437,0.319999999999993,-0.03,0.04,-0.04,-0.04,0,-0.11,-0.08,0,-0.11,-0.04,-0.15,-0.07,-0.15,-0.11,-0.04,-0.19,-0.15,-0.19,-0.11,-0.19,-0.11,-0.22,0.7,245.99,-Inf,-Inf,TRUE,TRUE,NA
"3631",1957937628,2504938,87221.689,-146.032694,64.120268,341.59,213.967308,64.120269,343.58,-0.86,-0.71,-0.56,-0.45,-0.34,-0.26,-0.15,-0.07,0.04,0.11,0.19,0.3,0.41,0.52,0.67,0.86,1.09,1.42,1.5,1.57,1.68,1.8,1.98,232.15,3.024,8352.14,0.096,1,1,1,1958686944,113025424,89853.04536,-146.032702,64.120267,341.99,213.967298,64.120267,341.99,213.9673,64.120268,344.08,-1.12,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.67,0.67,0.67,0.82,0.97,2.09,213.92,4.871,12445.63,0.125,0.977,1,1,1,0.405248265526535,0.400000000000034,-0.26,-0.11,-0.11,-0.22,-0.18,-0.11,-0.22,-0.15,-0.26,-0.33,-0.26,-0.37,-0.34,-0.45,-0.45,-0.64,-0.72,-0.75,-0.83,-0.9,-0.86,-0.83,0.11,245.99,-Inf,-Inf,TRUE,TRUE,NA
"3650",1957937628,2504957,87221.694,-146.031894,64.120524,341.2,213.968108,64.120525,342.92,-1.2,-0.94,-0.79,-0.64,-0.52,-0.41,-0.3,-0.22,-0.15,-0.04,0.04,0.11,0.22,0.3,0.41,0.52,0.67,0.9,0.97,1.05,1.16,1.31,1.72,231.87,2.691,8351.26,0.121,1,1,1,1958686944,113025434,89853.04786,-146.03189,64.120532,341.66,213.96811,64.120532,341.66,213.968112,64.120533,343.64,-1.12,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.67,0.67,0.82,0.97,1.98,212.96,4.658,12442.81,0.137,0.975,1,1,1,0.912538011050543,0.460000000000036,0.0799999999999998,-0.03,-0.0299999999999999,-0.03,0,-0.11,-0.07,-0.15,-0.07,-0.18,-0.11,-0.18,-0.15,-0.23,-0.19,-0.3,-0.3,-0.38,-0.3,-0.38,-0.34,-0.34,0.26,245.99,-Inf,-Inf,TRUE,TRUE,NA
"3667",1957937628,2504974,87221.698,-146.03153,64.120796,340.73,213.968473,64.120797,345.29,-1.01,-0.82,-0.67,-0.52,-0.45,-0.34,-0.26,-0.19,-0.07,0,0.07,0.15,0.22,0.34,0.45,0.56,0.75,1.09,1.24,1.5,2.02,3.03,4.57,233.86,2.468,8350.52,0.144,1,1,1,1958686944,113025443,89853.05011,-146.031519,64.120802,341.09,213.968481,64.120802,341.09,213.968483,64.120803,343.19,-1.12,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.67,0.67,0.82,0.82,2.09,213,4.497,12439.97,0.131,0.977,1,1,1,0.856773803020628,0.359999999999957,-0.11,0,0,-0.15,-0.07,-0.03,-0.11,-0.03,-0.15,-0.07,-0.14,-0.22,-0.15,-0.27,-0.23,-0.34,-0.38,-0.57,-0.57,-0.83,-1.2,-2.21,-2.48,245.99,-Inf,-Inf,TRUE,TRUE,NA
"3692",1957937628,2504999,87221.705,-146.030536,64.121138,339.96,213.969466,64.121138,343.07,-1.01,-0.79,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.6,0.79,0.86,0.94,1.05,1.42,3.11,234.14,2.044,8347.69,0.088,1,1,1,1958686944,113025312,89853.01736,-146.030523,64.121139,340.41,213.969477,64.121139,340.41,213.969478,64.12114,342.32,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.04,0.19,0.34,0.34,0.49,0.64,0.64,0.78,0.78,1.91,212.25,4.233,12437,0.115,0.979,1,1,1,0.642853680909834,0.450000000000045,0,-0.07,-0.0399999999999999,0,-0.11,-0.04,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.15,-0.22,-0.15,-0.11,-0.26,-0.3,-0.22,-0.3,-0.27,-0.64,-1.2,245.99,-Inf,-Inf,TRUE,TRUE,NA
"3709",1957937628,2505016,87221.709,-146.030169,64.121406,339.91,213.969832,64.121407,341.37,-1.05,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.79,0.82,0.9,0.97,1.12,1.46,237.02,1.825,8347.69,0.05,1,1,1,1958686944,113025303,89853.01511,-146.03016,64.121407,340.23,213.96984,64.121407,340.23,213.969842,64.121409,342.36,-1.16,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.64,0.78,0.78,0.93,1.08,2.13,212.35,4.073,12434.32,0.088,0.979,1,1,1,0.452254841799811,0.319999999999993,-0.11,-0.04,-0.0399999999999999,0,-0.11,-0.04,-0.11,-0.07,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.18,-0.15,-0.11,-0.15,-0.0399999999999999,-0.12,-0.0399999999999999,-0.04,0.67,245.99,-Inf,-Inf,TRUE,TRUE,NA
"3730",1957937628,2505037,87221.714,-146.029484,64.12171,339.36,213.970517,64.121711,340.86,-1.01,-0.82,-0.67,-0.56,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.3,0.37,0.49,0.6,0.82,0.86,0.94,1.01,1.16,1.5,239.55,1.506,8346.5,0.141,1,1,1,1958686944,113025290,89853.01186,-146.029496,64.121711,339.76,213.970504,64.121711,339.76,213.970505,64.121712,341.74,-1.08,-0.93,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.56,0.56,0.71,0.71,0.86,1.98,211.78,3.863,12431.04,0.089,0.974,1,1,1,0.594937500020314,0.399999999999977,-0.0700000000000001,-0.11,-0.12,-0.08,-0.04,-0.15,-0.08,-0.15,-0.08,-0.15,-0.08,-0.15,-0.08,-0.19,-0.11,-0.23,-0.19,-0.26,-0.3,-0.23,-0.3,-0.3,0.48,245.99,-Inf,-Inf,TRUE,TRUE,NA
"4888",1957937628,2506282,87222.025,-146.03018,64.121773,339.57,213.969821,64.121773,342.2,-1.12,-0.9,-0.75,-0.6,-0.49,-0.41,-0.3,-0.22,-0.15,-0.07,0,0.11,0.19,0.26,0.37,0.49,0.64,0.86,0.94,1.05,1.2,1.57,2.62,236.44,1.6,8346.95,0.113,1,1,1,1958686944,113025476,89853.05836,-146.030162,64.121773,340.09,213.969838,64.121773,340.09,213.969839,64.121774,342.03,-1.08,-0.93,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.56,0.56,0.71,0.71,0.86,1.94,213.1,3.915,12432.23,0.103,0.974,1,1,1,0.876609435119808,0.519999999999982,0.04,-0.03,-0.04,-0.04,0,-0.08,-0.04,-0.12,-0.04,-0.12,-0.04,-0.15,-0.08,-0.15,-0.11,-0.23,-0.23,-0.3,-0.38,-0.34,-0.49,-0.71,-0.68,245.99,-Inf,-Inf,TRUE,TRUE,NA
"4903",1957937628,2506297,87222.029,-146.030673,64.121555,339.82,213.969328,64.121555,341.25,-1.05,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.09,1.42,234.83,1.83,8347.39,0.105,1,1,1,1958686944,113025468,89853.05636,-146.030689,64.121555,340.33,213.969311,64.121555,340.33,213.969312,64.121556,342.35,-1.12,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.67,0.67,0.82,0.82,2.02,213.67,4.073,12434.32,0.089,0.976,1,1,1,0.779214468074568,0.509999999999991,-0.0700000000000001,0,0,-0.11,-0.07,0,-0.07,0,-0.07,-0.15,-0.07,-0.14,-0.08,-0.19,-0.12,-0.23,-0.19,-0.23,-0.12,-0.19,-0.12,-0.27,0.6,245.99,-Inf,-Inf,TRUE,TRUE,NA
"4924",1957937628,2506318,87222.034,-146.031362,64.121248,340.11,213.968639,64.121249,341.61,-1.09,-0.86,-0.71,-0.6,-0.49,-0.37,-0.3,-0.22,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.79,0.86,0.94,1.01,1.12,1.5,233.14,2.154,8349.33,0.103,1,1,1,1958686944,113025457,89853.05361,-146.031358,64.121242,340.62,213.968642,64.121242,340.62,213.968643,64.121243,342.68,-1.16,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.64,0.64,0.78,0.93,1.08,2.06,214.18,4.289,12437.89,0.088,0.974,1,1,1,0.696426587507968,0.509999999999991,-0.0699999999999998,0,0,0.0399999999999999,-0.0700000000000001,-0.04,-0.11,-0.04,-0.15,-0.07,-0.15,-0.07,-0.15,-0.07,-0.18,-0.15,-0.11,-0.15,-0.22,-0.16,-0.08,-0.04,0.56,245.99,-Inf,-Inf,TRUE,TRUE,NA
"4937",1957937628,2506331,87222.038,-146.031738,64.120979,340.39,213.968264,64.12098,343.31,-1.01,-0.82,-0.67,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.64,0.86,0.94,1.05,1.24,1.76,2.92,230.92,2.379,8350.37,0.171,1,1,1,1958686944,113025448,89853.05136,-146.031726,64.120973,340.96,213.968274,64.120973,340.96,213.968276,64.120974,343.05,-1.12,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.67,0.67,0.82,0.97,2.09,214.1,4.45,12439.53,0.128,0.979,1,1,1,0.888037648641345,0.569999999999993,-0.11,-0.15,-0.15,-0.15,-0.07,-0.18,-0.11,-0.18,-0.11,-0.18,-0.11,-0.18,-0.12,-0.19,-0.15,-0.27,-0.27,-0.34,-0.27,-0.38,-0.42,-0.79,-0.83,245.99,-Inf,-Inf,TRUE,TRUE,NA
"4991",1957937628,2506385,87222.051,-146.033609,64.120324,341.55,213.966392,64.120324,343.05,-1.12,-0.9,-0.71,-0.6,-0.49,-0.37,-0.3,-0.22,-0.11,-0.04,0.04,0.11,0.19,0.3,0.41,0.52,0.64,0.86,0.9,0.97,1.09,1.2,1.5,230.8,3.179,8353.64,0.078,1,1,1,1958686944,113026638,89853.34886,-146.033601,64.12032,342.11,213.966399,64.12032,342.11,213.966401,64.120322,344.16,-1.23,-0.93,-0.78,-0.63,-0.63,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.56,0.71,0.71,0.86,1.01,2.05,211.97,4.946,12447.43,0.113,0.975,1,1,1,0.592031029382988,0.560000000000002,-0.11,-0.03,-0.0700000000000001,-0.03,-0.14,-0.12,-0.04,-0.12,-0.08,-0.15,-0.08,-0.15,-0.08,-0.19,-0.15,-0.26,-0.23,-0.3,-0.19,-0.26,-0.23,-0.19,0.55,245.99,-Inf,-Inf,TRUE,TRUE,NA
"5012",1957937628,2506406,87222.056,-146.032928,64.12063,341.14,213.967074,64.120631,342.86,-1.16,-0.94,-0.75,-0.64,-0.49,-0.41,-0.3,-0.22,-0.11,-0.04,0.04,0.15,0.22,0.34,0.45,0.56,0.71,0.94,1.01,1.09,1.2,1.35,1.72,231.48,2.854,8352.3,0.076,1,1,1,1958686944,113026625,89853.34561,-146.032944,64.120626,341.6,213.967056,64.120626,341.6,213.967058,64.120628,343.62,-1.08,-0.93,-0.78,-0.63,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.56,0.71,0.71,0.86,1.01,2.02,211.51,4.736,12443.55,0.079,0.976,1,1,1,0.897724379746394,0.460000000000036,0.0799999999999998,0.0099999999999999,-0.03,0.01,0,-0.08,-0.04,-0.12,-0.08,-0.15,-0.08,-0.19,-0.11,-0.23,-0.19,-0.3,-0.3,-0.38,-0.3,-0.38,-0.34,-0.34,0.3,245.99,-Inf,-Inf,TRUE,TRUE,NA
