"","LFID_1","SHOTNUM_1","TIME_1","GLON_1","GLAT_1","ZG_1","HLON_1","HLAT_1","ZH_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDEN_1","RANGE_1","COMPLEX_1","SENSITI_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_R_1","LFID_2","SHOTNUM_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDEN_2","RANGE_2","COMPLEX_2","SENSITI_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_R_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","SENS_min","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"348647",1958686463,55355460,75435.43689,-148.749268,64.878058,108.42,211.250732,64.878058,108.42,211.250733,64.878058,111.87,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.45,0.75,1.35,1.5,1.8,2.1,2.4,3.45,272.07,1.294,12635.48,0.176,0.976,1,1,1,1958686587,70276609,79165.75453,-148.749258,64.878054,108.32,211.250742,64.878054,108.32,211.250748,64.878053,111.95,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.3,0.45,0.9,1.49,1.79,1.94,2.24,2.69,3.62,296.53,4.682,12674.35,0.143,0.973,1,1,1,0.650744848313593,-0.100000000000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.15,0.14,0.29,0.14,0.14,0.29,0.17,0.968,299.47,6.036,0.714,TRUE,TRUE,TRUE
"348649",1958686463,55355462,75435.43739,-148.748949,64.878073,108.37,211.251051,64.878073,108.37,211.251052,64.878073,111.93,-1.09,-0.79,-0.64,-0.64,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.71,1.31,1.46,1.76,2.06,2.51,3.56,272.57,1.225,12634.13,0.212,0.977,1,1,1,1958686587,70276611,79165.75503,-148.748937,64.878067,108.28,211.251063,64.878067,108.28,211.251068,64.878066,111.94,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.3,0.45,0.75,1.49,1.64,1.94,2.24,2.54,3.66,296.99,4.624,12674.06,0.256,0.978,1,1,1,0.878003481226778,-0.0900000000000034,0.04,-0.11,-0.11,0.04,0.04,-0.11,0.04,-0.11,0.04,-0.11,0.04,-0.11,0.04,0.04,0.04,0.04,0.04,0.18,0.18,0.18,0.18,0.0300000000000002,0.1,0.968,299.47,6.036,0.714,TRUE,TRUE,TRUE
"314027",1958686463,55317280,75425.89181,-148.69756,64.888531,144.47,211.302436,64.888532,146.82,211.302432,64.888534,149.88,-1.08,-0.78,-0.63,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,0.11,0.11,0.26,0.41,0.56,0.86,1.75,2.8,3.1,3.4,3.69,4.14,5.41,129.3,5.18,12647.61,0.323,0.981,1,1,1,1958686587,70237608,79156.00421,-148.697549,64.888536,144.41,211.30245,64.888537,146.43,211.302449,64.888538,150.44,-1.09,-0.94,-0.79,-0.64,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.41,0.71,1.76,3.11,3.41,3.71,4.16,4.76,6.03,147.2,1.526,12599.2,0.227,0.977,1,1,1,0.763081133691875,-0.0600000000000023,-0.01,-0.16,-0.16,-0.15,0,0,0,0,0,0,-0.15,0,-0.15,-0.15,-0.15,-0.15,0.01,0.31,0.31,0.31,0.47,0.62,0.62,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"314030",1958686463,55317283,75425.89256,-148.697347,64.888475,144.85,211.302649,64.888476,147.27,211.302645,64.888477,150.07,-0.93,-0.78,-0.63,-0.49,-0.34,-0.19,-0.19,-0.04,0.11,0.11,0.26,0.56,0.86,1.31,1.75,2.2,2.65,3.25,3.4,3.55,3.84,4.29,5.22,129.22,5.233,12647.3,0.292,0.975,1,1,1,1958686587,70237605,79156.00346,-148.697338,64.88848,144.74,211.302661,64.88848,147.21,211.30266,64.888481,150.06,-0.97,-0.67,-0.52,-0.52,-0.37,-0.22,-0.07,-0.07,0.07,0.22,0.22,0.52,0.67,1.12,1.72,2.17,2.62,3.22,3.52,3.67,3.97,4.27,5.32,146.41,1.575,12599.2,0.28,0.977,1,1,1,0.701804267330127,-0.109999999999985,-0.0399999999999999,0.11,0.11,-0.03,-0.03,-0.03,0.12,-0.03,-0.04,0.11,-0.04,-0.04,-0.19,-0.19,-0.03,-0.0300000000000002,-0.0299999999999998,-0.0299999999999998,0.12,0.12,0.13,-0.0200000000000005,0.100000000000001,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"314992",1958686463,55318503,75426.19756,-148.702445,64.88914,130.93,211.297538,64.889147,145.65,211.297536,64.889147,147.37,-0.78,-0.49,-0.34,-0.19,-0.04,0.26,0.41,1.01,1.61,2.06,2.35,2.8,3.4,4.45,7.59,9.98,11.47,13.12,13.57,14.17,14.76,15.21,16.45,130.61,4.144,12641.88,0.464,0.976,1,1,1,1958686587,70238951,79156.33996,-148.702439,64.889141,130.87,211.297561,64.889142,145.7,211.297561,64.889143,148.63,-0.79,-0.49,-0.34,-0.19,-0.04,0.11,0.41,0.86,1.61,2.21,2.81,4.01,7.31,9.85,11.2,12.25,13.6,14.95,15.25,15.7,16.15,16.75,17.76,181.28,0.676,12608.37,0.531,0.978,1,1,1,0.305310477794983,-0.0600000000000023,-0.01,0,0,0,0,-0.15,0,-0.15,0,0.15,0.46,1.21,3.91,5.4,3.61,2.27,2.13,1.83,1.68,1.53,1.39,1.54,1.31,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"314995",1958686463,55318506,75426.19831,-148.702239,64.88908,132.23,211.297739,64.889088,150.77,211.297737,64.889089,152.41,-0.9,-0.75,-0.45,-0.3,-0.3,-0.15,0,0.15,0.3,0.45,2.69,7.03,9.27,11.06,12.86,14.8,16.29,17.64,18.09,18.39,18.69,19.13,20.18,130.52,4.197,12641.43,0.663,0.975,1,1,1,1958686587,70238948,79156.33921,-148.702228,64.889084,132.25,211.297772,64.889086,148.29,211.297772,64.889086,151.32,-1.05,-0.75,-0.6,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.3,0.6,2.7,5.85,7.79,9.59,11.84,15.44,15.89,16.34,16.94,17.84,19.07,177.59,0.706,12607.77,0.51,0.976,1,1,1,0.685864212593366,0.0200000000000102,-0.15,0,-0.15,-0.15,0,-0.15,-0.15,-0.15,-0.3,-0.3,-2.39,-6.43,-6.57,-5.21,-5.07,-5.21,-4.45,-2.2,-2.2,-2.05,-1.75,-1.29,-1.11,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"314998",1958686463,55318509,75426.19906,-148.702034,64.889023,133.04,211.297951,64.889029,146.01,211.297949,64.88903,147.92,-1.16,-0.86,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.19,0.19,0.34,0.64,1.08,2.43,8.26,10.35,12.29,12.59,12.89,13.34,13.64,14.87,130.42,4.249,12642.17,0.191,0.98,1,1,1,1958686587,70238945,79156.33846,-148.702015,64.889024,133.01,211.297984,64.889025,146.31,211.297984,64.889026,149.05,-1.01,-0.71,-0.41,-0.26,-0.11,0.04,0.19,0.49,0.64,1.09,1.54,2.29,6.63,8.43,10.68,11.73,12.78,13.68,13.83,14.13,14.58,15.03,16.04,174.19,0.741,12607.92,0.501,0.975,1,1,1,0.906931014352182,-0.0300000000000011,0.15,0.15,0.3,0.3,0.3,0.3,0.45,0.6,0.6,0.9,1.35,1.95,5.99,7.35,8.25,3.47,2.43,1.39,1.24,1.24,1.24,1.39,1.17,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"314999",1958686463,55318510,75426.19931,-148.70214,64.888952,132.95,211.29786,64.888952,132.95,211.297857,64.888953,135.42,-1.35,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0.15,0.15,0.3,0.45,0.45,0.75,0.75,0.9,1.05,1.35,2.47,130.98,4.256,12642.92,0.185,0.977,1,1,1,1958686587,70238946,79156.33871,-148.702124,64.888953,132.89,211.297876,64.888953,132.89,211.297876,64.888953,135.25,-1.35,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.15,0.3,0.45,0.6,0.75,0.9,0.9,1.05,1.35,2.36,176.17,0.774,12607.17,0.19,0.976,1,1,1,0.766096662696653,-0.0600000000000023,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.15,0,0.15,0,0,0,-0.11,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315001",1958686463,55318512,75426.19981,-148.701823,64.888968,135.23,211.298158,64.888975,151.04,211.298156,64.888976,152.9,-1.08,-0.78,-0.49,-0.34,-0.19,-0.04,0.11,0.26,0.56,1.01,2.65,6.69,8.33,9.38,10.28,11.02,12.37,14.01,14.61,15.21,15.81,16.4,17.67,130.3,4.303,12639.92,0.513,0.976,1,1,1,1958686587,70238942,79156.33771,-148.701805,64.888967,135.47,211.298195,64.888968,145.84,211.298195,64.888969,151.05,-0.97,-0.82,-0.52,-0.37,-0.22,-0.07,0.07,0.22,0.52,0.97,4.27,7.12,8.47,9.22,9.97,10.42,11.17,12.52,12.81,13.11,13.71,14.31,15.59,171.11,0.776,12604.17,0.471,0.977,1,1,1,0.859940639691995,0.240000000000009,0.11,-0.0399999999999999,-0.03,-0.03,-0.03,-0.03,-0.04,-0.04,-0.04,-0.04,1.62,0.43,0.140000000000001,-0.16,-0.309999999999999,-0.6,-1.2,-1.49,-1.8,-2.1,-2.1,-2.09,-2.08,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315002",1958686463,55318513,75426.20006,-148.701922,64.8889,134.24,211.29806,64.888906,149.67,211.298058,64.888907,151.06,-0.9,-0.6,-0.45,-0.3,-0.15,0,0.3,0.45,1.05,3.14,5.23,6.88,8.37,9.42,10.31,11.36,12.26,14.05,14.5,14.95,15.4,15.69,16.82,130.83,4.308,12641.72,0.535,0.975,1,1,1,1958686587,70238943,79156.33796,-148.701913,64.888896,134.18,211.298086,64.888898,149.39,211.298086,64.888898,150.29,-0.94,-0.64,-0.49,-0.19,-0.04,0.11,0.26,0.56,1.16,3.56,5.81,7.16,8.21,9.26,10,11.05,12.1,13.15,13.6,14.05,14.65,15.25,16.11,173.13,0.808,12605.97,0.541,0.974,1,1,1,0.616969626483209,-0.0600000000000023,-0.0399999999999999,-0.04,-0.04,0.11,0.11,0.11,-0.04,0.11,0.11,0.42,0.579999999999999,0.28,-0.159999999999998,-0.16,-0.31,-0.309999999999999,-0.16,-0.9,-0.9,-0.899999999999999,-0.75,-0.44,-0.710000000000001,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315007",1958686463,55318518,75426.20131,-148.701412,64.888862,136.9,211.298581,64.888865,141.98,211.298578,64.888866,144.59,-0.97,-0.67,-0.52,-0.37,-0.22,-0.22,-0.07,0.07,0.22,0.37,0.67,1.12,2.17,3.36,4.11,4.56,5.16,5.6,5.75,5.9,6.2,6.65,7.7,130.07,4.404,12640.21,0.457,0.975,1,1,1,1958686587,70238936,79156.33621,-148.701398,64.888861,136.94,211.298602,64.888861,142,211.298602,64.888862,144.39,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,0.04,0.04,0.19,0.34,0.64,1.24,2.29,3.33,4.08,4.68,5.13,5.58,5.73,5.88,6.18,6.48,7.46,165.9,0.847,12603.12,0.382,0.97,1,1,1,0.672506326848588,0.039999999999992,0.11,-0.0399999999999999,-0.04,-0.04,-0.04,0.11,0.11,-0.03,-0.03,-0.03,-0.03,0.12,0.12,-0.0299999999999998,-0.0300000000000002,0.12,-0.0300000000000002,-0.0199999999999996,-0.0199999999999996,-0.0200000000000005,-0.0200000000000005,-0.17,-0.24,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315008",1958686463,55318519,75426.20156,-148.701518,64.88879,136.26,211.298472,64.888794,144.37,211.29847,64.888795,146.31,-0.9,-0.6,-0.45,-0.3,-0.15,0.15,0.3,0.6,1.05,1.64,2.24,3.14,3.89,4.63,5.68,6.73,7.47,8.22,8.52,8.67,8.82,9.12,10.05,130.61,4.41,12640.21,0.557,0.978,1,1,1,1958686587,70238937,79156.33646,-148.701513,64.888786,136.08,211.298487,64.888787,143.43,211.298487,64.888787,145.45,-0.97,-0.82,-0.52,-0.37,-0.22,-0.07,0.07,0.22,0.37,0.52,0.82,1.42,2.02,2.62,3.37,4.27,5.17,6.97,7.27,7.57,8.02,8.47,9.37,168.06,0.879,12604.62,0.378,0.974,1,1,1,0.504960696434033,-0.179999999999978,-0.07,-0.22,-0.07,-0.07,-0.07,-0.22,-0.23,-0.38,-0.68,-1.12,-1.42,-1.72,-1.87,-2.01,-2.31,-2.46,-2.3,-1.25,-1.25,-1.1,-0.800000000000001,-0.649999999999999,-0.680000000000001,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315010",1958686463,55318521,75426.20206,-148.701202,64.888804,137.17,211.298794,64.888806,140.38,211.298787,64.888808,145.61,-1.01,-0.71,-0.56,-0.41,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.49,1.08,2.13,2.88,3.62,4.37,5.42,5.72,6.16,6.61,7.21,8.44,129.97,4.457,12641.1,0.449,0.981,1,1,1,1958686587,70238933,79156.33546,-148.70119,64.888802,137.13,211.29881,64.888802,142.15,211.298809,64.888803,146.12,-0.9,-0.75,-0.6,-0.45,-0.3,-0.15,-0.15,0,0.15,0.3,0.45,0.75,1.95,2.85,3.45,4.35,5.25,6.59,6.89,7.19,7.49,7.94,8.99,163.62,0.888,12603.27,0.466,0.973,1,1,1,0.610627592167764,-0.039999999999992,0.11,-0.04,-0.0399999999999999,-0.04,0.11,0.11,-0.04,0.11,0.11,0.11,0.11,0.26,0.87,0.72,0.57,0.73,0.88,1.17,1.17,1.03,0.88,0.73,0.550000000000001,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315011",1958686463,55318522,75426.20231,-148.701309,64.888732,137.38,211.298686,64.888734,141.19,211.298684,64.888735,143.29,-0.78,-0.64,-0.49,-0.34,-0.19,-0.04,-0.04,0.11,0.26,0.56,1.01,1.76,2.35,2.95,3.25,3.55,4,4.3,4.45,4.6,4.74,4.89,5.9,130.51,4.463,12640.8,0.337,0.975,1,1,1,1958686587,70238934,79156.33571,-148.701299,64.888731,137.25,211.298701,64.888731,140.96,211.298701,64.888732,143.28,-0.86,-0.71,-0.41,-0.26,-0.26,-0.11,0.04,0.19,0.34,0.64,1.24,1.84,2.44,2.89,3.33,3.63,3.93,4.38,4.53,4.68,4.83,5.13,6.03,165.64,0.917,12602.52,0.341,0.974,1,1,1,0.486659811001641,-0.129999999999995,-0.08,-0.07,0.08,0.08,-0.07,-0.07,0.08,0.08,0.08,0.08,0.23,0.0800000000000001,0.0899999999999999,-0.0600000000000001,0.0800000000000001,0.0800000000000001,-0.0699999999999998,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0899999999999999,0.24,0.13,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315013",1958686463,55318524,75426.20281,-148.700985,64.888747,138.11,211.299015,64.888747,138.11,211.29901,64.888749,142.44,-0.9,-0.75,-0.6,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.3,0.45,0.6,0.9,1.2,1.49,1.94,2.54,2.69,2.84,3.14,3.44,4.33,129.86,4.512,12640.49,0.195,0.972,1,1,1,1958686587,70238930,79156.33471,-148.700983,64.888746,138.07,211.299017,64.888746,138.07,211.299016,64.888747,142.49,-1.01,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.04,0.19,0.34,0.49,0.79,1.09,1.39,1.69,2.14,2.74,2.89,3.03,3.33,3.48,4.42,161.52,0.929,12601.77,0.177,0.974,1,1,1,0.146309670750207,-0.0400000000000205,-0.11,0.04,0.0399999999999999,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.19,0.19,0.04,0.0899999999999999,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315014",1958686463,55318525,75426.20306,-148.701097,64.888671,137.85,211.298899,64.888672,140.91,211.298895,64.888674,143.9,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.49,0.93,1.53,2.13,2.58,3.03,3.47,4.07,4.22,4.52,4.67,5.12,6.05,130.43,4.518,12640.79,0.339,0.977,1,1,1,1958686587,70238931,79156.33496,-148.701092,64.888676,137.71,211.298907,64.888676,140.7,211.298907,64.888676,143.93,-0.86,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.04,0.19,0.34,0.64,1.39,2.14,2.59,3.03,3.63,4.38,4.53,4.83,4.98,5.28,6.22,163.52,0.956,12602.52,0.371,0.976,1,1,1,0.605687897486182,-0.139999999999986,0,0,0,0,0,-0.15,0,0,-0.15,-0.15,-0.15,-0.29,-0.14,0.0100000000000002,0.00999999999999979,0,0.16,0.31,0.31,0.31,0.31,0.16,0.17,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315016",1958686463,55318527,75426.20356,-148.700775,64.888688,138.61,211.299222,64.88869,141.08,211.299219,64.888691,143.36,-0.93,-0.78,-0.64,-0.49,-0.34,-0.19,-0.19,-0.04,0.11,0.26,0.41,0.56,0.86,1.16,1.61,2.05,2.5,2.95,3.1,3.25,3.55,3.85,4.74,129.77,4.565,12640.79,0.247,0.977,1,1,1,1958686587,70238927,79156.33396,-148.700781,64.888684,138.49,211.299218,64.888684,140.92,211.299218,64.888684,143.13,-0.97,-0.67,-0.52,-0.37,-0.37,-0.22,-0.07,-0.07,0.07,0.22,0.37,0.52,0.67,1.12,1.57,2.02,2.47,2.92,3.07,3.22,3.37,3.67,4.65,159.73,0.974,12601.92,0.285,0.974,1,1,1,0.528838953511388,-0.120000000000005,-0.0399999999999999,0.11,0.12,0.12,-0.03,-0.03,0.12,-0.03,-0.04,-0.04,-0.04,-0.04,-0.19,-0.0399999999999998,-0.04,-0.0299999999999998,-0.0299999999999998,-0.0300000000000002,-0.0300000000000002,-0.0299999999999998,-0.18,-0.18,-0.0899999999999999,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315017",1958686463,55318528,75426.20381,-148.700887,64.888613,138.33,211.299109,64.888614,141.66,211.299105,64.888615,144.27,-0.86,-0.71,-0.41,-0.41,-0.26,-0.11,0.04,0.04,0.19,0.49,0.93,1.68,2.28,2.73,3.03,3.32,3.62,4.07,4.22,4.37,4.52,4.97,5.94,130.33,4.571,12641.09,0.274,0.974,1,1,1,1958686587,70238928,79156.33421,-148.700884,64.888617,138.21,211.299115,64.888617,141.66,211.299115,64.888618,143.94,-0.9,-0.6,-0.45,-0.3,-0.3,-0.15,0,0.15,0.3,0.45,1.05,1.8,2.4,2.7,3.15,3.45,3.75,4.05,4.2,4.35,4.5,4.8,5.73,161.58,0.998,12602.82,0.313,0.971,1,1,1,0.468060357467663,-0.120000000000005,-0.04,0.11,-0.04,0.11,-0.04,-0.04,-0.04,0.11,0.11,-0.04,0.12,0.12,0.12,-0.0299999999999998,0.12,0.13,0.13,-0.0200000000000005,-0.0199999999999996,-0.0200000000000005,-0.0199999999999996,-0.17,-0.21,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315019",1958686463,55318530,75426.20431,-148.700572,64.888629,139.02,211.299424,64.888631,141.7,211.299421,64.888632,144.24,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.63,1.08,1.68,1.98,2.43,2.73,3.03,3.47,3.62,3.77,3.92,4.22,5.23,129.71,4.617,12641.98,0.294,0.98,1,1,1,1958686587,70238924,79156.33321,-148.700566,64.888626,138.91,211.299434,64.888626,141.68,211.299434,64.888626,144.01,-0.82,-0.67,-0.52,-0.37,-0.22,-0.07,0.07,0.07,0.22,0.52,0.82,1.27,1.72,2.17,2.47,2.77,3.07,3.52,3.67,3.82,3.97,4.12,5.1,157.89,1.019,12601.77,0.294,0.974,1,1,1,0.438929823754757,-0.110000000000014,0.04,0.0399999999999999,0.04,0.04,0.04,0.04,0.18,0.03,0.03,0.18,0.19,0.19,0.04,0.19,0.04,0.04,0.04,0.0499999999999998,0.0499999999999998,0.0499999999999998,0.0500000000000003,-0.0999999999999996,-0.130000000000001,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315020",1958686463,55318531,75426.20456,-148.700679,64.888558,138.8,211.299317,64.888559,142.19,211.299313,64.888561,145.03,-0.93,-0.63,-0.49,-0.34,-0.34,-0.19,-0.04,-0.04,0.11,0.26,0.56,1.01,1.61,2.2,2.65,3.25,3.7,4.15,4.3,4.44,4.74,5.19,6.24,130.23,4.623,12641.23,0.424,0.976,1,1,1,1958686587,70238925,79156.33346,-148.700668,64.888559,138.69,211.299331,64.888559,141.92,211.299331,64.88856,144.95,-0.97,-0.67,-0.52,-0.37,-0.22,-0.22,-0.07,0.07,0.07,0.22,0.52,0.97,1.57,2.17,2.77,3.22,3.82,4.27,4.42,4.57,4.87,5.17,6.26,159.71,1.042,12602.82,0.436,0.976,1,1,1,0.532885399980711,-0.110000000000014,-0.0399999999999999,-0.04,-0.03,-0.03,0.12,-0.03,-0.03,0.11,-0.04,-0.04,-0.04,-0.04,-0.04,-0.0300000000000002,0.12,-0.0299999999999998,0.12,0.119999999999999,0.12,0.13,0.13,-0.0200000000000005,0.0199999999999996,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315022",1958686463,55318533,75426.20506,-148.700362,64.888571,139.53,211.299638,64.888571,139.53,211.299631,64.888573,144.35,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,0.04,0.04,0.19,0.34,0.63,0.78,1.08,1.38,1.68,2.13,2.43,3.03,3.17,3.32,3.62,3.92,4.82,129.62,4.671,12642.27,0.236,0.975,1,1,1,1958686587,70238921,79156.33246,-148.700357,64.888567,139.5,211.299643,64.888567,139.5,211.299642,64.888568,144.56,-0.94,-0.64,-0.49,-0.34,-0.19,-0.19,-0.04,0.11,0.26,0.41,0.71,1.01,1.31,1.61,2.06,2.36,2.81,3.41,3.56,3.71,3.86,4.16,5.06,156.3,1.064,12601.91,0.267,0.971,1,1,1,0.50496158984949,-0.0300000000000011,-0.08,0.07,0.0700000000000001,0.07,0.07,-0.08,-0.08,0.07,0.07,0.07,0.08,0.23,0.23,0.23,0.38,0.23,0.38,0.38,0.39,0.39,0.24,0.24,0.239999999999999,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315023",1958686463,55318534,75426.20531,-148.700469,64.888499,139.14,211.299527,64.888501,142.73,211.299521,64.888503,146.69,-0.93,-0.63,-0.49,-0.34,-0.34,-0.19,-0.04,-0.04,0.11,0.26,0.41,0.71,1.76,2.5,3.1,3.7,4.3,5.04,5.34,5.49,5.94,6.39,7.54,130.14,4.676,12642.88,0.431,0.979,1,1,1,1958686587,70238922,79156.33271,-148.700466,64.888496,139.02,211.299533,64.888497,142.81,211.299533,64.888497,145.88,-0.9,-0.6,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.3,0.6,1.2,1.95,2.55,3.15,3.6,4.2,4.8,4.95,5.25,5.4,5.84,6.86,158.18,1.088,12602.51,0.407,0.974,1,1,1,0.363413094471672,-0.119999999999976,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.19,0.49,0.19,0.0499999999999998,0.0499999999999998,-0.1,-0.0999999999999996,-0.24,-0.39,-0.24,-0.54,-0.55,-0.68,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315028",1958686463,55318539,75426.20656,-148.699955,64.888461,140.07,211.300042,64.888462,142.2,211.300037,64.888463,145.75,-0.82,-0.67,-0.52,-0.37,-0.22,-0.07,0.07,0.22,0.37,0.67,0.97,1.42,1.72,2.17,2.46,2.91,3.21,3.81,3.96,4.11,4.41,4.71,5.68,129.45,4.773,12643.16,0.308,0.976,1,1,1,1958686587,70238915,79156.33096,-148.699937,64.888457,140.04,211.300063,64.888457,140.04,211.300062,64.888458,145.36,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,0.04,0.04,0.19,0.49,0.64,0.94,1.24,1.69,1.99,2.44,2.88,3.48,3.63,3.93,4.08,4.38,5.32,153.37,1.153,12600.86,0.247,0.975,1,1,1,0.962277930450853,-0.0300000000000011,-0.04,-0.0399999999999999,-0.04,-0.04,-0.04,-0.04,-0.03,-0.18,-0.18,-0.18,-0.33,-0.48,-0.48,-0.48,-0.47,-0.47,-0.33,-0.33,-0.33,-0.18,-0.33,-0.33,-0.359999999999999,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
"315031",1958686463,55318542,75426.20731,-148.69974,64.88841,140.29,211.300255,64.888411,143.5,211.300252,64.888412,145.67,-0.9,-0.6,-0.45,-0.3,-0.15,-0.15,0,0.15,0.3,0.6,1.05,1.79,2.24,2.54,2.84,3.14,3.44,3.73,3.88,4.03,4.18,4.33,5.38,129.33,4.825,12643.3,0.263,0.977,1,1,1,1958686587,70238912,79156.33021,-148.69974,64.888404,140.17,211.300259,64.888405,143.39,211.300259,64.888405,145.49,-0.82,-0.67,-0.52,-0.37,-0.22,-0.07,0.07,0.07,0.37,0.52,0.97,1.72,2.17,2.62,2.92,3.07,3.37,3.82,3.82,3.97,4.12,4.27,5.32,152.17,1.197,12601.16,0.29,0.976,1,1,1,0.668945571000601,-0.120000000000005,0.0800000000000001,-0.0700000000000001,-0.07,-0.07,-0.07,0.08,0.07,-0.08,0.07,-0.08,-0.0800000000000001,-0.0700000000000001,-0.0700000000000003,0.0800000000000001,0.0800000000000001,-0.0700000000000003,-0.0699999999999998,0.0899999999999999,-0.0600000000000001,-0.0600000000000001,-0.0599999999999996,-0.0600000000000005,-0.0599999999999996,0.826,298.09,5.569,0.71,TRUE,TRUE,TRUE
